t,mu_fwd,lo_fwd,hi_fwd,mu_rev,lo_rev,hi_rev,n
-0.185,0.005494048515684658,0.00365662583850557,0.007331471192863746,0.00489878295013118,0.002258031916486245,0.007539533983776115,7.0
-0.165,0.006264389663254949,0.0034598498843452954,0.009068929442164602,0.004594470962072007,0.0022374683498934123,0.006951473574250602,7.0
-0.14500000000000002,0.005269091011111102,0.004671129160885889,0.005867052861336314,0.004556959956125668,0.0022961653666078324,0.006817754545643505,7.0
-0.12500000000000003,0.004738417280213653,0.0034202045777344107,0.006056629982692895,0.004349521033057225,0.0024661909633433977,0.006232851102771051,7.0
-0.10500000000000004,0.0053784218207106145,0.003997766266972933,0.006759077374448296,0.0036005814561570447,0.0017372113150957876,0.005463951597218302,7.0
-0.08500000000000005,0.003878170719970314,0.0030363070948754897,0.0047200343450651385,0.004221935651751105,0.0023763338011675464,0.006067537502334663,7.0
-0.06500000000000006,0.003670681757333327,0.002705063380060185,0.0046363001346064695,0.003851197468516549,0.0029876507222956475,0.004714744214737451,7.0
-0.04500000000000007,0.004045351771823449,0.003255160580118743,0.004835542963528155,0.004685134971176765,0.0034601546853367266,0.005910115257016804,7.0
-0.025000000000000078,0.0032085913315509453,0.0024984941798045376,0.0039186884832973536,0.005238344752107703,0.0037482842819802176,0.006728405222235188,7.0
-0.005000000000000088,0.004127058260924568,0.0029962063773307547,0.005257910144518381,0.005100157101401491,0.003733481013380691,0.00646683318942229,7.0
0.014999999999999902,0.0037328730278166273,0.0026032146082289203,0.004862531447404334,0.004705361047082918,0.003623130518484262,0.005787591575681574,7.0
0.03499999999999989,0.005577664027904173,0.004098605468388125,0.0070567225874202215,0.004789794658283351,0.0033767959660695865,0.006202793350497115,7.0
0.05499999999999988,0.005402243034421858,0.003923955645170617,0.0068805304236730985,0.0051012947167388125,0.0036419595243212307,0.006560629909156394,7.0
0.0749999999999999,0.005604421696813004,0.004247308428337389,0.006961534965288619,0.005263877555051735,0.004460278692249664,0.006067476417853806,7.0
0.09499999999999986,0.005381610352580743,0.0038198216633040325,0.006943399041857453,0.00531984793022696,0.0034177198710687385,0.007221975989385181,7.0
0.11499999999999982,0.006438660502519733,0.003510102523944099,0.009367218481095367,0.005566526037933034,0.003859242619577727,0.007273809456288341,7.0
0.13499999999999984,0.007479284117327583,0.004246435564739525,0.01071213266991564,0.005609332878514241,0.003734822011393347,0.007483843745635136,7.0
0.15499999999999986,0.008055315457776007,0.005987536251855211,0.010123094663696802,0.005858106362121757,0.004590198109779163,0.007126014614464351,7.0
0.17499999999999982,0.006723926747644946,0.004563889523247631,0.00888396397204226,0.006539023719812397,0.005071874060588851,0.008006173379035943,7.0
0.19499999999999978,0.006981227081466643,0.004037809551336046,0.00992464461159724,0.005825962388003877,0.004640391321278103,0.007011533454729651,7.0
0.2149999999999998,0.005998255838961135,0.0037836228558402376,0.008212888822082032,0.005710036270730196,0.00425504116622163,0.007165031375238762,7.0
0.23499999999999982,0.005791533933968261,0.003416640614092647,0.008166427253843875,0.005450226949998923,0.0038684431883520623,0.007032010711645784,7.0
