sid,A,B,median_dC,prop_B_after_A_C,median_dR,prop_B_after_A_R,thrC,thrR,hold_m,tmin,smooth_bins
20231103,SFEF,SLIP,,0.0,,0.0,0.75,0.6,3,0.0,3
20231103,SFEF,SSC,,0.0,,0.0,0.75,0.6,3,0.0,3
20231103,SLIP,SFEF,,0.0,,0.0,0.75,0.6,3,0.0,3
20231103,SLIP,SSC,,0.0,0.13000000000000012,0.0015015015015015015,0.75,0.6,3,0.0,3
20231103,SSC,SFEF,,0.0,,0.0,0.75,0.6,3,0.0,3
20231103,SSC,SLIP,,0.0,-0.13000000000000012,0.0,0.75,0.6,3,0.0,3
