sid,A,B,IC,pIC,IR,pIR,win,step,k,ridge,int_win,perms,bandC_start,bandC_end,bandR_start,bandR_end,no_x0,cond_b_only,pt_cov,evoked_sigma_ms
20200401,MFEF,MLIP,0.1766186798983454,0.003992015968063872,0.032622691521419944,0.7744510978043913,0.16,0.02,5,0.01,0.16,500,0.12,0.28,0.08,0.2,True,True,False,10.0
20200401,MLIP,MFEF,0.08627275219990349,0.31137724550898205,0.043686079260975064,0.031936127744510975,0.16,0.02,5,0.01,0.16,500,0.12,0.28,0.08,0.2,True,True,False,10.0
