t,mu_AB,lo_AB,hi_AB,p_stouffer_AB,sig_AB,mu_BA,lo_BA,hi_BA,p_stouffer_BA,sig_BA
-0.16499999999999998,0.010581172270058434,0.0058767568379857775,0.01528558770213109,0.2379486016134218,0,0.008621296976318674,0.00614164883835451,0.011100945114282838,0.4849155761571351,0
-0.14500000000000002,0.012553141542913584,0.007490814194569802,0.017615468891257365,0.15590827485750092,0,0.01007654559744196,0.007516650412697706,0.012636440782186214,0.4942550167677021,0
-0.125,0.014544549202270848,0.009196423057741349,0.019892675346800347,0.10910983008728359,0,0.011510397725377809,0.008862898153025168,0.014157897297730449,0.5201277511204305,0
-0.10500000000000002,0.016618300189415947,0.01105369301596187,0.022182907362870024,0.06226316704186119,0,0.013304141994284554,0.010445808328015796,0.016162475660553313,0.4640510093345378,0
-0.08500000000000003,0.018655782444582308,0.012461654030627285,0.02484991085853733,0.053607764728420104,0,0.01531468265636399,0.012036345648252556,0.018593019664475425,0.37577541789857516,0
-0.06500000000000004,0.020677599909031515,0.014091858571127889,0.027263341246935142,0.04088690864827005,0,0.017697490474464953,0.013891255612773441,0.021503725336156465,0.2609724555074977,0
-0.045000000000000054,0.02025279380790705,0.014645697981256289,0.025859889634557806,0.050803041840185914,0,0.018484005610050987,0.014450034890180772,0.022517976329921204,0.11996635322563431,0
-0.025000000000000064,0.020139067355492552,0.014862225840386507,0.025415908870598598,0.05202594305878394,0,0.019174791815944402,0.015065353122144598,0.023284230509744208,0.06442410660318132,0
-0.005000000000000074,0.019968431172601015,0.015108331338273998,0.024828531006928032,0.07103731537890567,0,0.019819351948025195,0.015540594671860707,0.024098109224189684,0.045445872088300754,0
0.014999999999999916,0.020520437501480023,0.015752066489900355,0.02528880851305969,0.0676359785271109,0,0.02091868506008037,0.01621576007590692,0.025621610044253822,0.03218768956569951,1
0.034999999999999906,0.021929313551377238,0.01692255999357606,0.026936067109178417,0.0517822773796448,0,0.022733512439040766,0.017443113370143096,0.028023911507938436,0.017504002811838393,1
0.054999999999999896,0.02366420513831246,0.01858034163604194,0.028748068640582977,0.029837378068113374,1,0.024913705251141442,0.018831431089160952,0.030995979413121932,0.009533670756357693,1
0.07499999999999989,0.024818793618035153,0.01959513825102906,0.030042448985041246,0.02715195728896147,1,0.027063505657386053,0.020558498193917654,0.03356851312085445,0.003448517575675214,1
0.0949999999999999,0.025285602952359414,0.019956463771239316,0.030614742133479513,0.03570733744923893,0,0.02873405400304733,0.02186477483357832,0.03560333317251634,0.0016517424835682526,1
0.11499999999999987,0.0258660960899352,0.020013490390195367,0.03171870178967503,0.04628713181093291,0,0.03031233561880465,0.022903818050126326,0.03772085318748297,0.0005308191793165218,1
0.13499999999999984,0.026505769549364847,0.019612389347499787,0.03339914975122991,0.0332420061630877,0,0.031418442952392996,0.02292604568927976,0.03991084021550623,0.0002471223830831093,1
0.15499999999999986,0.02731536519428943,0.0194150429782416,0.03521568741033726,0.019224831220278293,1,0.03248849430239192,0.02255657745906756,0.04242041114571628,0.00011970922508108828,1
0.17499999999999988,0.02800415837984618,0.019025893798075132,0.03698242296161723,0.017121761217546827,1,0.03379213170321222,0.02193786062062341,0.04564640278580103,5.055918278551452e-05,1
