sid,A,B,IC,pIC,IR,pIR,win,step,k,ridge,int_win,perms,bandC_start,bandC_end,bandR_start,bandR_end,no_x0,cond_b_only,pt_cov,evoked_sigma_ms
20230622,SFEF,SLIP,0.012979367219882215,0.7345309381237525,0.0211077057695531,0.011976047904191617,0.16,0.02,5,0.01,0.16,500,0.12,0.28,0.08,0.2,True,True,False,10.0
20230622,SLIP,SFEF,0.0127726937183834,0.33532934131736525,0.020888327921013437,0.03592814371257485,0.16,0.02,5,0.01,0.16,500,0.12,0.28,0.08,0.2,True,True,False,10.0
