t,mu_fwd,lo_fwd,hi_fwd,mu_rev,lo_rev,hi_rev,n
-0.185,0.003597356726613767,0.0023669996186979716,0.004827713834529563,0.003668899903050937,0.002874395174192453,0.004463404631909421,12.0
-0.165,0.0037973347994673438,0.0023747267146478415,0.005219942884286846,0.003828339833995382,0.0030850692088335943,0.00457161045915717,12.0
-0.14500000000000002,0.003595020902192047,0.002482459752300603,0.004707582052083491,0.0034459559787569996,0.002664140520951666,0.004227771436562333,12.0
-0.12500000000000003,0.0038752463073729996,0.002766705198929146,0.004983787415816853,0.003874170769953681,0.003143486295497555,0.004604855244409807,12.0
-0.10500000000000004,0.0037095997682837045,0.0029580526501207464,0.004461146886446663,0.0035690132872233035,0.002886197672400948,0.0042518289020456596,12.0
-0.08500000000000005,0.0038214024235719442,0.0031157739683729353,0.004527030878770953,0.003695799011942074,0.00279258937870343,0.004599008645180719,12.0
-0.06500000000000006,0.0037988425808666844,0.0030146037635264216,0.004583081398206948,0.0034829341174450975,0.0027287930308128247,0.00423707520407737,12.0
-0.04500000000000007,0.004284559666513744,0.0033241165180560575,0.00524500281497143,0.004044589473758807,0.003315524801027249,0.0047736541464903645,12.0
-0.025000000000000078,0.004334820420317979,0.0035836479827710222,0.0050859928578649355,0.004085574904949919,0.003102336158258755,0.005068813651641082,12.0
-0.005000000000000088,0.004559076400012908,0.003636151373208181,0.005482001426817634,0.0042528880769710535,0.003123323270546921,0.005382452883395186,12.0
0.014999999999999902,0.004597593187078126,0.003655125935507982,0.00554006043864827,0.004040796936388661,0.003314201810768476,0.0047673920620088465,12.0
0.03499999999999989,0.004441202775006836,0.00347993137641557,0.005402474173598101,0.003700827000116357,0.0029610215562861746,0.004440632443946539,12.0
0.05499999999999988,0.004329603188812065,0.0034645406838368403,0.005194665693787291,0.0036565917344122873,0.0028696612941241043,0.00444352217470047,12.0
0.0749999999999999,0.0048569520438840694,0.004164349442982673,0.005549554644785466,0.004252363804823643,0.0033835398809146868,0.0051211877287326,12.0
0.09499999999999986,0.004777567103646746,0.0040715539984944584,0.005483580208799033,0.004818672349972266,0.003612011920887742,0.00602533277905679,12.0
0.11499999999999982,0.005068773815188419,0.0043777193328769,0.005759828297499938,0.004979588930600041,0.003293116917640206,0.006666060943559876,12.0
0.13499999999999984,0.005233703723209938,0.004376856079887621,0.0060905513665322555,0.004893980649566146,0.003396469164918519,0.006391492134213772,12.0
0.15499999999999986,0.0049882373582517325,0.004340963424633154,0.005635511291870311,0.004732187230269501,0.003679158524000049,0.005785215936538953,12.0
