t,mu_fwd,lo_fwd,hi_fwd,mu_rev,lo_rev,hi_rev,n
-0.185,0.016789016780404224,-0.0023478874280268708,0.03592592098883532,0.01075201404654361,-0.0003804806623754816,0.021884508755462703,7.0
-0.165,0.016088958541916255,-0.001472743557776688,0.033650660641609195,0.009056759769868318,5.1477691294654626e-05,0.01806204184844198,7.0
-0.14500000000000002,0.01633062474694139,-0.0009470823419048674,0.033608331835787646,0.009367182963147206,-0.0001914237076104438,0.018925789633904858,7.0
-0.12500000000000003,0.01719115974384678,-0.0010311771963127762,0.03541349668400634,0.009989722042002302,0.00044476837229681307,0.01953467571170779,7.0
-0.10500000000000004,0.016390348643550594,-0.001298070795490356,0.03407876808259154,0.010478779930692858,-0.0006000126686379753,0.021557572530023692,7.0
-0.08500000000000005,0.015944447903336816,-0.0005764149434755762,0.032465310750149204,0.010673682301982405,-0.0006525569544733097,0.02199992155843812,7.0
-0.06500000000000006,0.017096805754498744,-0.001422256782364309,0.0356158682913618,0.01027180649602857,-0.0012008675278536527,0.02174448051991079,7.0
-0.04500000000000007,0.01608470556809295,-0.0012243633254104339,0.03339377446159633,0.010465346329530254,-0.001886646314504992,0.0228173389735655,7.0
-0.025000000000000078,0.015931683175097574,-0.0011954130755241592,0.033058779425719304,0.010060792259155007,-0.001374955087012483,0.021496539605322496,7.0
-0.005000000000000088,0.017035635476676258,-0.0011166585868299418,0.03518792954018246,0.010297669289306402,-0.0022121897084231776,0.022807528287035982,7.0
0.014999999999999902,0.016583872946403337,-0.0007065972690573769,0.03387434316186405,0.01111084368341786,-0.0025493958118655204,0.02477108317870124,7.0
0.03499999999999989,0.01695944574701078,-0.0015225858267546508,0.03544147732077621,0.011587175325558252,-0.003273567901757559,0.026447918552874063,7.0
0.05499999999999988,0.018769433093002708,-0.0012691573526199852,0.038808023538625405,0.012971702455310263,-0.00270414586840707,0.028647550779027597,7.0
0.0749999999999999,0.018116987967783268,-0.0009012354983209889,0.037135211433887524,0.013855476934529003,-0.0024404436862626045,0.030151397555320612,7.0
0.09499999999999986,0.018869511137623345,-0.00027463125672524957,0.03801365353197194,0.013527979216948373,-0.0027179574107696978,0.029773915844666446,7.0
0.11499999999999982,0.0187711706323349,0.0014316817994365454,0.03611065946523326,0.01278928776661887,-0.0006910564792480516,0.02626963201248579,7.0
