feature,band_start,band_end,I_fwd,I_rev,I_diff,pID_diff,mean_S_fwd_band,mean_S_rev_band,mean_S_diff_band,mean_zrob_fwd_band,mean_zrob_rev_band,mean_zrob_diff_band,mean_zfromp_fwd_band,mean_zfromp_rev_band,mean_zfromp_diff_band,mean_cles_fwd_band,mean_cles_rev_band,mean_cles_diff_band,frac_sig_diff_band,mean_S_fwd_all,mean_S_rev_all,mean_S_diff_all,mean_zrob_fwd_all,mean_zrob_rev_all,mean_zrob_diff_all,mean_zfromp_fwd_all,mean_zfromp_rev_all,mean_zfromp_diff_all,mean_cles_fwd_all,mean_cles_rev_all,mean_cles_diff_all,frac_sig_diff_all
C,0.12,0.28,0.054720087463082004,0.010834280913968562,0.04388580654911345,0.001996007984031936,6.138462797578242,0.44312814246328497,6.210321551646844,2.7592085589073463,-0.8813582224802294,2.6999955311835544,-1.2508778885968421,0.10060910103239337,-1.3508407332510213,0.9428642714570858,0.2223053892215569,0.9281437125748503,0.625,3.017695005356523,1.1388115531132676,3.0640623544760235,1.1562742442885912,-0.0933421220230204,0.9031747658228918,-0.2074847405181489,0.13195597094592296,-0.21998960088894054,0.6745619871368376,0.42222222222222217,0.6738522954091816,0.26666666666666666
R,0.12,0.28,0.04723714424051492,0.06364330362001572,-0.016406159379500802,0.9780439121756487,2.503373053589528,7.01094453097371,0.15195602865237046,0.9659475374886208,3.23709328229468,-1.4751089233431969,0.8195386817770076,-2.41504515802011,-0.32470078344397546,0.753992015968064,0.9912674650698603,0.09730538922155689,0.0,1.704412366833366,3.1544546562662767,0.96856093488487,0.33061542642848557,1.1523301953142737,-0.5395877565587642,0.2415110498209295,-0.31221622865330895,-0.3290394782248267,0.5730317143490796,0.6992681304058549,0.33608338877799954,0.022222222222222223
