t,C_mu,C_lo,C_hi,nC
-0.16499999999999998,0.0006995475154090825,0.00044017288170303384,0.0009589221491151311,11.0
-0.14500000000000002,0.0009294594062762517,0.0005602745077914855,0.001298644304761018,11.0
-0.125,0.0011523917171590518,0.0006636272819115433,0.0016411561524065602,11.0
-0.10500000000000002,0.0014503193538374893,0.0008037374272115991,0.0020969012804633795,11.0
-0.08500000000000003,0.0017438066498979916,0.0009326482250890044,0.0025549650747069786,11.0
-0.06500000000000004,0.001926204288507128,0.0009605562749802133,0.002891852302034043,11.0
-0.045000000000000054,0.0021506310470356988,0.001031909151056803,0.0032693529430145945,11.0
-0.025000000000000064,0.0023975084455861353,0.0011613707704006217,0.0036336461207716487,11.0
-0.005000000000000074,0.0028571667524477347,0.0013373292135224915,0.004377004291372978,11.0
0.014999999999999916,0.0035524788883439812,0.0015483120801098411,0.005556645696578121,11.0
0.034999999999999906,0.005179728783660635,0.0023677510101973317,0.007991706557123938,11.0
0.054999999999999896,0.008515062276567271,0.004236655403313932,0.012793469149820609,11.0
0.07499999999999989,0.013394505616990689,0.00723780072199319,0.019551210511988187,11.0
0.0949999999999999,0.019804370287730674,0.011591248819670427,0.02801749175579092,11.0
0.11499999999999987,0.02762213653335828,0.017026727848808973,0.038217545217907586,11.0
0.13499999999999984,0.036166517974077945,0.023379498437895524,0.04895353751026037,11.0
0.15499999999999986,0.045193429778660865,0.03019296846624362,0.06019389109107811,11.0
0.17499999999999988,0.05340557688536756,0.03660447997270876,0.07020667379802636,11.0
0.19499999999999984,0.059161230383992465,0.041382952782689296,0.07693950798529564,11.0
0.2149999999999998,0.06189832188995478,0.04391806763733777,0.0798785761425718,11.0
0.23499999999999982,0.061960081285199226,0.04430617113213957,0.07961399143825888,11.0
0.25499999999999984,0.059139266197287814,0.042423436607709114,0.07585509578686651,11.0
0.2749999999999998,0.05402702322200371,0.03860377713748799,0.06945026930651943,11.0
0.29499999999999976,0.04721159372853436,0.033143102173197915,0.06128008528387081,11.0
0.3149999999999998,0.039053513559283055,0.02669533677602558,0.051411690342540534,11.0
0.3349999999999998,0.031214295108287705,0.020458752847763252,0.04196983736881216,11.0
0.3549999999999998,0.024751705551372346,0.015327083650937682,0.03417632745180701,11.0
0.3749999999999997,0.01939348327588762,0.011315294964960787,0.027471671586814454,11.0
0.39499999999999974,0.015024739673101526,0.007794173093698404,0.022255306252504648,11.0
0.41499999999999976,0.011862051532794576,0.005252693922820497,0.018471409142768656,11.0
0.43499999999999966,0.009432259817371355,0.0032962986687178255,0.015568220966024884,11.0
0.4549999999999997,0.007837790278950471,0.00209922588308074,0.013576354674820202,11.0
0.4749999999999997,0.006929407938745608,0.0015376276543087918,0.012321188223182424,11.0
0.4949999999999997,0.006349127374955224,0.0012158595295141189,0.011482395220396329,11.0
0.5149999999999997,0.005867599240032031,0.0010085125191008496,0.010726685960963211,11.0
0.5349999999999996,0.005628365815033199,0.0007814001662670269,0.010475331463799371,11.0
0.5549999999999996,0.00558525081227062,0.00034639615917266865,0.01082410546536857,11.0
0.5749999999999996,0.005701939736881051,-6.147822479297266e-05,0.011465357698555074,11.0
0.5949999999999995,0.005982153109259678,-0.00047354168988674675,0.012437847908406102,11.0
0.6149999999999995,0.006265879166137981,-0.0005461778424091183,0.01307793617468508,11.0
0.6349999999999996,0.006400226573363154,-0.00040640336580410105,0.01320685651253041,11.0
0.6549999999999996,0.006350464155357521,-0.00017374533590899192,0.012874673646624035,11.0
0.6749999999999996,0.005688746142371723,-0.00014432091851114114,0.011521813203254586,11.0
0.6949999999999995,0.004915849207307882,-2.972145510459108e-06,0.009834670560126223,11.0
0.7149999999999995,0.004093017781128199,0.0001631025356868569,0.008022933026569541,11.0
