sid,A,B,median_dC,prop_B_after_A_C,median_dR,prop_B_after_A_R,thrC,thrR,hold_m,tmin,smooth_bins
20201211,MFEF,MLIP,,0.0,,0.0,0.75,0.6,3,0.0,3
20201211,MFEF,MSC,,0.0,,0.0,0.75,0.6,3,0.0,3
20201211,MLIP,MFEF,,0.0,,0.0,0.75,0.6,3,0.0,3
20201211,MLIP,MSC,,0.0,,0.0,0.75,0.6,3,0.0,3
20201211,MSC,MFEF,,0.0,,0.0,0.75,0.6,3,0.0,3
20201211,MSC,MLIP,,0.0,,0.0,0.75,0.6,3,0.0,3
