sid,A,B,median_dC,prop_B_after_A_C,median_dR,prop_B_after_A_R,thrC,thrR,hold_m,tmin,smooth_bins
20231025,SFEF,SLIP,,0.0,,0.0,0.75,0.6,3,0.0,3
20231025,SFEF,SSC,,0.0,0.2300000000000002,0.001567398119122257,0.75,0.6,3,0.0,3
20231025,SLIP,SFEF,,0.0,,0.0,0.75,0.6,3,0.0,3
20231025,SLIP,SSC,,0.0,0.5400000000000005,0.001567398119122257,0.75,0.6,3,0.0,3
20231025,SSC,SFEF,,0.0,-0.2300000000000002,0.0,0.75,0.6,3,0.0,3
20231025,SSC,SLIP,,0.0,-0.5400000000000005,0.0,0.75,0.6,3,0.0,3
