feature,band_start,band_end,I_fwd,I_rev,I_diff,pID_diff,mean_S_fwd_band,mean_S_rev_band,mean_S_diff_band,mean_zrob_fwd_band,mean_zrob_rev_band,mean_zrob_diff_band,mean_zfromp_fwd_band,mean_zfromp_rev_band,mean_zfromp_diff_band,mean_cles_fwd_band,mean_cles_rev_band,mean_cles_diff_band,frac_sig_diff_band,mean_S_fwd_all,mean_S_rev_all,mean_S_diff_all,mean_zrob_fwd_all,mean_zrob_rev_all,mean_zrob_diff_all,mean_zfromp_fwd_all,mean_zfromp_rev_all,mean_zfromp_diff_all,mean_cles_fwd_all,mean_cles_rev_all,mean_cles_diff_all,frac_sig_diff_all
C,0.12,0.28,0.043169296247667195,0.064398115056219,-0.021228818808551805,0.9281437125748503,1.1389902985007365,3.12456012014599,0.31852738102914535,-0.43319898168279136,1.2072677481598586,-1.1092285175966619,0.05030031104259744,0.619211212218506,-0.5888485789576907,0.3495508982035928,0.8565369261477046,0.18038922155688622,0.0,1.5175807563052481,1.8576985226207996,1.1017851669629135,0.21389506724181237,0.49913750797665357,-0.16621486795157944,0.25713086331246,0.20761360287823322,0.007238836686162328,0.5300510090929254,0.5699268130405856,0.4621423819028609,0.0
R,0.12,0.28,0.025948674570720465,0.014660264929797912,0.011288409640922554,0.04790419161676647,2.8500232813484345,0.781893022839233,3.284687830338954,1.0892738165096443,-0.5216483699175783,1.0794577896476043,0.2061888570446408,0.5426216289104328,-0.3923687671030635,0.7295409181636726,0.3705089820359282,0.7008483033932136,0.25,2.072534556887992,1.7451145046737284,1.6706189130925957,0.7316698296920063,0.4071229526554292,0.19044598916740027,0.4920311587188198,0.1445808550306834,-0.06842562373093751,0.6988245730760702,0.5764471057884232,0.5378576180971391,0.06666666666666667
