sid,pair,IC,pIC,IR,pIR
20200327,MFEF->MLIP,0.015023960577845346,0.029940119760479042,0.024110130697267636,0.1936127744510978
20200328,MFEF->MLIP,0.0588876216024693,0.5349301397205589,0.051755010510040944,0.023952095808383235
20200401,MFEF->MLIP,0.1766186798983454,0.003992015968063872,0.032622691521419944,0.7744510978043913
20200402,MFEF->MLIP,0.06236771213681581,0.033932135728542916,0.022884131134082823,0.30538922155688625
20200926,MFEF->MLIP,0.14274810574444183,0.043912175648702596,0.026597815803172366,0.14770459081836326
20200929,MFEF->MLIP,0.10480765355633678,0.001996007984031936,0.029448205697509444,0.005988023952095809
20201001,MFEF->MLIP,0.19913796449467286,0.001996007984031936,0.04225721549985262,0.18962075848303392
20201004,MFEF->MLIP,0.13510161423692033,0.017964071856287425,0.03581697925997143,0.02594810379241517
20201204,MFEF->MLIP,0.189371157682841,0.003992015968063872,0.03382048130079215,0.3373253493013972
20201211,MFEF->MLIP,0.15739100986246732,0.11177644710578842,0.02693898854277555,0.6007984031936128
20201216,MFEF->MLIP,0.12851355476282644,0.003992015968063872,0.04650086167227804,0.015968063872255488
20200926,MFEF->MSC,0.04448812405091146,0.5089820359281437,0.018565337288621236,0.29740518962075846
20200929,MFEF->MSC,0.021510685103198215,0.005988023952095809,0.019848899019351482,0.14770459081836326
20201001,MFEF->MSC,0.06259330261592692,0.10978043912175649,0.03898660522308383,0.49500998003992014
20201004,MFEF->MSC,0.012430364112768459,0.7485029940119761,0.020550615495329095,0.36726546906187624
20201204,MFEF->MSC,0.07189490720532249,0.6726546906187625,0.026776534014946892,0.07784431137724551
20201211,MFEF->MSC,0.19445542771610919,0.05389221556886228,0.02723416571083263,0.3812375249500998
20201216,MFEF->MSC,0.032457042926450276,0.9800399201596807,0.028827707814739655,0.21157684630738524
20200327,MLIP->MFEF,0.006474665084539488,0.5129740518962076,0.024050986313932224,0.2375249500998004
20200328,MLIP->MFEF,0.09159481810948443,0.08183632734530938,0.029834770494313885,0.8802395209580839
20200401,MLIP->MFEF,0.08627275219990349,0.31137724550898205,0.043686079260975064,0.031936127744510975
20200402,MLIP->MFEF,0.019966416326610295,0.9760479041916168,0.02357167366802772,0.25748502994011974
20200926,MLIP->MFEF,0.08056197146305571,0.9780439121756487,0.02530267649518067,0.09780439121756487
20200929,MLIP->MFEF,0.04040510214935661,0.10978043912175649,0.02307557858847783,0.16966067864271456
20201001,MLIP->MFEF,0.0999875123247773,0.5429141716566867,0.038535833531382145,0.3812375249500998
20201004,MLIP->MFEF,0.10250916403765871,0.5489021956087824,0.04117745981426111,0.011976047904191617
20201204,MLIP->MFEF,0.08923289043444438,0.9341317365269461,0.06299188596323096,0.02594810379241517
20201211,MLIP->MFEF,0.05479275619489245,0.9740518962075848,0.027726134999593414,0.654690618762475
20201216,MLIP->MFEF,0.08196708420075194,0.14770459081836326,0.03711226346432116,0.023952095808383235
20200926,MLIP->MSC,0.032358854119036974,0.6207584830339321,0.02216436601750061,0.18762475049900199
20200929,MLIP->MSC,0.03290165101121543,0.001996007984031936,0.010763234324219516,0.9481037924151696
20201001,MLIP->MSC,0.054720087463082004,0.001996007984031936,0.04241880670224918,0.08782435129740519
20201004,MLIP->MSC,0.01584350537090206,0.2694610778443114,0.027845307856558088,0.13572854291417166
20201204,MLIP->MSC,0.05780610688102363,0.07385229540918163,0.02802705671028206,0.4251497005988024
20201211,MLIP->MSC,0.12362093139517166,0.007984031936127744,0.03264649876661378,0.2634730538922156
20201216,MLIP->MSC,0.025606971298868148,0.688622754491018,0.03637394426233953,0.12974051896207583
20200926,MSC->MFEF,0.04143180766568534,0.08782435129740519,0.0159537676142088,0.6347305389221557
20200929,MSC->MFEF,0.00641788616113208,0.5748502994011976,0.013640781088929452,0.7145708582834331
20201001,MSC->MFEF,0.01585611390860472,0.7005988023952096,0.04279435630949299,0.14570858283433133
20201004,MSC->MFEF,0.0064199427935872425,0.9161676646706587,0.025034141605121196,0.10978043912175649
20201204,MSC->MFEF,0.02101987552240137,0.7105788423153693,0.01949844264274323,0.716566866267465
20201211,MSC->MFEF,0.10537726845833684,0.10179640718562874,0.052226274089164415,0.003992015968063872
20201216,MSC->MFEF,0.015384921815725431,0.5449101796407185,0.036576459863307625,0.043912175648702596
20200926,MSC->MLIP,0.016138766174255675,0.9780439121756487,0.02366356715264929,0.09181636726546906
20200929,MSC->MLIP,0.008302853439696545,0.2954091816367265,0.020868555380691517,0.10179640718562874
20201001,MSC->MLIP,0.010880551463561384,0.9161676646706587,0.05193011323203317,0.001996007984031936
20201004,MSC->MLIP,0.007463075151652503,0.7385229540918163,0.023575284894324203,0.3013972055888224
20201204,MSC->MLIP,0.025223641400957963,0.5389221556886228,0.024447039349012274,0.8383233532934131
20201211,MSC->MLIP,0.09406230689293926,0.19161676646706588,0.03732318026615189,0.24550898203592814
20201216,MSC->MLIP,0.022954581561648448,0.2055888223552894,0.042640688018808055,0.19161676646706588
