t_start,t_end,aucC,accC,macroAccR,macroAucR
-0.245,-0.125,0.45641011723838476,0.46185567010309275,0.39654800809212576,0.5455137866706501
-0.225,-0.10500000000000001,0.4588580112896222,0.4864905498281787,0.34791316526610644,0.5174168332445122
-0.20500000000000002,-0.08500000000000002,0.502176508901433,0.5010953608247423,0.34480353252412077,0.5016326348001457
-0.18500000000000003,-0.06500000000000003,0.5384769865392967,0.5321520618556701,0.36218448490507316,0.4971929981856841
-0.16500000000000004,-0.04500000000000004,0.5130192502532929,0.5114475945017183,0.3605944600062247,0.5089929258078407
-0.14500000000000005,-0.02500000000000005,0.45543493993342016,0.4803908934707904,0.3405213196389667,0.4947356239100805
-0.12500000000000006,-0.00500000000000006,0.4726787523520047,0.4907216494845361,0.33336990351696233,0.4955062765677304
-0.10500000000000007,0.01499999999999993,0.5023755246779563,0.48670532646048115,0.30205765639589166,0.48599107810007897
-0.08500000000000008,0.03499999999999992,0.5346016066000868,0.5135738831615121,0.3302252567693744,0.489675613664196
-0.06500000000000009,0.05499999999999991,0.5189372557533651,0.48451460481099656,0.311885698723934,0.492358493269348
-0.045000000000000095,0.0749999999999999,0.5382345491388044,0.5258376288659794,0.3340386710239651,0.482569295357575
-0.025000000000000105,0.09499999999999989,0.5389021566073238,0.5237328178694158,0.35524859943977594,0.5274236767739163
-0.0050000000000001155,0.11499999999999988,0.5158108988276162,0.4927620274914089,0.35372354497354497,0.5077080883163789
0.014999999999999902,0.1349999999999999,0.49564155449413816,0.45962199312714774,0.30542755991285403,0.48465188829720285
0.034999999999999865,0.15499999999999986,0.5258756694167028,0.5009235395189003,0.32161220043572986,0.4895564063744592
0.05499999999999983,0.17499999999999982,0.5174301635547837,0.5176331615120275,0.3064542483660131,0.48770955494788876
0.07499999999999984,0.19499999999999984,0.6151903314517296,0.5880154639175258,0.29913126361655773,0.47899177162651196
0.09499999999999986,0.21499999999999986,0.6478433926762194,0.621069587628866,0.31033769063180827,0.49217167262086486
0.11499999999999982,0.23499999999999982,0.6950861195542047,0.6231743986254294,0.3371988795518207,0.5108197108300526
0.1349999999999998,0.2549999999999998,0.7298867419308148,0.6625859106529209,0.34514861500155614,0.5222802338918489
0.1549999999999998,0.2749999999999998,0.6918222608192213,0.6397551546391752,0.37252567693744165,0.5261739677916077
0.17499999999999982,0.2949999999999998,0.7036094224924012,0.6292525773195876,0.3761702458761282,0.5178466311293035
0.19499999999999978,0.3149999999999998,0.6840986394557823,0.6501932989690722,0.33013966697790226,0.4902144180212
0.21499999999999975,0.33499999999999974,0.6430416847590099,0.6086984536082474,0.374837379396203,0.5219103795616352
0.23499999999999976,0.35499999999999976,0.6196283832682009,0.569372852233677,0.34245759414877064,0.5103146038440085
0.2549999999999998,0.3749999999999998,0.6124059198147342,0.5981099656357389,0.3035582010582011,0.4748780499526029
0.2749999999999998,0.3949999999999998,0.6453647416413375,0.6003651202749141,0.30152583255524434,0.4684014282032461
0.2949999999999997,0.4149999999999997,0.6574775654942828,0.6170962199312714,0.30883481170245874,0.46564520285651734
0.3149999999999997,0.4349999999999997,0.6529653350701983,0.6273625429553265,0.32229614067849366,0.4832455322043421
0.33499999999999974,0.45499999999999974,0.6775256911275148,0.6461340206185566,0.32192654839713664,0.4984468398287142
0.35499999999999965,0.47499999999999964,0.6334726443768997,0.5922036082474227,0.314832321817616,0.48408214887657575
0.37499999999999967,0.49499999999999966,0.6327344767694312,0.5902276632302405,0.36405773420479304,0.5341982810862207
0.3949999999999997,0.5149999999999997,0.6706252713851499,0.6232603092783505,0.3584099751011516,0.5188575304028693
0.4149999999999997,0.5349999999999997,0.6936188305109279,0.6626288659793814,0.3304431216931217,0.528226237561455
0.4349999999999997,0.5549999999999997,0.705545303227674,0.6480884879725085,0.3573883442265795,0.5370648013485426
0.4549999999999996,0.5749999999999996,0.7080438558402085,0.6440077319587629,0.35667055711173357,0.5349624825916708
0.47499999999999964,0.5949999999999996,0.7178227674048343,0.6811855670103093,0.3364620292561469,0.5276941069462295
0.49499999999999966,0.6149999999999997,0.7206705022434505,0.693664089347079,0.34889044506691563,0.5222093813732456
0.5149999999999996,0.6349999999999996,0.7317792010421189,0.6625859106529209,0.36020230314347956,0.5196022441353401
0.5349999999999996,0.6549999999999996,0.6994608481690548,0.650171821305842,0.34947051042639277,0.5125453892116747
0.5549999999999996,0.6749999999999996,0.6915798234187291,0.658397766323024,0.3610504201680672,0.5249193353178949
0.5749999999999996,0.6949999999999996,0.6813992618323925,0.6398840206185568,0.3904049953314659,0.5512657696434988
0.5949999999999996,0.7149999999999996,0.6424301635547837,0.6192010309278351,0.3468028322440087,0.5371435871887311
0.6149999999999995,0.7349999999999995,0.6443099580257634,0.604725085910653,0.3412511671335201,0.5075339183510648
0.6349999999999996,0.7549999999999996,0.6365284411636996,0.583848797250859,0.3113779956427015,0.4856591922502682
0.6549999999999996,0.7749999999999996,0.6825191778839195,0.6294458762886598,0.38390600684718335,0.549717337874313
0.6749999999999995,0.7949999999999995,0.6870802576349689,0.6398195876288659,0.36057500778089013,0.5333776624449063
