t_start,t_end,aucC,accC,macroAccR,macroAucR
-0.245,-0.125,0.5235453755970473,0.5237972508591066,0.3419070961718021,0.5144178778413722
-0.225,-0.10500000000000001,0.5090117962078449,0.5009020618556701,0.3210974945533769,0.4874893155609968
-0.20500000000000002,-0.08500000000000002,0.5260403097409176,0.5093427835051546,0.3186585745409275,0.47973781592542253
-0.18500000000000003,-0.06500000000000003,0.5092831813576495,0.4865549828178694,0.3118366791160909,0.4870510288738608
-0.16500000000000004,-0.04500000000000004,0.4714303806629035,0.4783505154639175,0.28111850295673824,0.4501879761710402
-0.14500000000000005,-0.02500000000000005,0.4933619192357795,0.5010524054982819,0.3340126050420168,0.47908176120385704
-0.12500000000000006,-0.00500000000000006,0.5110073816760746,0.5051975945017182,0.2817425303454715,0.45115134383624744
-0.10500000000000007,0.01499999999999993,0.4753129975394413,0.4905927835051546,0.2994265483971366,0.49545051850129374
-0.08500000000000008,0.03499999999999992,0.4422854248082212,0.45970790378006876,0.34708450046685335,0.5115494328959861
-0.06500000000000009,0.05499999999999991,0.4465986394557824,0.46381013745704464,0.328651571739807,0.4894879308656367
-0.045000000000000095,0.0749999999999999,0.49405123751628305,0.4865335051546392,0.3117577030812325,0.47679289582503737
-0.025000000000000105,0.09499999999999989,0.46670285135330725,0.465807560137457,0.3186161686896981,0.4760037236865801
-0.0050000000000001155,0.11499999999999988,0.45345201910551447,0.4596005154639175,0.3718285091814504,0.5401221422403273
0.014999999999999902,0.1349999999999999,0.5394829208279056,0.517590206185567,0.373285869903517,0.5511486426125245
0.034999999999999865,0.15499999999999986,0.6081180344478218,0.5734536082474226,0.44851696234049176,0.6032748224670014
0.05499999999999983,0.17499999999999982,0.7376574033868868,0.6687285223367697,0.4126023187052599,0.6068779373019844
0.07499999999999984,0.19499999999999984,0.81544905196121,0.7267396907216495,0.4369067071272953,0.6247337491325954
0.09499999999999986,0.21499999999999986,0.8780720798957882,0.79909793814433,0.45961679116090887,0.6454500809331825
0.11499999999999982,0.23499999999999982,0.9150817773918078,0.8447809278350515,0.49581621537503895,0.678517238655604
0.1349999999999998,0.2549999999999998,0.934733680706325,0.8592139175257731,0.4910706504824152,0.6750585768819313
0.1549999999999998,0.2749999999999998,0.9447676943117672,0.8840635738831615,0.5168709150326798,0.6978583032200063
0.17499999999999982,0.2949999999999998,0.9511325806918511,0.8944372852233677,0.43983776844070965,0.6480067686644143
0.19499999999999978,0.3149999999999998,0.9586047184831379,0.896520618556701,0.5019063180827886,0.6748124077020974
0.21499999999999975,0.33499999999999974,0.9591402518454191,0.8964776632302405,0.5460827108621226,0.7058573674443032
0.23499999999999976,0.35499999999999976,0.9725448690114344,0.9173109965635738,0.5232193432928727,0.690478118132028
0.2549999999999998,0.3749999999999998,0.974889636705746,0.9296821305841924,0.4963741051976346,0.6798779971489519
0.2749999999999998,0.3949999999999998,0.9738855116514691,0.9109965635738831,0.5063402583255524,0.6827295879335904
0.2949999999999997,0.4149999999999997,0.9649026631929367,0.9131013745704468,0.47491324307500776,0.6700847766675367
0.3149999999999997,0.4349999999999997,0.9723512809379071,0.9130154639175257,0.4682236227824462,0.6530098782378435
0.33499999999999974,0.45499999999999974,0.9438974525980605,0.898475085910653,0.4522630718954248,0.6441756685414879
0.35499999999999965,0.47499999999999964,0.9549355912577798,0.8922036082474227,0.4465269996887644,0.6231700836934373
0.37499999999999967,0.49499999999999966,0.9441471269358808,0.8797465635738831,0.4078843759726113,0.5922781814932854
0.3949999999999997,0.5149999999999997,0.9579787234042552,0.9068513745704466,0.4012352163087457,0.5916061693613446
0.4149999999999997,0.5349999999999997,0.97724525980605,0.9316580756013746,0.42575163398692806,0.5988147330793402
0.4349999999999997,0.5549999999999997,0.9708568533796498,0.9150343642611685,0.4137060379707439,0.5980844842909603
0.4549999999999996,0.5749999999999996,0.9706198436821538,0.9131013745704466,0.4054022720199191,0.5989055512488883
0.47499999999999964,0.5949999999999996,0.9524388478795774,0.8840850515463918,0.40771397447868035,0.5749520241768098
0.49499999999999966,0.6149999999999997,0.9463851498046028,0.8799183848797251,0.4073871770930594,0.5950421123666965
0.5149999999999996,0.6349999999999996,0.9464719930525402,0.8757946735395189,0.4131528166822285,0.5989167512781424
0.5349999999999996,0.6549999999999996,0.9237498190765668,0.8530713058419244,0.414979769685652,0.5949637012385464
0.5549999999999996,0.6749999999999996,0.9100394413084383,0.8385524054982818,0.42892040149393096,0.6024926668034026
0.5749999999999996,0.6949999999999996,0.8871761470545664,0.8178049828178695,0.37912270463741055,0.5432818284429282
0.5949999999999996,0.7149999999999996,0.8693732812273846,0.8115764604810997,0.4063114690320573,0.5643756410782924
0.6149999999999995,0.7349999999999995,0.8920176581270806,0.8033505154639176,0.3601739028944911,0.5275959087814011
0.6349999999999996,0.7549999999999996,0.8584183673469388,0.7598797250859107,0.38953159041394336,0.5529400278171576
0.6549999999999996,0.7749999999999996,0.8928245766391664,0.8136812714776633,0.3633555088702147,0.5359024519322908
0.6749999999999995,0.7949999999999995,0.8791286727456941,0.7826675257731959,0.36188336445689384,0.5374925786150916
