sid,pair,IC,pIC,IR,pIR
20200327,MFEF->MLIP,0.042373270068627636,0.07385229540918163,0.021614703858967868,0.10578842315369262
20200328,MFEF->MLIP,0.047517513549533125,0.31736526946107785,0.04509910266666074,0.10578842315369262
20200401,MFEF->MLIP,0.6134005118300497,0.03792415169660679,0.04369867620326248,0.07784431137724551
20200402,MFEF->MLIP,0.060347013371015765,0.011976047904191617,0.01364601225583244,0.6107784431137725
20200926,MFEF->MLIP,0.3930039678226931,0.00998003992015968,0.024041852993923307,0.1497005988023952
20200929,MFEF->MLIP,0.1303009853998104,0.001996007984031936,0.01359090497954938,0.8143712574850299
20201001,MFEF->MLIP,0.045936132375643465,1.0,0.04188608246783656,0.18962075848303392
20201004,MFEF->MLIP,0.2262428451250695,0.005988023952095809,0.02422149147341838,0.20159680638722555
20201204,MFEF->MLIP,0.02758959156563121,0.9940119760479041,0.04916909051952459,0.003992015968063872
20201211,MFEF->MLIP,0.03575720756650832,0.5249500998003992,0.038638746628447226,0.0658682634730539
20201216,MFEF->MLIP,0.09021474109698673,0.03592814371257485,0.025373627884237325,0.34930139720558884
20200926,MFEF->MSC,0.2525061104165707,0.23552894211576847,0.019642086183426482,0.05389221556886228
20200929,MFEF->MSC,0.013964939034780069,0.19760479041916168,0.025856161730460462,0.2834331337325349
20201001,MFEF->MSC,0.06470322912595848,0.08982035928143713,0.05291296615690259,0.07385229540918163
20201004,MFEF->MSC,0.08023808209005079,0.6966067864271457,0.008684598794669937,0.9700598802395209
20201204,MFEF->MSC,0.0812648734116449,0.6347305389221557,0.02555289542414636,0.029940119760479042
20201211,MFEF->MSC,0.4842059413499936,0.011976047904191617,0.03436650927510563,0.03792415169660679
20201216,MFEF->MSC,0.060186258197801795,0.13572854291417166,0.027689574371075425,0.18363273453093812
20200327,MLIP->MFEF,0.021190778498102688,0.844311377245509,0.023584460422603298,0.06187624750499002
20200328,MLIP->MFEF,0.024308065763127357,0.9920159680638723,0.03520053352841268,0.6686626746506986
20200401,MLIP->MFEF,0.45923003479401714,0.001996007984031936,0.03434906401863922,0.11177644710578842
20200402,MLIP->MFEF,0.03448453702220271,0.18962075848303392,0.017229513224178546,0.25748502994011974
20200926,MLIP->MFEF,0.364024863826211,0.2834331337325349,0.03255759556392374,0.1217564870259481
20200929,MLIP->MFEF,0.09931696484717839,0.011976047904191617,0.013289327956340354,0.9141716566866267
20201001,MLIP->MFEF,0.019449322026976672,0.562874251497006,0.030347521032221735,0.8003992015968064
20201004,MLIP->MFEF,0.12382320416701896,0.908183632734531,0.032338236763791446,0.023952095808383235
20201204,MLIP->MFEF,0.028652059255966925,0.5728542914171657,0.053761263432151964,0.015968063872255488
20201211,MLIP->MFEF,0.03113396580656845,0.033932135728542916,0.04247425529712019,0.05389221556886228
20201216,MLIP->MFEF,0.07997760879042887,0.03592814371257485,0.038347513184203846,0.021956087824351298
20200926,MLIP->MSC,0.20158841465097688,0.18363273453093812,0.014115961023576302,0.4750499001996008
20200929,MLIP->MSC,0.013795347008140856,0.1317365269461078,0.024128038864936325,0.10978043912175649
20201001,MLIP->MSC,0.13527782091946106,0.007984031936127744,0.02446367415868569,0.5469061876247505
20201004,MLIP->MSC,0.0021016253564091177,0.908183632734531,0.02568752521799434,0.05588822355289421
20201204,MLIP->MSC,0.011660456006023352,0.29141716566866266,0.02490935048647433,0.6487025948103793
20201211,MLIP->MSC,0.028690576621938146,0.08582834331337326,0.0328294108347106,0.09580838323353294
20201216,MLIP->MSC,0.025023067406352774,0.42115768463073855,0.05721270444851917,0.001996007984031936
20200926,MSC->MFEF,0.21387215102352714,0.14570858283433133,0.015165972234086195,0.38323353293413176
20200929,MSC->MFEF,0.017108282763048883,0.04590818363273453,0.01606871028778168,0.9321357285429142
20201001,MSC->MFEF,0.03941451795304507,0.001996007984031936,0.043965282091480914,0.09780439121756487
20201004,MSC->MFEF,0.060194085026561775,0.8243512974051896,0.017018069113317578,0.3013972055888224
20201204,MSC->MFEF,0.037572767187457244,0.8483033932135728,0.02204403409716515,0.11776447105788423
20201211,MSC->MFEF,0.2659970579617752,0.2894211576846307,0.050431497161778714,0.003992015968063872
20201216,MSC->MFEF,0.040446598097446294,0.08383233532934131,0.04706810406354943,0.001996007984031936
20200926,MSC->MLIP,0.15565193675575956,0.39520958083832336,0.013031083851793504,0.5828343313373253
20200929,MSC->MLIP,0.018134576581695722,0.05189620758483034,0.035175276623069705,0.011976047904191617
20201001,MSC->MLIP,0.08269385617629116,0.7485029940119761,0.03689630769378235,0.01996007984031936
20201004,MSC->MLIP,0.006212431537550027,0.2754491017964072,0.030938657370131472,0.001996007984031936
20201204,MSC->MLIP,0.00612249712672001,0.49700598802395207,0.032655202243230576,0.07984031936127745
20201211,MSC->MLIP,0.021978881210816533,0.7325349301397206,0.02385954522840858,0.5828343313373253
20201216,MSC->MLIP,0.01907044517690957,0.8303393213572854,0.07236075621686887,0.001996007984031936
