sid,A,B,median_dC,prop_B_after_A_C,median_dR,prop_B_after_A_R,thrC_used_A,thrC_used_B,thrR_used_A,thrR_used_B,hold_m,tmin,smooth_bins,auto_thr,auto_strategy,auto_targetC,auto_targetR
20201204,MFEF,MLIP,-0.010000000000000009,0.01179245283018868,-0.08000000000000007,0.030660377358490566,0.65,0.65,0.45,0.45,3,0.07,3,False,,,
20201204,MFEF,MSC,,,0.030000000000000027,0.04009433962264151,0.65,0.65,0.45,0.45,3,0.07,3,False,,,
20201204,MLIP,MFEF,0.010000000000000009,0.014150943396226415,0.08000000000000007,0.15566037735849056,0.65,0.65,0.45,0.45,3,0.07,3,False,,,
20201204,MLIP,MSC,,,0.09000000000000008,0.10613207547169812,0.65,0.65,0.45,0.45,3,0.07,3,False,,,
20201204,MSC,MFEF,,,-0.030000000000000027,0.0330188679245283,0.65,0.65,0.45,0.45,3,0.07,3,False,,,
20201204,MSC,MLIP,,,-0.09000000000000008,0.018867924528301886,0.65,0.65,0.45,0.45,3,0.07,3,False,,,
