t_ms,mean_diff,band_lo,band_hi,null_mu_mean,sig
-164.99999999999997,0.00038351172338323364,0.00014041413436220867,0.0006266093124042586,9.307426998824116e-06,1
-145.00000000000003,0.00034827430331518274,0.00019559495153021364,0.0005009536551001518,-6.1914430762988185e-06,1
-125.0,0.0002765077975086362,9.297452272178831e-05,0.00046004107229548417,-8.250917511424273e-07,0
-105.00000000000003,0.0006457313276654499,0.0003168619190112528,0.0009746007363196469,1.4533321902603194e-05,1
-85.00000000000003,0.00046135232635465386,0.00011924036628792653,0.0008034642864213812,2.281313610801959e-05,1
-65.00000000000004,0.0003895880902958556,6.294414266429623e-05,0.0007162320379274149,1.2355992114706794e-05,1
-45.00000000000006,0.0006306791040501269,0.00025504618516793305,0.0010063120229323206,1.72715953792766e-05,1
-25.000000000000064,0.00045100753953813565,0.00014258435990388443,0.0007594307191723869,1.0548821017313906e-05,1
-5.000000000000074,0.0002606226717660701,7.5945790361954925e-06,0.0005136507644959447,-2.1510555758250647e-06,0
14.999999999999917,0.00044447927473749015,0.00018806928468044222,0.0007008892647945381,1.4621452161955245e-05,1
34.99999999999991,2.288784090043272e-05,-0.00021024535428092314,0.0002560210360817886,6.95358817351588e-06,0
54.99999999999989,-0.00036558837637264146,-0.0007552187630653639,2.4042010320080942e-05,-0.0001770162444552381,0
74.99999999999989,-0.0001645745006008504,-0.0007833822532821797,0.00045423325208047895,-0.0007096655614874587,1
94.9999999999999,-0.0001613951634144085,-0.0010549781184274129,0.000732187791598596,-0.0018030303173679437,1
114.99999999999987,-0.0015283780749106234,-0.002698636224878608,-0.0003581199249426388,-0.0030218309423941684,1
134.99999999999983,-0.00033145222514081337,-0.0023534406031181536,0.0016905361528365267,-0.0029326900171888744,1
154.99999999999986,0.0032468208441666156,0.0006477047921112544,0.005845936896221976,-0.001256791089043977,1
174.9999999999999,0.0060572997096767995,0.0039778897725219284,0.00813670964683167,0.0011881975449964661,1
194.99999999999983,0.008066842387460926,0.006097121647788155,0.010036563127133696,0.0032683083075016705,1
214.9999999999998,0.01006182720232183,0.007842415421947802,0.012281238982695859,0.004630621162083752,1
234.99999999999983,0.01106494895415006,0.008728111184114751,0.01340178672418537,0.0054211184519807306,1
254.99999999999983,0.008645471653445353,0.006577259979345649,0.010713683327545059,0.0043348787079671965,1
274.9999999999998,0.006917135833837731,0.004866633042698297,0.008967638624977166,0.003218783471624279,1
294.9999999999998,0.005117290526148271,0.003456289192473934,0.006778291859822608,0.002215647114915667,1
314.9999999999998,0.0035281594484495,0.0023288104416894343,0.004727508455209566,0.0015829861747186473,1
334.9999999999998,0.0017342874082634985,0.0010869219420983327,0.002381652874428664,0.0008923241759575131,1
354.99999999999983,0.0013301122212271846,0.0007965074203370897,0.0018637170221172796,0.0007561342655995332,0
374.9999999999997,0.001261976734644731,0.0008031681061327969,0.0017207853631566652,0.0004885743429466513,1
394.9999999999997,0.001090597547789788,0.0006117248501280041,0.0015694702454515717,0.0005325055696233423,1
414.9999999999998,0.0002261413482394497,-6.401571699593629e-05,0.0005162984134748356,0.00024167821982471217,0
434.99999999999966,-9.257401759016688e-06,-0.00030763389120856216,0.00028911908769052884,0.0001555111130460219,0
454.99999999999966,0.0001317977253851383,-0.00015741940036796687,0.0004210148511382435,9.167777804998427e-05,0
474.9999999999997,0.000578504629041165,0.00031232501546003805,0.0008446842426222921,0.00012297184715111793,1
494.9999999999997,0.0006422542271292001,0.0003511399641752524,0.0009333684900831479,0.00011585722182255406,1
514.9999999999997,0.0003679859700649829,0.00011730509715767541,0.0006186668429722904,5.514790223473596e-05,0
534.9999999999995,0.00023500115930357663,8.15290867279749e-05,0.00038847323187917837,5.293495288852301e-05,0
554.9999999999997,-0.0003092996272144765,-0.0005701701593921716,-4.842909503678135e-05,2.8960629805760113e-05,0
574.9999999999997,-0.0002997680876241795,-0.0006061160048135282,6.579829565169209e-06,3.248477303876558e-05,0
594.9999999999995,3.8958427441264575e-05,-0.00014489187502195156,0.00022280872990448073,2.388352975794311e-05,0
614.9999999999995,-3.956698230596128e-05,-0.00037440109738620377,0.0002952671327742812,2.8884389356250793e-05,0
634.9999999999995,0.0001298545600510545,-0.0003048908228365938,0.0005645999429387028,1.5180686354683846e-05,0
654.9999999999995,-0.00032542547966852816,-0.0008782205257744025,0.0002273695664373462,9.611253008321708e-07,0
674.9999999999995,-0.0003795400360484164,-0.000814453285513241,5.537321341640819e-05,4.1033943016215205e-06,0
694.9999999999995,-0.0005105455389936794,-0.0009565582114526873,-6.453286653467145e-05,-3.039321448563713e-06,0
714.9999999999995,-0.0002474876581271377,-0.0006043231982736787,0.0001093478820194033,2.2662393468587514e-06,0
