sid,pair,IC,pIC,IR,pIR
20230622,SFEF->SLIP,0.2563276082783315,0.8902195608782435,0.03685739809787997,0.015968063872255488
20230627,SFEF->SLIP,0.33899447982778297,0.007984031936127744,0.06386374062833759,0.13972055888223553
20230705,SFEF->SLIP,0.0772635589308755,0.001996007984031936,0.05044553158195506,0.01996007984031936
20230707,SFEF->SLIP,0.07916485479966837,1.0,0.032747853213887144,0.06387225548902195
20230710,SFEF->SLIP,0.011384915880032776,0.9221556886227545,0.031973379742942516,0.36127744510978044
20231025,SFEF->SLIP,0.036925579519246354,0.08183632734530938,0.04186522451089583,0.027944111776447105
20231103,SFEF->SLIP,0.019637627985022225,0.4550898203592814,0.03257905338859412,0.03992015968063872
20231109,SFEF->SLIP,0.01665068992722012,0.8522954091816367,0.027783884014077963,0.49500998003992014
20231121,SFEF->SLIP,0.18831701538860285,0.10778443113772455,0.06311247232921241,0.001996007984031936
20231123,SFEF->SLIP,0.05641109035517116,0.01996007984031936,0.04484255348449265,0.013972055888223553
20231130,SFEF->SLIP,0.13361228491411678,0.6227544910179641,0.0383673736238507,0.005988023952095809
20231205,SFEF->SLIP,0.306135029392392,0.001996007984031936,0.058425275485137984,0.001996007984031936
20231025,SFEF->SSC,0.03013950135683102,0.22355289421157684,0.08213488781399288,0.001996007984031936
20231103,SFEF->SSC,0.025077672270500156,0.7964071856287425,0.0441228624741691,0.005988023952095809
20231109,SFEF->SSC,0.02475211021071217,0.04790419161676647,0.05336520637969345,0.001996007984031936
20231121,SFEF->SSC,0.04799756877201244,1.0,0.08096700160141351,0.001996007984031936
20231123,SFEF->SSC,0.011073197953014386,0.059880239520958084,0.045360007268366115,0.001996007984031936
20231130,SFEF->SSC,0.04562598888174897,0.8922155688622755,0.0276658630531968,0.12375249500998003
20231205,SFEF->SSC,0.06644754842128546,0.7265469061876247,0.07106961832676174,0.001996007984031936
20230622,SLIP->SFEF,0.23050526884702932,0.36726546906187624,0.0336572749164089,0.08582834331337326
20230627,SLIP->SFEF,0.22607707890110654,0.021956087824351298,0.06578273684298612,0.001996007984031936
20230705,SLIP->SFEF,0.1109651339402336,0.011976047904191617,0.05357506585208327,0.015968063872255488
20230707,SLIP->SFEF,0.012669248333948094,0.998003992015968,0.022259971755941133,0.590818363273453
20230710,SLIP->SFEF,0.039274590528064604,0.05389221556886228,0.048562576038819034,0.005988023952095809
20231025,SLIP->SFEF,0.021657978935168933,0.5209580838323353,0.04568772258884155,0.011976047904191617
20231103,SLIP->SFEF,0.01606094712099516,0.47305389221556887,0.026353590505002997,0.5029940119760479
20231109,SLIP->SFEF,0.018219697262393142,0.46706586826347307,0.03871794795130389,0.015968063872255488
20231121,SLIP->SFEF,0.08907994583532539,0.4930139720558882,0.05688729647976547,0.001996007984031936
20231123,SLIP->SFEF,0.04066617559894397,0.26746506986027946,0.032263441002358936,0.530938123752495
20231130,SLIP->SFEF,0.3920073294900154,0.05189620758483034,0.044359688121133084,0.001996007984031936
20231205,SLIP->SFEF,0.41914261680983395,0.001996007984031936,0.06203618150111468,0.001996007984031936
20231025,SLIP->SSC,0.015341397951379246,0.2055888223552894,0.053964320826021296,0.001996007984031936
20231103,SLIP->SSC,0.0076149816615887714,0.688622754491018,0.0332824084458844,0.0499001996007984
20231109,SLIP->SSC,0.05646961761090556,0.003992015968063872,0.05083363342028051,0.001996007984031936
20231121,SLIP->SSC,0.044562987141046465,0.023952095808383235,0.07391017477204943,0.001996007984031936
20231123,SLIP->SSC,0.01358060527237406,0.34930139720558884,0.0542043847865529,0.001996007984031936
20231130,SLIP->SSC,0.29119629015730497,0.9620758483033932,0.04083426853176841,0.001996007984031936
20231205,SLIP->SSC,0.1270300702913313,0.9461077844311377,0.05520123080347894,0.001996007984031936
20231025,SSC->SFEF,0.018934983819690887,0.1536926147704591,0.09743600251980922,0.001996007984031936
20231103,SSC->SFEF,0.052479687853920286,0.656686626746507,0.06392441908724582,0.001996007984031936
20231109,SSC->SFEF,0.02417925520569595,0.36726546906187624,0.04760123470835779,0.00998003992015968
20231121,SSC->SFEF,0.3249577417402167,0.3852295409181637,0.10722643577968144,0.001996007984031936
20231123,SSC->SFEF,0.008214751429166372,0.3532934131736527,0.036889499656728345,0.03792415169660679
20231130,SSC->SFEF,0.2133784259752839,0.8902195608782435,0.026507621911030288,0.249500998003992
20231205,SSC->SFEF,0.057127718300233846,0.15768463073852296,0.05745740919437849,0.007984031936127744
20231025,SSC->SLIP,0.011920373509301103,0.12375249500998003,0.05381157881977889,0.001996007984031936
20231103,SSC->SLIP,0.020937243233395263,0.21756487025948104,0.025482553161812038,0.6586826347305389
20231109,SSC->SLIP,0.12342563148710335,0.031936127744510975,0.04766081941313745,0.001996007984031936
20231121,SSC->SLIP,0.30298441298815176,0.47704590818363274,0.111695519339629,0.001996007984031936
20231123,SSC->SLIP,0.020081993591936104,0.46706586826347307,0.06145603480990657,0.001996007984031936
20231130,SSC->SLIP,0.42097043938672934,0.5269461077844312,0.042161979407335494,0.001996007984031936
20231205,SSC->SLIP,0.0725326614777939,0.9720558882235529,0.06875249043887939,0.001996007984031936
