t,R_mu,R_lo,R_hi,nR
-0.16499999999999998,0.016424256635736566,0.013335658430333948,0.019512854841139182,12.0
-0.14500000000000002,0.01979913880701276,0.01626384001646589,0.02333443759755963,12.0
-0.125,0.023336440919320443,0.019326595886549097,0.02734628595209179,12.0
-0.10500000000000002,0.027052450244884205,0.022645048933017747,0.03145985155675066,12.0
-0.08500000000000003,0.030766991587354787,0.025999926845344332,0.03553405632936524,12.0
-0.06500000000000004,0.03446005743864964,0.0291254881490062,0.03979462672829308,12.0
-0.045000000000000054,0.03462888477697176,0.02899225504542766,0.04026551450851587,12.0
-0.025000000000000064,0.03463787019372172,0.02891511744476688,0.04036062294267656,12.0
-0.005000000000000074,0.0355419060743746,0.029673798086750164,0.04141001406199904,12.0
0.014999999999999916,0.037166445719328936,0.030872599527123658,0.043460291911534214,12.0
0.034999999999999906,0.03879041972816296,0.03192588002061776,0.04565495943570816,12.0
0.054999999999999896,0.040219422851905946,0.03296575451757028,0.047473091186241614,12.0
0.07499999999999989,0.041646960298815434,0.03407417869147338,0.04921974190615749,12.0
0.0949999999999999,0.04231857478091228,0.03458183569294687,0.05005531386887768,12.0
0.11499999999999987,0.04274278902336386,0.03509762326337564,0.05038795478335208,12.0
0.13499999999999984,0.043097256709543764,0.035682289220370145,0.050512224198717384,12.0
0.15499999999999986,0.04328454509042407,0.03621102870991209,0.05035806147093606,12.0
0.17499999999999988,0.04379088842880197,0.036716557434655774,0.05086521942294817,12.0
0.19499999999999984,0.04357197834177199,0.03641516977156066,0.05072878691198332,12.0
0.2149999999999998,0.042785699210932726,0.0358052414299984,0.04976615699186705,12.0
0.23499999999999982,0.04201010126921137,0.03500847805564992,0.04901172448277282,12.0
0.25499999999999984,0.040785715237910906,0.0336211174208019,0.047950313055019914,12.0
0.2749999999999998,0.03952963174842549,0.03250286373853199,0.04655639975831899,12.0
0.29499999999999976,0.03869359132075261,0.031880149503473815,0.04550703313803141,12.0
0.3149999999999998,0.038530918381199056,0.03216495990827657,0.04489687685412154,12.0
0.3349999999999998,0.03819961370218075,0.03218437489615311,0.04421485250820839,12.0
0.3549999999999998,0.03866336203767045,0.03246694946555524,0.04485977460978566,12.0
0.3749999999999997,0.03939858903415247,0.03304120594978792,0.04575597211851702,12.0
0.39499999999999974,0.04031732455001732,0.03363073924723708,0.04700390985279756,12.0
0.41499999999999976,0.04130292008195011,0.034100501768031186,0.04850533839586904,12.0
0.43499999999999966,0.04201579647207094,0.03412631107639809,0.04990528186774379,12.0
0.4549999999999997,0.042920887329788715,0.0341738326746355,0.05166794198494193,12.0
0.4749999999999997,0.04345374688069076,0.033962822176915694,0.05294467158446582,12.0
0.4949999999999997,0.04452188330485665,0.0340211320352472,0.05502263457446611,12.0
0.5149999999999997,0.04514994650151361,0.033202069893397454,0.05709782310962977,12.0
0.5349999999999996,0.045961360620402236,0.032645695552156816,0.05927702568864766,12.0
0.5549999999999996,0.046218860855440386,0.031824059160410686,0.060613662550470085,12.0
0.5749999999999996,0.046019287542578426,0.03061597414527641,0.061422600939880445,12.0
0.5949999999999995,0.045525193302624306,0.029157732743875352,0.061892653861373256,12.0
0.6149999999999995,0.04509481232530591,0.028032093044572912,0.062157531606038915,12.0
0.6349999999999996,0.0447833419840579,0.02739075713187833,0.062175926836237475,12.0
0.6549999999999996,0.040298751862621385,0.024350646845670953,0.056246856879571816,12.0
0.6749999999999996,0.036057136241987586,0.021657542996460034,0.05045672948751514,12.0
0.6949999999999995,0.031437416437833966,0.01871851982653012,0.04415631304913781,12.0
0.7149999999999995,0.026833270595808412,0.01600849731634024,0.03765804387527659,12.0
