t,mu,lo,hi,p_stouffer,sig_fdr,n_sessions
-0.16499999999999998,0.03603358935328776,0.015866712008464984,0.05620046669811053,0.312542583856917,0,7.0
-0.14500000000000002,0.04313671561246731,0.019172212798957824,0.0671012184259768,0.3014738432196856,0,7.0
-0.125,0.05092653252901021,0.0229516326313058,0.07890143242671462,0.2597931701330384,0,7.0
-0.10500000000000002,0.059324390933987954,0.026955592021337432,0.09169318984663848,0.2235277263206652,0,7.0
-0.08500000000000003,0.0671051084213734,0.03103431856079264,0.10317589828195417,0.21382863663196505,0,7.0
-0.06500000000000004,0.07562277243338197,0.03571444840414895,0.115531096462615,0.17992635253391476,0,7.0
-0.045000000000000054,0.0773461288773647,0.03708109917007421,0.11761115858465518,0.11498374109683751,0,7.0
-0.025000000000000064,0.07893754299515263,0.03971813079928384,0.11815695519102141,0.05368086115787096,0,7.0
-0.005000000000000074,0.07935735932560418,0.04133871249383669,0.11737600615737168,0.06436801691351923,0,7.0
0.014999999999999916,0.07932794353135175,0.04305314714222218,0.11560273992048133,0.04932549395379393,0,7.0
0.034999999999999906,0.07728439100068574,0.042864789048683696,0.11170399295268778,0.07462941985204197,0,7.0
0.054999999999999896,0.07603963841442697,0.04203533126209158,0.11004394556676236,0.09522620998954168,0,7.0
0.07499999999999989,0.07470409580368391,0.04015255892847422,0.1092556326788936,0.11822653071647604,0,7.0
0.0949999999999999,0.07336645570850213,0.03690344866204489,0.10982946275495936,0.12872006540581182,0,7.0
0.11499999999999987,0.07273990762715532,0.03250154003939346,0.11297827521491718,0.08006205463557214,0,7.0
0.13499999999999984,0.07181318820805438,0.02854763310720601,0.11507874330890275,0.04070118467222161,0,7.0
0.15499999999999986,0.07150677580287826,0.025408026799407117,0.11760552480634939,0.015998943491655426,0,7.0
0.17499999999999988,0.0713029185475065,0.022922188955220996,0.11968364813979201,0.00330516045693674,0,7.0
0.19499999999999984,0.07075491982072782,0.021621761014981353,0.11988807862647428,0.005096330451420439,0,7.0
0.2149999999999998,0.06964257553064525,0.021713529715834914,0.11757162134545558,0.009981074689365266,0,7.0
0.23499999999999982,0.06921929719312232,0.023675701985496955,0.11476289240074769,0.014735781637735257,0,7.0
0.25499999999999984,0.06772455324973095,0.025808758778362383,0.10964034772109951,0.015817572063852037,0,7.0
0.2749999999999998,0.06517675757810971,0.028113621916980747,0.10223989323923868,0.017342580121956996,0,7.0
0.29499999999999976,0.06168785900278149,0.030046389144068396,0.09332932886149459,0.026004417517950795,0,7.0
0.3149999999999998,0.05796103893534501,0.031676086384001254,0.08424599148668876,0.027909006233497236,0,7.0
0.3349999999999998,0.05376959400180248,0.03155836024230009,0.07598082776130487,0.04232108524348499,0,7.0
0.3549999999999998,0.049190904661265245,0.029709325891161386,0.0686724834313691,0.07723420153758576,0,7.0
0.3749999999999997,0.04403177876785343,0.026337585048282885,0.061725972487423966,0.16026832406814528,0,7.0
0.39499999999999974,0.04023259541813583,0.02345327361752864,0.05701191721874302,0.19111646287593942,0,7.0
0.41499999999999976,0.03721798069427396,0.02056361267539648,0.05387234871315144,0.2357543227759391,0,7.0
0.43499999999999966,0.03578389067249059,0.01878782758986499,0.05277995375511619,0.19007273898356725,0,7.0
0.4549999999999997,0.036212327716125335,0.018317938022455498,0.05410671740979517,0.06827406841979111,0,7.0
0.4749999999999997,0.03742880073029563,0.016985156496217707,0.05787244496437355,0.02805002096625686,0,7.0
0.4949999999999997,0.03916901765747659,0.014911169904280482,0.06342686541067269,0.016731215189333515,0,7.0
0.5149999999999997,0.04093199456120265,0.012424029384644895,0.0694399597377604,0.012350511168695788,0,7.0
0.5349999999999996,0.04285494077858637,0.010047231191433949,0.0756626503657388,0.00921651364513787,0,7.0
0.5549999999999996,0.04453554993125255,0.007249610681359639,0.08182148918114546,0.013208149803685343,0,7.0
0.5749999999999996,0.0456078118969797,0.005009106956904631,0.08620651683705477,0.011166317487840915,0,7.0
0.5949999999999995,0.04671891438859765,0.0025125842085030325,0.09092524456869226,0.018206852218942582,0,7.0
0.6149999999999995,0.046848203046379225,0.0008631816740056197,0.09283322441875283,0.024101949825905744,0,7.0
0.6349999999999996,0.045205773746705334,0.00021644909077350727,0.09019509840263716,0.06378825448385261,0,7.0
0.6549999999999996,0.040413706973541144,-0.0011031117892163905,0.08193052573629868,0.15154155834715222,0,7.0
0.6749999999999996,0.035290755325192276,-0.0016085649173027614,0.0721900755676873,0.20647748709684288,0,7.0
0.6949999999999995,0.029979218663543583,-0.0014489056849639331,0.0614073430120511,0.2267089769216899,0,7.0
0.7149999999999995,0.02478889242121535,-0.0010686052346240739,0.05064639007705478,0.29101504619482965,0,7.0
