sid,A,B,median_dC,prop_B_after_A_C,median_dR,prop_B_after_A_R,thrC_used_A,thrC_used_B,thrR_used_A,thrR_used_B,hold_m,tmin,smooth_bins,auto_thr,auto_strategy,auto_targetC,auto_targetR
20230627,SFEF,SLIP,-0.010000000000000009,0.15323854660347552,-0.020000000000000018,0.22274881516587677,0.55,0.55,0.4,0.4,3,0.0,3,True,session,0.6,0.6
20230627,SLIP,SFEF,0.010000000000000009,0.18009478672985782,0.020000000000000018,0.2985781990521327,0.55,0.55,0.4,0.4,3,0.0,3,True,session,0.6,0.6
