t_ms,fwd_bits,rev_bits,null_mu_fwd_bits,null_mu_rev_bits
-164.99999999999997,0.0007908671179198254,0.0011168733853749635,0.0010639139499750308,0.0010229635730466542
-145.00000000000003,0.0012988198478241187,0.0014043145410488505,0.0010301735866596893,0.001056164694740866
-125.0,0.0012829373985529945,0.0014278143141846045,0.001022946778522437,0.0010597565213782663
-105.00000000000003,0.0027919313726363815,0.0020911860465466624,0.0010771121813120176,0.001055212715329056
-85.00000000000003,0.0027445648397610898,0.0031338331070590014,0.0010947613855539816,0.0010747766725455199
-65.00000000000004,0.0037136555672474137,0.002222915451634626,0.001094068828496727,0.0010724397285488921
-45.00000000000006,0.004064017185847886,0.0023041536478687064,0.0011218518505616533,0.001057693088193466
-25.000000000000064,0.004572935703691573,0.0020358569090964205,0.0011083935410108122,0.0010006993070370653
-5.000000000000074,0.003615648023145325,0.0024745491654748486,0.0010633241536393832,0.0010708138471032102
14.999999999999917,0.00391583566164029,0.001844939729479175,0.0011049348712486996,0.001078631233255553
34.99999999999991,0.002054992717454556,0.003757219226826657,0.0011635507903745995,0.001327079728695476
54.99999999999989,0.00285470067718563,0.008321157053744484,0.0017050512866197969,0.003008985598348523
74.99999999999989,0.005383826529735206,0.00999372899043529,0.003613233153367348,0.006252596541652034
94.9999999999999,0.013157861380028807,0.015351142706845174,0.007983916597310332,0.01015126116395277
114.99999999999987,0.020599817140941702,0.017129436911114668,0.015542426748066584,0.014560786021760147
134.99999999999983,0.029684264155803396,0.01759886837944548,0.023016766512120986,0.01646173003448091
154.99999999999986,0.04302972423816351,0.01432146668440048,0.030807150067412605,0.0158252363080239
174.9999999999999,0.03986208485437915,0.016311321842582653,0.03089545847695747,0.015320677867351832
194.99999999999983,0.03838427502723128,0.016502650149267613,0.030771929195408197,0.01541016841795998
214.9999999999998,0.032780795446024386,0.016275113379117644,0.028712425708316502,0.01609321317855901
234.99999999999983,0.031326353938440486,0.016276753663888144,0.02330450641540274,0.016314399583465193
254.99999999999983,0.024606252826723088,0.015758219525117426,0.017137187830809093,0.015038547823013906
274.9999999999998,0.01513314313093284,0.01261486203945066,0.011406056979905682,0.013230464024462638
294.9999999999998,0.01810180719600946,0.009950173910678317,0.00944189650793893,0.009939160959581311
314.9999999999998,0.014209376610433595,0.0081967896534942,0.006556772898285602,0.0075929404524310625
334.9999999999998,0.009306199139750523,0.0085802334744643,0.004415620028230413,0.0059179341400764085
354.99999999999983,0.007407624214316923,0.005642953302508141,0.00330167840651179,0.003933754434547551
374.9999999999997,0.00567120288697365,0.00367433735465678,0.0028796993018199318,0.002646026271651355
394.9999999999997,0.00533005430143858,0.0018609772150775577,0.0031531752952669496,0.002080829802971953
414.9999999999998,0.0023832248471453103,0.0016563464622524528,0.002092352721532827,0.0019258078058210124
434.99999999999966,0.002472228028380919,0.0013183358822926815,0.0023130354223481,0.0017422622452996218
454.99999999999966,0.0028657379024271995,0.0002381282135126311,0.002242275690689166,0.0016540618637229203
474.9999999999997,0.003283021499150978,0.00019697282076384216,0.0023887203824140505,0.001635368041884899
494.9999999999997,0.0027415295876554403,0.0005643291147280371,0.0020525304299214803,0.0015792145664515129
514.9999999999997,0.0018985387335324923,0.0010359746541926328,0.00186859990238028,0.0015248962902866569
534.9999999999995,0.0014885011705144011,0.0010889042900690815,0.0016216594742903168,0.0015075008091317372
554.9999999999997,0.0007882235736268152,0.0007074691593111333,0.001474487811961095,0.0013857253622059774
574.9999999999997,0.00047802762943439497,0.00011253220115409426,0.0014171069722093113,0.0013100171280533343
594.9999999999995,0.0008406394108129352,0.0003886586948154683,0.00139844073907499,0.0013342839953505393
614.9999999999995,0.0013383097462657861,0.001153940348900787,0.0014800080565596017,0.0012915246863647875
634.9999999999995,0.002027333493509893,0.0015557099613934431,0.0016012286495688606,0.0013238683006709464
654.9999999999995,0.0012042711970262174,0.0032399830725848905,0.0014066578569009447,0.0013260182218768895
674.9999999999995,0.0015607856158899747,0.004192497505837981,0.0013340058116228356,0.001390821591101281
694.9999999999995,0.0013254152525817768,0.003160773497292466,0.0013502292006962481,0.0013210099225431022
714.9999999999995,0.0012913648302731303,0.0027852984837235463,0.0013252978873874105,0.0014153697299822815
