t,mu_AB,lo_AB,hi_AB,p_stouffer_AB,sig_AB,mu_BA,lo_BA,hi_BA,p_stouffer_BA,sig_BA
-0.16499999999999998,0.00431538550557442,0.0022301155384372605,0.006400655472711579,0.5179367030952783,0,0.0052472507775452966,0.0035860332911229796,0.0069084682639676135,0.026032081196546097,0
-0.14500000000000002,0.0043801430572849,0.0022520415772421766,0.006508244537327624,0.4294807974457956,0,0.0046399445158349945,0.003782159272586642,0.005497729759083347,0.043861419474888086,0
-0.125,0.0037407825012936045,0.00178954751266929,0.005692017489917919,0.9120388677351043,0,0.004433391669408587,0.003767520903174569,0.005099262435642605,0.09493426909828007,0
-0.10500000000000002,0.003821300864436372,0.0021246679597625067,0.005517933769110237,0.7878824621308633,0,0.004040233954252495,0.0031871443883578787,0.00489332352014711,0.34869385183493307,0
-0.08500000000000003,0.003667059124534728,0.0027745410185423653,0.004559577230527091,0.6870384547531853,0,0.0036990937439293488,0.0029901584657208518,0.004408029022137846,0.5989925493012975,0
-0.06500000000000004,0.0036355472974249066,0.0025245912449247277,0.0047465033499250854,0.8259749561110845,0,0.004092725694492075,0.0031795801314401188,0.0050058712575440315,0.2512444699584663,0
-0.045000000000000054,0.004250143249336447,0.0030201538986052746,0.005480132600067619,0.1793496935266532,0,0.003884065954050984,0.002708999813846899,0.005059132094255069,0.3858251462889051,0
-0.025000000000000064,0.004294288568394358,0.003599290596931852,0.004989286539856864,0.07213768060191494,0,0.003996443375551662,0.00331724723578249,0.004675639515320834,0.2131114705126984,0
-0.005000000000000074,0.0038832112388714926,0.0030287638280377363,0.004737658649705249,0.3194797421982509,0,0.0030475570708873747,0.0022769194031155636,0.003818194738659186,0.9528740335097444,0
0.014999999999999916,0.00433131837758403,0.003356961850420482,0.005305674904747577,0.04143946576333968,0,0.004292098717332082,0.003184681774289405,0.005399515660374759,0.06856534626998512,0
0.034999999999999906,0.0045080846505267174,0.0038517198647630697,0.005164449436290365,0.032133234623963336,0,0.00466491329775004,0.0036108731628385674,0.005718953432661511,0.010781613873158125,0
0.054999999999999896,0.004701604770067982,0.0037152110923061392,0.005687998447829825,0.033904061539525965,0,0.00478027015319434,0.0033483763243754372,0.006212163982013242,0.02096158070868881,0
0.07499999999999989,0.004651379016623878,0.003462021755371388,0.005840736277876369,0.1290249047924663,0,0.004453290511537972,0.003754236085020522,0.005152344938055422,0.13577237013960386,0
0.0949999999999999,0.0045334993284397345,0.0036200111199492517,0.005446987536930217,0.39490651552874,0,0.005494353220137006,0.00361985095054304,0.0073688554897309725,0.06910357894847408,0
0.11499999999999987,0.004827933404661152,0.0034300261970372013,0.006225840612285103,0.49367707109255854,0,0.006215198367585123,0.004040051100975867,0.008390345634194378,0.0511459770990671,0
0.13499999999999984,0.005120767190201156,0.003616350241984287,0.0066251841384180245,0.3602826329485561,0,0.006253554161823203,0.0038570497677797902,0.008650058555866615,0.07618635468888202,0
0.15499999999999986,0.00580600672788179,0.0043067279211509435,0.007305285534612637,0.01837667824333078,1,0.006707527435475328,0.003981406877369852,0.009433647993580804,0.01033425105880148,0
0.17499999999999988,0.005519231690646387,0.004641939230310949,0.006396524150981825,0.004198766952144384,1,0.006436283012953128,0.0037226401388383104,0.009149925887067947,0.018877994058716707,0
0.19499999999999984,0.005631808115245796,0.004444542418273304,0.006819073812218288,0.0021581664629164443,1,0.006006648759557334,0.0037462338896688966,0.008267063629445771,0.009840323084287728,0
0.2149999999999998,0.005431245910637333,0.003895941771955839,0.006966550049318827,0.0106013869070406,1,0.005800329531678712,0.0035670137240868165,0.008033645339270607,0.015125158504201597,0
0.23499999999999982,0.005982597942469503,0.004609926176566656,0.00735526970837235,0.0005081173081149526,1,0.005465606609747848,0.003853801999853075,0.007077411219642621,0.022760427762773983,0
0.25499999999999984,0.005569768075237237,0.003947013072057381,0.007192523078417092,0.034199151655178506,0,0.005263786712997836,0.004045255030187398,0.006482318395808273,0.04167021388568526,0
0.2749999999999998,0.005862220188424729,0.003940169265397624,0.0077842711114518345,0.05473727018394592,0,0.004703452528163065,0.003471241525136275,0.005935663531189855,0.41276099115704834,0
0.29499999999999976,0.00551221373120573,0.0038631182715944097,0.00716130919081705,0.10598443217868114,0,0.004461127299258764,0.003387678042088265,0.005534576556429263,0.6601101927357003,0
0.3149999999999998,0.00515358228012697,0.0031179936233658237,0.007189170936888116,0.5022201224344456,0,0.004363575782144461,0.0030918375679406347,0.005635313996348287,0.8470383276169935,0
0.3349999999999998,0.004899176027386106,0.0033343432504919397,0.006464008804280273,0.6953187863298897,0,0.0048314733344682415,0.003154667473234337,0.006508279195702146,0.6102890464996038,0
0.3549999999999998,0.004599510978880163,0.003360626934891881,0.005838395022868445,0.8779820942391126,0,0.005168638530874679,0.002958745629204406,0.007378531432544952,0.3703125076310164,0
0.3749999999999997,0.004732102874363947,0.0035658952205877836,0.00589831052814011,0.7311922163949516,0,0.005467424992952016,0.0036886901777474276,0.007246159808156604,0.10122995862639539,0
0.39499999999999974,0.004634496554143938,0.003903899844367692,0.005365093263920185,0.7044733914209949,0,0.005179216865569566,0.00345711651841736,0.006901317212721772,0.3059161001272144,0
0.41499999999999976,0.004319535926805321,0.0036670698923058076,0.0049720019613048345,1.0,0,0.005164240100989182,0.0033098405781937495,0.007018639623784614,0.2896010768595819,0
0.43499999999999966,0.004375337793840376,0.003190908109212594,0.0055597674784681585,0.8672867043504515,0,0.00492069161839761,0.0035230103640860313,0.006318372872709188,0.36073104902246866,0
0.4549999999999997,0.004446311019687796,0.0029649148912472313,0.005927707148128361,0.8017982966836796,0,0.004408322459488023,0.0029056830576241945,0.005910961861351852,0.8075863993588955,0
0.4749999999999997,0.004582458150008636,0.002702334769840605,0.006462581530176667,0.8819912968714894,0,0.0038207819482674733,0.002691568832904875,0.004949995063630072,0.9881980167187838,0
0.4949999999999997,0.004612665383919109,0.002870825838324398,0.0063545049295138205,0.8867112965319285,0,0.004312187429002075,0.002971741677654933,0.005652633180349216,0.9389649596204621,0
0.5149999999999997,0.00606411783608725,0.003555895046606931,0.008572340625567568,0.21022140189548566,0,0.004775836317075298,0.0033955236654964385,0.006156148968654157,0.7131757396209605,0
0.5349999999999996,0.006359447631065919,0.004163921633841196,0.008554973628290642,0.12303203851195832,0,0.006066597297501552,0.0037620716475052257,0.008371122947497879,0.24105637280719883,0
0.5549999999999996,0.00741548882677158,0.005047729062232515,0.009783248591310644,0.014644140990202281,1,0.007115651197843099,0.003190322510245528,0.011040979885440672,0.22160718379906075,0
0.5749999999999996,0.006848987545695961,0.004593992378264416,0.009103982713127505,0.11880085164771448,0,0.007513738376548215,0.003130683381989869,0.011896793371106561,0.14762730757689813,0
0.5949999999999995,0.007323078781579527,0.005348941000761756,0.009297216562397298,0.10760739372113748,0,0.008008753494224271,0.0035548056176827516,0.012462701370765791,0.06974052136200104,0
0.6149999999999995,0.007574524805934133,0.005018282149632964,0.010130767462235301,0.08224420545065891,0,0.00781156273857368,0.0035285445066660804,0.01209458097048128,0.16116498258876732,0
0.6349999999999996,0.0071527866081664065,0.004790470088917004,0.00951510312741581,0.23929392339691202,0,0.00725379764791803,0.003964051513450743,0.010543543782385317,0.15424332355538417,0
0.6549999999999996,0.007418378206515801,0.00483810849625578,0.009998647916775821,0.29114406075070787,0,0.007095606021107571,0.004364020717216279,0.009827191324998864,0.10736113092286059,0
0.6749999999999996,0.008226533272345566,0.004826068392490333,0.011626998152200798,1.0,0,0.007201763086322635,0.0047781874778864185,0.009625338694758852,0.11403666049127525,0
0.6949999999999995,0.008191922245278255,0.005175615461084117,0.011208229029472393,1.0,0,0.008176857454953047,0.005218444920002199,0.011135269989903895,0.015748408778326395,0
0.7149999999999995,0.008199302050716424,0.00547866913399841,0.010919934967434439,1.0,0,0.007901078629935365,0.005627091689610061,0.010175065570260669,0.02436313783919386,0
