feature,band_start,band_end,I_fwd,I_rev,I_diff,pID_diff,mean_S_fwd_band,mean_S_rev_band,mean_S_diff_band,mean_zrob_fwd_band,mean_zrob_rev_band,mean_zrob_diff_band,mean_zfromp_fwd_band,mean_zfromp_rev_band,mean_zfromp_diff_band,mean_cles_fwd_band,mean_cles_rev_band,mean_cles_diff_band,frac_sig_diff_band,mean_S_fwd_all,mean_S_rev_all,mean_S_diff_all,mean_zrob_fwd_all,mean_zrob_rev_all,mean_zrob_diff_all,mean_zfromp_fwd_all,mean_zfromp_rev_all,mean_zfromp_diff_all,mean_cles_fwd_all,mean_cles_rev_all,mean_cles_diff_all,frac_sig_diff_all
C,0.12,0.28,0.009754122021178072,0.0050842823847835296,0.004669839636394543,0.07984031936127745,3.832813617900167,2.3415620365172085,3.062019262338276,2.0423981003311993,1.2884965827529349,0.7989506296464093,0.8950028054623158,0.0736373651325361,1.3102210218448092,0.8827345309381238,0.6596806387225549,0.7205588822355289,0.375,2.1789932179966263,3.082145584594203,1.499155708087141,1.0473968585835616,2.3196074442160275,-0.785043335351138,0.15136080002059615,-0.1028438478863177,0.7980200876366335,0.6153914393435351,0.6963406520292748,0.4492792193390995,0.08888888888888889
R,0.12,0.28,0.011022141474221661,0.005788635023910554,0.005233506450311107,0.06187624750499002,2.9829030193659465,1.1101168615550323,3.040660380740877,1.58894917364321,-0.17407168676358054,1.2415970410554553,1.1343390519696226,0.651763092172381,1.0704726668857139,0.8675149700598803,0.39471057884231536,0.815369261477046,0.25,2.5532089982422495,1.3380506367679774,2.2230277917777808,1.0019795609246436,0.13239928880687749,0.6206370284616228,0.024920449706080264,0.18070269738512523,0.1658912473800605,0.6681747615879352,0.49895764027500555,0.6468840097582612,0.17777777777777778
