t_ms,mean_diff_bits,band_lo_bits,band_hi_bits,null_mu_mean_bits,sig
-164.99999999999997,0.0005532904614477711,0.00020257477531507504,0.0009040061475804671,1.34277787746396e-05,1
-145.00000000000003,0.0005024536102618728,0.00028218386659555636,0.0007227233539281892,-8.932364222122613e-06,1
-125.0,0.00039891642823283914,0.00013413388285974225,0.0006636989736059361,-1.1903557776515706e-06,0
-105.00000000000003,0.0009315933841695908,0.00045713511920409474,0.0014060516491350868,2.096715143652858e-05,1
-85.00000000000003,0.0006655907133344457,0.00017202748511737514,0.0011591539415515164,3.291239833016481e-05,1
-65.00000000000004,0.0005620568058592325,9.080920247478759e-05,0.0010333044092436774,1.7825928549150628e-05,1
-45.00000000000006,0.0009098776158054126,0.0003679538665394253,0.0014518013650713997,2.4917645001923083e-05,1
-25.000000000000064,0.0006506663406952014,0.00020570574894166122,0.0010956269324487414,1.5218731768904043e-05,1
-5.000000000000074,0.00037599903610014134,1.095666151315852e-05,0.0007410414106871242,-3.1033172119193745e-06,0
14.999999999999917,0.0006412480454417002,0.0002713266243520087,0.0010111694665313916,2.1094296524648045e-05,1
34.99999999999991,3.3020174563709874e-05,-0.000303319929991031,0.00036936027911845074,1.0031907174315505e-05,0
54.99999999999989,-0.0005274325375994577,-0.0010895503642606975,3.4685289061782056e-05,-0.00025538045803236045,0
74.99999999999989,-0.00023743081587362458,-0.0011301816919306227,0.0006553200601833734,-0.0010238309862476383,1
94.9999999999999,-0.000232844001881431,-0.001522011699701598,0.0010563236959387362,-0.002601222897439186,1
114.99999999999987,-0.002204983469276977,-0.003893309098795681,-0.0005166578397582728,-0.00435958051499689,1
134.99999999999983,-0.0004781844815022636,-0.0033952970871452912,0.0024389281241407636,-0.004230977344262958,1
154.99999999999986,0.004684172330534094,0.0009344404915389237,0.008433904169529265,-0.0018131662715971852,1
174.9999999999999,0.008738836252328876,0.005738881848020313,0.01173879065663744,0.0017142067057628427,1
194.99999999999983,0.011637993508022764,0.008796287164960717,0.01447969985108481,0.004715172187328862,1
214.9999999999998,0.014516148207071377,0.011314213837835221,0.017718082576307533,0.006680574186773718,1
234.99999999999983,0.015963346983841813,0.01259200272164985,0.019334691246033778,0.007821020706744255,1
254.99999999999983,0.012472779080571718,0.009488980354839414,0.015456577806304024,0.006253908014839432,1
274.9999999999998,0.00997931756463304,0.0070210673565272,0.012937567772738879,0.004643722952207709,1
294.9999999999998,0.007382689664862185,0.004986371277860264,0.009779008051864106,0.003196503105048772,1
314.9999999999998,0.005090058139743634,0.0033597632753957834,0.006820353004091485,0.0022837663040623825,1
334.9999999999998,0.002502047843377922,0.0015680968956986656,0.003435998791057179,0.001287351663519235,1
354.99999999999983,0.0019189463053902631,0.0011491173053515805,0.0026887753054289456,0.0010908711552266648,0
374.9999999999997,0.0018206475767892007,0.0011587266437179668,0.002482568509860435,0.0007048637816747175,1
394.9999999999997,0.0015733996738019913,0.0008825324076682159,0.002264266939935767,0.0007682431445413486,1
414.9999999999998,0.0003262530016449982,-9.235515744898861e-05,0.0007448611607389849,0.000348667969231985,0
434.99999999999966,-1.3355607609250142e-05,-0.0004438218892559675,0.0004171106740374673,0.00022435511159461878,0
454.99999999999966,0.00019014392481358448,-0.00022710818825058006,0.000607396037877749,0.00013226307575243138,0
474.9999999999997,0.0008346057594489982,0.00045058975094976574,0.0012186217679482309,0.00017741087405387344,1
494.9999999999997,0.0009265769884692709,0.0005065878849735649,0.001346566091964977,0.00016714663937457132,1
514.9999999999997,0.0005308915341294654,0.00016923548194037633,0.0008925475863185544,7.956160506948294e-05,0
534.9999999999995,0.0003390350071304273,0.00011762160911065558,0.0005604484051501989,7.636899402196305e-05,0
554.9999999999997,-0.00044622503833113033,-0.0008225816614179557,-6.986841524430476e-05,4.178135700179122e-05,0
574.9999999999997,-0.000432473933432172,-0.0008744405543479083,9.492687483564202e-06,4.68656209674306e-05,0
594.9999999999995,5.620513007034491e-05,-0.00020903478955927297,0.0003214450496999628,3.445664994070851e-05,0
614.9999999999995,-5.708308915575169e-05,-0.000540146606502462,0.0004259804281909586,4.167136528336898e-05,0
634.9999999999995,0.00018734052982247442,-0.0004398644781189094,0.0008145455377638581,2.190110092119314e-05,0
654.9999999999995,-0.00046948972569669774,-0.0012670043973416285,0.00032802494594823305,1.386610705183486e-06,0
674.9999999999995,-0.0005475605278258687,-0.0011750077160456757,7.98866603939383e-05,5.919946609761399e-06,0
694.9999999999995,-0.0007365615172541641,-0.0013800217879844083,-9.310124652391984e-05,-4.3848139815103294e-06,0
714.9999999999995,-0.0003570492170612447,-0.0008718540812435939,0.0001577556471211046,3.269492267180564e-06,0
