sid,A,B,IC,pIC,IR,pIR,win,step,k,ridge,int_win,perms,bandC_start,bandC_end,bandR_start,bandR_end,no_x0,cond_b_only,pt_cov,evoked_sigma_ms
20230710,SFEF,SLIP,0.005904809125488511,0.7305389221556886,0.010676766083863497,0.6526946107784432,0.16,0.02,4,0.01,0.16,500,0.12,0.28,0.08,0.2,True,True,False,10.0
20230710,SLIP,SFEF,0.0133072847107041,0.015968063872255488,0.023739173597289706,0.015968063872255488,0.16,0.02,4,0.01,0.16,500,0.12,0.28,0.08,0.2,True,True,False,10.0
