sid,A,B,median_dC,prop_B_after_A_C,median_dR,prop_B_after_A_R,thrC_used_A,thrC_used_B,thrR_used_A,thrR_used_B,hold_m,tmin,smooth_bins,auto_thr,auto_strategy,auto_targetC,auto_targetR
20230710,SFEF,SLIP,,,-0.030000000000000027,0.06386554621848739,0.6,0.6,0.45,0.45,3,0.06,2,False,,,
20230710,SLIP,SFEF,,,0.030000000000000027,0.08739495798319327,0.6,0.6,0.45,0.45,3,0.06,2,False,,,
