sid,A,B,median_dC,prop_B_after_A_C,median_dR,prop_B_after_A_R,thrC_used_A,thrC_used_B,thrR_used_A,thrR_used_B,hold_m,tmin,smooth_bins,auto_thr,auto_strategy,auto_targetC,auto_targetR
20200327,MFEF,MLIP,0.0050000000000000044,0.0182648401826484,-0.03500000000000003,0.13926940639269406,0.55,0.55,0.4,0.4,3,0.0,3,True,session,0.6,0.6
20200327,MLIP,MFEF,-0.0050000000000000044,0.0136986301369863,0.03500000000000003,0.17579908675799086,0.55,0.55,0.4,0.4,3,0.0,3,True,session,0.6,0.6
