sid,A,B,IC,pIC,IR,pIR,win,step,k,ridge,int_win,perms,bandC_start,bandC_end,bandR_start,bandR_end,no_x0,cond_b_only,pt_cov,evoked_sigma_ms
20201001,MFEF,MLIP,0.19913796449467286,0.001996007984031936,0.04225721549985262,0.18962075848303392,0.16,0.02,5,0.01,0.16,500,0.12,0.28,0.08,0.2,True,True,False,10.0
20201001,MFEF,MSC,0.06259330261592692,0.10978043912175649,0.03898660522308383,0.49500998003992014,0.16,0.02,5,0.01,0.16,500,0.12,0.28,0.08,0.2,True,True,False,10.0
20201001,MLIP,MFEF,0.0999875123247773,0.5429141716566867,0.038535833531382145,0.3812375249500998,0.16,0.02,5,0.01,0.16,500,0.12,0.28,0.08,0.2,True,True,False,10.0
20201001,MLIP,MSC,0.054720087463082004,0.001996007984031936,0.04241880670224918,0.08782435129740519,0.16,0.02,5,0.01,0.16,500,0.12,0.28,0.08,0.2,True,True,False,10.0
20201001,MSC,MFEF,0.01585611390860472,0.7005988023952096,0.04279435630949299,0.14570858283433133,0.16,0.02,5,0.01,0.16,500,0.12,0.28,0.08,0.2,True,True,False,10.0
20201001,MSC,MLIP,0.010880551463561384,0.9161676646706587,0.05193011323203317,0.001996007984031936,0.16,0.02,5,0.01,0.16,500,0.12,0.28,0.08,0.2,True,True,False,10.0
