sid,case,feature,align,win_start,win_end,win_center_ms,win_center_stim_aligned_ms,peak_time_ms,peak_time_stim_aligned_ms,win_len_ms,reaction_time_ms
20201216,case_iii,S,sacc,-20.00000000000002,29.999999999999982,4.9999999999999805,232.52500000001416,0.0,227.5250000000142,50.0,227.5250000000142
20201216,case_iv,C,stim,180.0,229.99999999999997,205.0,205.0,210.00000089406967,210.00000089406967,49.99999999999997,227.5250000000142
20201216,case_iv,S,sacc,-20.00000000000002,29.999999999999982,4.9999999999999805,232.52500000001416,-10.000000009313226,217.52499999070096,50.0,227.5250000000142
20201216,case_v,C,stim,219.99999999999997,269.99999999999994,244.99999999999994,244.99999999999994,229.99999672174454,229.99999672174454,49.99999999999997,227.5250000000142
20201216,case_v,S,sacc,-40.00000000000002,9.99999999999998,-15.000000000000021,212.52500000001416,-30.00000026077032,197.52499973924387,50.0,227.5250000000142
20201216,case_vi,C,stim,199.99999999999997,250.0,225.0,225.0,229.99999672174454,229.99999672174454,50.00000000000003,227.5250000000142
20201216,case_vi,S,sacc,-20.00000000000002,29.999999999999982,4.9999999999999805,232.52500000001416,-10.000000009313226,217.52499999070096,50.0,227.5250000000142
20230622,case_i,C,sacc,-40.00000000000002,9.99999999999998,-15.000000000000021,286.16250000025957,-10.000000009313226,291.16249999094634,50.0,301.16250000025957
20230622,case_i,S,sacc,-2.0816681711721685e-14,49.99999999999998,24.99999999999998,326.16250000025957,0.0,301.16250000025957,50.0,301.16250000025957
20230622,case_ii,C,sacc,-2.0816681711721685e-14,49.99999999999998,24.99999999999998,326.16250000025957,40.0000000372529,341.1625000375125,50.0,301.16250000025957
20230622,case_ii,S,sacc,-60.00000000000003,39.99999999999998,-10.000000000000025,291.16250000025957,20.000000251457095,321.16250025171666,100.0,301.16250000025957
20230622,case_iii,C,sacc,-2.0816681711721685e-14,49.99999999999998,24.99999999999998,326.16250000025957,40.0000000372529,341.1625000375125,50.0,301.16250000025957
20230622,case_iii,S,sacc,-20.00000000000002,29.999999999999982,4.9999999999999805,306.16250000025957,20.000000251457095,321.16250025171666,50.0,301.16250000025957
20230622,case_iv,C,stim,239.99999999999997,290.0,265.0,265.0,259.99999046325684,259.99999046325684,50.00000000000003,301.16250000025957
20230622,case_iv,S,sacc,-2.0816681711721685e-14,49.99999999999998,24.99999999999998,326.16250000025957,0.0,301.16250000025957,50.0,301.16250000025957
20230622,case_v,C,stim,239.99999999999997,290.0,265.0,265.0,259.99999046325684,259.99999046325684,50.00000000000003,301.16250000025957
20230622,case_v,S,sacc,-60.00000000000003,39.99999999999998,-10.000000000000025,291.16250000025957,20.000000251457095,321.16250025171666,100.0,301.16250000025957
20230622,case_vi,C,stim,160.0,260.0,210.0,210.0,179.99999970197678,179.99999970197678,100.0,301.16250000025957
20230622,case_vi,S,sacc,-2.0816681711721685e-14,49.99999999999998,24.99999999999998,326.16250000025957,0.0,301.16250000025957,50.0,301.16250000025957
20230627,case_i,C,sacc,-20.00000000000002,29.999999999999982,4.9999999999999805,307.2999999998319,10.000000009313226,312.30000000914515,50.0,302.2999999998319
20230627,case_i,S,sacc,-20.00000000000002,29.999999999999982,4.9999999999999805,307.2999999998319,0.0,302.2999999998319,50.0,302.2999999998319
20230627,case_ii,C,sacc,-20.00000000000002,29.999999999999982,4.9999999999999805,307.2999999998319,10.000000009313226,312.30000000914515,50.0,302.2999999998319
20230627,case_ii,S,sacc,-40.00000000000002,9.99999999999998,-15.000000000000021,287.2999999998319,0.0,302.2999999998319,50.0,302.2999999998319
20230627,case_iii,C,sacc,-20.00000000000002,29.999999999999982,4.9999999999999805,307.2999999998319,0.0,302.2999999998319,50.0,302.2999999998319
20230627,case_iii,S,sacc,-60.00000000000003,-10.000000000000023,-35.00000000000003,267.2999999998319,-10.000000009313226,292.2999999905187,50.00000000000001,302.2999999998319
20230627,case_iv,C,stim,259.99999999999994,309.99999999999994,284.99999999999994,284.99999999999994,289.99999165534973,289.99999165534973,50.0,302.2999999998319
20230627,case_iv,S,sacc,-20.00000000000002,29.999999999999982,4.9999999999999805,307.2999999998319,0.0,302.2999999998319,50.0,302.2999999998319
20230627,case_v,C,stim,259.99999999999994,309.99999999999994,284.99999999999994,284.99999999999994,299.99999701976776,299.99999701976776,50.0,302.2999999998319
20230627,case_v,S,sacc,-40.00000000000002,9.99999999999998,-15.000000000000021,287.2999999998319,0.0,302.2999999998319,50.0,302.2999999998319
20230627,case_vi,C,stim,300.0,350.0,325.0,325.0,310.0000023841858,310.0000023841858,50.0,302.2999999998319
20230627,case_vi,S,sacc,-20.00000000000002,29.999999999999982,4.9999999999999805,307.2999999998319,0.0,302.2999999998319,50.0,302.2999999998319
20230705,case_i,C,sacc,-2.0816681711721685e-14,49.99999999999998,24.99999999999998,298.41249999972206,30.00000026077032,303.4125002604924,50.0,273.41249999972206
20230705,case_i,S,sacc,-2.0816681711721685e-14,49.99999999999998,24.99999999999998,298.41249999972206,40.0000000372529,313.41250003697496,50.0,273.41249999972206
20230705,case_ii,C,sacc,-2.0816681711721685e-14,49.99999999999998,24.99999999999998,298.41249999972206,30.00000026077032,303.4125002604924,50.0,273.41249999972206
20230705,case_ii,S,sacc,-2.0816681711721685e-14,49.99999999999998,24.99999999999998,298.41249999972206,40.0000000372529,313.41250003697496,50.0,273.41249999972206
20230705,case_iii,C,sacc,-2.0816681711721685e-14,49.99999999999998,24.99999999999998,298.41249999972206,30.00000026077032,303.4125002604924,50.0,273.41249999972206
20230705,case_iii,S,sacc,-60.00000000000003,39.99999999999998,-10.000000000000025,263.41249999972206,0.0,273.41249999972206,100.0,273.41249999972206
20230705,case_iv,C,stim,219.99999999999997,269.99999999999994,244.99999999999994,244.99999999999994,259.99999046325684,259.99999046325684,49.99999999999997,273.41249999972206
20230705,case_iv,S,sacc,-2.0816681711721685e-14,49.99999999999998,24.99999999999998,298.41249999972206,40.0000000372529,313.41250003697496,50.0,273.41249999972206
20230705,case_v,C,stim,279.99999999999994,329.99999999999994,304.99999999999994,304.99999999999994,329.99999821186066,329.99999821186066,50.0,273.41249999972206
20230705,case_v,S,sacc,-2.0816681711721685e-14,49.99999999999998,24.99999999999998,298.41249999972206,40.0000000372529,313.41250003697496,50.0,273.41249999972206
20230705,case_vi,C,stim,300.0,400.0,350.0,350.0,329.99999821186066,329.99999821186066,100.0,273.41249999972206
20230705,case_vi,S,sacc,-2.0816681711721685e-14,49.99999999999998,24.99999999999998,298.41249999972206,40.0000000372529,313.41250003697496,50.0,273.41249999972206
20230707,case_i,C,sacc,-20.00000000000002,29.999999999999982,4.9999999999999805,260.82500000018626,0.0,255.82500000018626,50.0,255.82500000018626
20230707,case_i,S,sacc,-2.0816681711721685e-14,49.99999999999998,24.99999999999998,280.82500000018626,40.0000000372529,295.82500003743917,50.0,255.82500000018626
20230707,case_ii,C,sacc,-20.00000000000002,29.999999999999982,4.9999999999999805,260.82500000018626,0.0,255.82500000018626,50.0,255.82500000018626
20230707,case_ii,S,sacc,-2.0816681711721685e-14,49.99999999999998,24.99999999999998,280.82500000018626,49.999999813735485,305.82499981392175,50.0,255.82500000018626
20230707,case_iii,C,sacc,-20.00000000000002,29.999999999999982,4.9999999999999805,260.82500000018626,0.0,255.82500000018626,50.0,255.82500000018626
20230707,case_iii,S,sacc,-40.00000000000002,9.99999999999998,-15.000000000000021,240.82500000018624,-30.00000026077032,225.82499973941594,50.0,255.82500000018626
20230707,case_iv,C,stim,160.0,260.0,210.0,210.0,229.99999672174454,229.99999672174454,100.0,255.82500000018626
20230707,case_iv,S,sacc,-2.0816681711721685e-14,49.99999999999998,24.99999999999998,280.82500000018626,40.0000000372529,295.82500003743917,50.0,255.82500000018626
20230707,case_v,C,stim,219.99999999999997,269.99999999999994,244.99999999999994,244.99999999999994,269.99999582767487,269.99999582767487,49.99999999999997,255.82500000018626
20230707,case_v,S,sacc,-2.0816681711721685e-14,49.99999999999998,24.99999999999998,280.82500000018626,49.999999813735485,305.82499981392175,50.0,255.82500000018626
20230707,case_vi,C,stim,259.99999999999994,309.99999999999994,284.99999999999994,284.99999999999994,289.99999165534973,289.99999165534973,50.0,255.82500000018626
20230707,case_vi,S,sacc,-2.0816681711721685e-14,49.99999999999998,24.99999999999998,280.82500000018626,40.0000000372529,295.82500003743917,50.0,255.82500000018626
