sid,A,B,median_dC,prop_B_after_A_C,median_dR,prop_B_after_A_R,thrC_used_A,thrC_used_B,thrR_used_A,thrR_used_B,hold_m,tmin,smooth_bins,auto_thr,auto_strategy,auto_targetC,auto_targetR
20201216,MFEF,MLIP,,,0.030000000000000027,0.024096385542168676,0.65,0.65,0.45,0.45,3,0.07,3,False,,,
20201216,MFEF,MSC,,,-0.030000000000000027,0.012048192771084338,0.65,0.65,0.45,0.45,3,0.07,3,False,,,
20201216,MLIP,MFEF,,,-0.030000000000000027,0.014457831325301205,0.65,0.65,0.45,0.45,3,0.07,3,False,,,
20201216,MLIP,MSC,,,0.020000000000000018,0.01927710843373494,0.65,0.65,0.45,0.45,3,0.07,3,False,,,
20201216,MSC,MFEF,,,0.030000000000000027,0.01927710843373494,0.65,0.65,0.45,0.45,3,0.07,3,False,,,
20201216,MSC,MLIP,,,-0.020000000000000018,0.016867469879518072,0.65,0.65,0.45,0.45,3,0.07,3,False,,,
