t,mean_diff,ci_lo,ci_hi,null_mu_mean,meta_p,fdr_sig,frac_sig_sessions
-0.16499999999999998,-1.6391777687866917e-05,-0.0001574184875939675,0.00012463493221823366,3.7228200882117085e-06,0.6351976253982521,0,0.0
-0.14500000000000002,-2.5402548318969617e-05,-0.00020191669267275486,0.0001511115960348156,1.2975602755419853e-06,0.5725520077729228,0,0.0
-0.125,1.3750043359432209e-05,-0.0001370462365136085,0.0001645463232324729,2.2783937482770508e-06,0.47608196897841837,0,0.0
-0.10500000000000002,-7.420983730211366e-07,-0.00016817232070270188,0.00016668812395665962,3.4743778927617816e-06,0.6183141276507342,0,0.0
-0.08500000000000003,4.732672618234341e-05,-0.0001367200286043258,0.00023137348096901263,3.9105535686961345e-06,0.43978791513443605,0,0.14285714285714285
-0.06500000000000004,2.6575307368453595e-05,-0.00012675380582814565,0.00017990442056505283,-2.681932820820317e-06,0.3444949652562166,0,0.0
-0.045000000000000054,4.3940635480183445e-05,-5.256882886001625e-05,0.00014045009982038313,1.7022691061350481e-06,0.2940713226664347,0,0.0
-0.025000000000000064,5.245213559576589e-05,-9.791668259770361e-05,0.0002028209537892354,-1.5865734016400608e-06,0.31616678960332806,0,0.0
-0.005000000000000074,6.964872697951816e-05,-5.4028326787262376e-05,0.00019332578074629872,-3.399737946945983e-06,0.1627615213169713,0,0.0
0.014999999999999916,3.54644571935909e-05,-7.325192252954214e-05,0.00014418083691672396,-2.2144147818482053e-06,0.2870981376444959,0,0.0
0.034999999999999906,-4.64160455106652e-05,-0.00015776311522131982,6.493102419998943e-05,-5.1595310314282505e-06,0.7069077747124041,0,0.0
0.054999999999999896,2.4706465578135557e-05,-8.7705964354483e-05,0.00013711889551075413,-2.823348789448882e-06,0.44799148485235235,0,0.0
0.07499999999999989,0.0003044566228430877,-0.00028028537499384003,0.0008891986206800154,3.439067921090858e-06,0.8015738500681144,0,0.14285714285714285
0.0949999999999999,0.00034895001888810944,-0.0001938720420738812,0.0008917720798501002,1.120121703782482e-05,0.5182190254491811,0,0.14285714285714285
0.11499999999999987,0.0003551407524389917,-0.00028888469379016957,0.000999166198668153,1.0709690630431628e-05,0.7693953773647744,0,0.14285714285714285
0.13499999999999984,0.0003196215359698084,-0.0003046875540028518,0.0009439306259424686,9.332788864414144e-07,0.8469724463814516,0,0.2857142857142857
0.15499999999999986,0.0004252617319127237,-0.0002462500645641384,0.0010967735283895857,-1.0250419373121225e-05,0.6769583894012136,0,0.14285714285714285
0.17499999999999988,0.00041694819600643135,-0.0004186676196132852,0.0012525640116261478,6.010479254397223e-06,0.9139438278205014,0,0.14285714285714285
0.19499999999999984,0.0004074840198970849,-0.0005585590427869434,0.0013735270825811132,2.5388446045687614e-05,0.9848115431546618,0,0.2857142857142857
0.2149999999999998,5.538224492200652e-05,-0.0004511676333260793,0.0005619321231700923,2.2068903011276248e-05,0.48579489118421104,0,0.14285714285714285
0.23499999999999982,1.131756293202344e-05,-0.000434338344171321,0.00045697347003536784,5.26734189028188e-05,0.6210555047529001,0,0.0
0.25499999999999984,-0.000385956105294199,-0.0006301552505946052,-0.00014175695999379284,6.001065213466567e-05,0.861213751140498,0,0.0
0.2749999999999998,-0.0003495482087733768,-0.0005959757013610564,-0.00010312071618569734,9.101162232089128e-05,0.8877120039132342,0,0.0
0.29499999999999976,-0.0003967118819351327,-0.0007865248962181064,-6.8988676521589696e-06,9.598528408092688e-05,0.3368757357186992,0,0.0
0.3149999999999998,-0.0003072678592055053,-0.0007857093141641782,0.00017117359575316755,6.358262714224138e-05,9.57659175643023e-05,1,0.0
0.3349999999999998,-0.00015617571022163204,-0.00048468478296650195,0.00017233336252323787,3.828131467345495e-05,0.023564649012264252,0,0.0
0.3549999999999998,-0.0002739626023145476,-0.0006203982403667188,7.247303573762362e-05,3.0158895437306468e-05,0.0012309852526594073,1,0.0
0.3749999999999997,-0.0002960854150333824,-0.0006589843931522223,6.681356308545748e-05,1.4836208706045383e-05,0.00047491452745957905,1,0.0
0.39499999999999974,-0.00017891751535789986,-0.00039832030030748,4.0485269591680295e-05,4.860943722152876e-06,0.7173486080349373,0,0.0
0.41499999999999976,-7.380801530475357e-05,-0.0002311457730333057,8.352974242379858e-05,8.981594066130499e-06,0.8256610015473641,0,0.0
0.43499999999999966,0.00011130635852314922,-7.175937663420808e-05,0.0002943720936805065,1.8565923326795493e-05,0.7598683552973196,0,0.14285714285714285
0.4549999999999997,8.61809619103708e-05,-0.00014383304204312094,0.0003161949658638626,8.830161365545085e-06,0.8973599675028417,0,0.14285714285714285
0.4749999999999997,7.022778562737754e-08,-0.00023826187115664276,0.0002384023267278975,1.1219898701573865e-05,0.03125658745177275,0,0.0
0.4949999999999997,4.0530237576950984e-05,-0.00025528728108925906,0.00033634775624316105,8.423773663213525e-06,0.002558194724700483,1,0.14285714285714285
0.5149999999999997,-3.152130861363869e-05,-0.0002889749908439778,0.0002259323736167004,4.143653500380691e-06,0.07443722411794816,0,0.0
0.5349999999999996,-7.727907693593113e-05,-0.000304713293083729,0.00015015513921186674,5.403774785185567e-06,0.12516718673390248,0,0.0
0.5549999999999996,-4.3569777247981846e-05,-0.00018200434852182727,9.486479402586357e-05,-4.252644520705335e-06,0.6438923392769611,0,0.0
0.5749999999999996,-0.00012337120059638707,-0.00022098031795127193,-2.5762083241502207e-05,-6.347028138092365e-06,0.9420006822312637,0,0.0
0.5949999999999995,-0.00010382875145897675,-0.00021251805277747537,4.860549859521878e-06,-1.807081340462799e-06,0.9134969755590032,0,0.0
