sid,A,B,median_dC,prop_B_after_A_C,median_dR,prop_B_after_A_R,thrC_used_A,thrC_used_B,thrR_used_A,thrR_used_B,hold_m,tmin,smooth_bins,auto_thr,auto_strategy,auto_targetC,auto_targetR
20230707,SFEF,SLIP,,,-0.06500000000000006,0.013422818791946308,0.65,0.65,0.45,0.45,3,0.07,3,False,,,
20230707,SLIP,SFEF,,,0.06500000000000006,0.040268456375838924,0.65,0.65,0.45,0.45,3,0.07,3,False,,,
