sid,pair,IC,pIC,IR,pIR
20200327,MFEF->MLIP,0.008106664572063025,0.02594810379241517,0.009295676079218128,0.15768463073852296
20200328,MFEF->MLIP,0.043169296247667195,0.6906187624750499,0.026770674905384366,0.033932135728542916
20200401,MFEF->MLIP,0.11068413657451226,0.30538922155688625,0.01825160034471194,0.25349301397205587
20200402,MFEF->MLIP,0.037315796070897946,0.03592814371257485,0.006328579822207278,0.5229540918163673
20200926,MFEF->MLIP,0.1145894555848461,0.013972055888223553,0.010003749429722457,0.1596806387225549
20200929,MFEF->MLIP,0.0721787413302463,0.001996007984031936,0.005871252433498502,0.4550898203592814
20201001,MFEF->MLIP,0.17415653044208035,0.001996007984031936,0.01807873779533688,0.2994011976047904
20201004,MFEF->MLIP,0.12707130903582045,0.003992015968063872,0.009210033812584641,0.3193612774451098
20201204,MFEF->MLIP,0.1295691449809318,0.10778443113772455,0.020612949493141346,0.07784431137724551
20201211,MFEF->MLIP,0.12528142663671665,0.09181636726546906,0.009684335245974996,0.6087824351297405
20201216,MFEF->MLIP,0.07503715542313946,0.11976047904191617,0.01201790414809288,0.27345309381237526
20200926,MFEF->MSC,0.03040036009473502,0.17764471057884232,0.008126228728314576,0.08782435129740519
20200929,MFEF->MSC,0.009754122021178072,0.027944111776447105,0.008522441452532373,0.05189620758483034
20201001,MFEF->MSC,0.027499299468204022,0.7085828343313373,0.01918219043455796,0.3413173652694611
20201004,MFEF->MSC,0.004839736473263093,0.7245508982035929,0.00433697860526241,0.7504990019960079
20201204,MFEF->MSC,0.045864285756656235,0.47904191616766467,0.009185076032559433,0.17564870259481039
20201211,MFEF->MSC,0.150730768329349,0.05788423153692615,0.011860597823384124,0.22355289421157684
20201216,MFEF->MSC,0.014131828881521351,0.9640718562874252,0.006045465255873886,0.7365269461077845
20200327,MLIP->MFEF,0.0010217721195265933,0.7864271457085829,0.010444547262060597,0.09580838323353294
20200328,MLIP->MFEF,0.06651293647474951,0.06387225548902195,0.012713719014801669,0.8702594810379242
20200401,MLIP->MFEF,0.07921998583491158,0.14570858283433133,0.020456801177359006,0.06986027944111776
20200402,MLIP->MFEF,0.018882335910912325,0.5109780439121756,0.008854724070786078,0.16367265469061876
20200926,MLIP->MFEF,0.07891036396342646,0.4411177644710579,0.007869588917614972,0.2834331337325349
20200929,MLIP->MFEF,0.03801176275967132,0.03992015968063872,0.00573862841296985,0.5229540918163673
20201001,MLIP->MFEF,0.09148660137936294,0.08782435129740519,0.011531220266905692,0.8542914171656687
20201004,MLIP->MFEF,0.07223129522212773,0.7624750499001997,0.015681053718220442,0.04790419161676647
20201204,MLIP->MFEF,0.09106167711098595,0.6107784431137725,0.03210977336467146,0.021956087824351298
20201211,MLIP->MFEF,0.0874511126446731,0.35728542914171657,0.011982644969241531,0.3992015968063872
20201216,MLIP->MFEF,0.05609169736915509,0.11976047904191617,0.018545359172168097,0.017964071856287425
20200926,MLIP->MSC,0.017994593949426263,0.49500998003992014,0.00940480269855022,0.07385229540918163
20200929,MLIP->MSC,0.00854677616707579,0.007984031936127744,0.0046042711756381915,0.5948103792415169
20201001,MLIP->MSC,0.01993013357201092,0.05389221556886228,0.014297350527584966,0.4291417165668663
20201004,MLIP->MSC,0.009563624407046487,0.0998003992015968,0.010526419604490996,0.12974051896207583
20201204,MLIP->MSC,0.036134617183695525,0.059880239520958084,0.008669441731571916,0.7405189620758483
20201211,MLIP->MSC,0.09893295937349807,0.003992015968063872,0.014756544553365353,0.1596806387225549
20201216,MLIP->MSC,0.016093104974310476,0.14770459081836326,0.018627424769893288,0.11177644710578842
20200926,MSC->MFEF,0.031023045403371544,0.011976047904191617,0.005127840789414457,0.5528942115768463
20200929,MSC->MFEF,0.005005338538339146,0.2375249500998004,0.0017596517711261144,0.9920159680638723
20201001,MSC->MFEF,0.004187818724499316,0.9960079840319361,0.017585883967487958,0.1377245508982036
20201004,MSC->MFEF,0.005082105609948261,0.6606786427145709,0.0073892470809170194,0.3153692614770459
20201204,MSC->MFEF,0.019926577710784894,0.716566866267465,0.007607359350234519,0.42115768463073855
20201211,MSC->MFEF,0.10288384066854905,0.15768463073852296,0.02327733804072633,0.005988023952095809
20201216,MSC->MFEF,0.0021854964143167175,0.9181636726546906,0.01789522290063285,0.027944111776447105
20200926,MSC->MLIP,0.01185562248295785,0.6986027944111777,0.00687284814329187,0.27944111776447106
20200929,MSC->MLIP,0.006627488002851898,0.03792415169660679,0.011993975385958738,0.017964071856287425
20201001,MSC->MLIP,0.003120602596084257,0.9780439121756487,0.019558839631833497,0.017964071856287425
20201004,MSC->MLIP,0.006860126647984444,0.23552894211576847,0.013167611333191494,0.031936127744510975
20201204,MSC->MLIP,0.023204651741753235,0.10379241516966067,0.012719246009064388,0.3652694610778443
20201211,MSC->MLIP,0.0567137494334394,0.43313373253493015,0.006358605747095747,0.936127744510978
20201216,MSC->MLIP,0.004657832294423536,0.47305389221556887,0.01974581863129776,0.08782435129740519
