feature,band_start,band_end,I_fwd,I_rev,I_diff,pID_diff,mean_S_fwd_band,mean_S_rev_band,mean_S_diff_band,mean_zrob_fwd_band,mean_zrob_rev_band,mean_zrob_diff_band,mean_zfromp_fwd_band,mean_zfromp_rev_band,mean_zfromp_diff_band,mean_cles_fwd_band,mean_cles_rev_band,mean_cles_diff_band,frac_sig_diff_band,mean_S_fwd_all,mean_S_rev_all,mean_S_diff_all,mean_zrob_fwd_all,mean_zrob_rev_all,mean_zrob_diff_all,mean_zfromp_fwd_all,mean_zfromp_rev_all,mean_zfromp_diff_all,mean_cles_fwd_all,mean_cles_rev_all,mean_cles_diff_all,frac_sig_diff_all
C,0.12,0.28,0.005082105609948261,0.005008383127027982,7.372248292027931e-05,0.44510978043912175,0.8575824914624555,0.6559782133254644,1.2517696820396988,-0.22258423313719206,-0.35681244012480473,0.07562730903866839,-0.29702914448340634,-0.39685636833278515,0.10692174563894213,0.38747504990019965,0.3532934131736527,0.5326846307385229,0.0,1.9968219836963357,1.0238757076481517,2.0295356362326085,1.0559897913690415,0.02296223291930666,0.7219987676096854,-0.25799962874824983,-0.05544706323574105,0.21748487289674184,0.5747172322022622,0.41694388999778215,0.6447105788423153,0.1111111111111111
R,0.12,0.28,0.009103086538617834,0.0040406290537187035,0.00506245748489913,0.11776447105788423,1.4483984983789302,0.33162558489895394,2.378336421569631,0.34681460253145746,-0.9193083274744995,0.8747862643025242,0.29414381306265747,-0.1833155739132981,0.8417993675215949,0.6082834331337326,0.17964071856287425,0.7889221556886228,0.0,1.3303996002847591,0.9349537580200796,1.598977195033167,0.09761306808513992,-0.24973733838973505,0.24664906458049604,0.23261827016397377,-0.15596121411723332,0.3262021350462015,0.4876469283654913,0.3844311377245509,0.5821246396096695,0.022222222222222223
