t,mu_AB,lo_AB,hi_AB,p_stouffer_AB,sig_AB,mu_BA,lo_BA,hi_BA,p_stouffer_BA,sig_BA
-0.16499999999999998,0.032321047985266235,0.014738410464095072,0.049903685506437395,0.6603748885200859,0,0.04174807234078919,0.013283770615780517,0.07021237406579786,0.21655859049706816,0
-0.14500000000000002,0.03932324273353082,0.018090707198335318,0.060555778268726324,0.5601135242577027,0,0.04997139137696057,0.015956467191055743,0.0839863155628654,0.29160428084299683,0
-0.125,0.04621470559968801,0.021449651603050308,0.07097975959632571,0.502638180543195,0,0.05826873771078645,0.018418567099876312,0.09811890832169659,0.382651637462485,0
-0.10500000000000002,0.05360593083893891,0.025071526803746733,0.08214033487413108,0.5242271072815766,0,0.06674112251450151,0.02103284635279619,0.11244939867620683,0.4810540302663636,0
-0.08500000000000003,0.06148102352856627,0.02906044954919279,0.09390159750793975,0.512970539710578,0,0.07568118444877718,0.023741592337435787,0.12762077656011858,0.5588152270678491,0
-0.06500000000000004,0.0687810458902902,0.032644839648956175,0.10491725213162423,0.5342041529011037,0,0.08573357442958542,0.026702035250883875,0.14476511360828695,0.5361913820699846,0
-0.045000000000000054,0.07017839243521674,0.03312213589936999,0.1072346489710635,0.49758759192977275,0,0.08755430071776789,0.02684664755789884,0.14826195387763694,0.567142717206448,0
-0.025000000000000064,0.07450708612545272,0.03545310648699804,0.1135610657639074,1.0,0,0.09070735496726341,0.028023458224478215,0.1533912517100486,0.45620495641058756,0
-0.005000000000000074,0.07911572866461077,0.037338535807751025,0.1208929215214705,1.0,0,0.09425027240481602,0.028831495396869952,0.1596690494127621,0.4575614358297253,0
0.014999999999999916,0.08394809764750892,0.03891742579735758,0.12897876949766027,1.0,0,0.09928932119901457,0.030094544398092865,0.16848409799993627,0.5055886503166095,0
0.034999999999999906,0.0895735878564435,0.04058042593487302,0.13856674977801398,1.0,0,0.10489892594289574,0.031795604615489886,0.1780022472703016,0.43005657375323014,0
0.054999999999999896,0.09959601957844307,0.0436254415927656,0.15556659756412053,1.0,0,0.1108199827445006,0.0343002212359772,0.187339744253024,0.3052419812734155,0
0.07499999999999989,0.10710559195173812,0.04602841088719946,0.16818277301627677,1.0,0,0.11699293801029549,0.037150614096867374,0.1968352619237236,0.17355395108623228,0
0.0949999999999999,0.11307272303090342,0.04898392192055988,0.17716152414124697,1.0,0,0.1229925900277868,0.040066129159310515,0.20591905089626308,0.12382486231427192,0
0.11499999999999987,0.11830627474394385,0.05212726486860843,0.18448528461927927,1.0,0,0.12745424554510612,0.04300788150112968,0.21190060958908258,0.04206289398520868,0
0.13499999999999984,0.12372241257821033,0.0555833245763875,0.19186150058003315,1.0,0,0.1310065685734427,0.04601460370098323,0.21599853344590217,0.01403469706027849,0
0.15499999999999986,0.127402572355,0.05802693709904544,0.19677820761095455,1.0,0,0.13389556012328893,0.04816127409405967,0.21962984615251818,0.006816287511449137,0
0.17499999999999988,0.12746156078705187,0.059358817544139145,0.1955643040299646,1.0,0,0.13479796433252822,0.049776419879458814,0.21981950878559764,0.004805327537235726,0
0.19499999999999984,0.1267353945998719,0.06011812672477368,0.19335266247497013,1.0,0,0.13469383430025483,0.05102364137911136,0.2183640272213983,0.006613802010230985,0
0.2149999999999998,0.1253013768072068,0.06013616138286257,0.19046659223155102,1.0,0,0.1334977396078412,0.05222755731141143,0.21476792190427096,0.007883453779794158,0
0.23499999999999982,0.12270290662797712,0.059716192592155354,0.18568962066379888,1.0,0,0.13045981669708748,0.052171250082384435,0.20874838331179052,1.0,0
0.25499999999999984,0.11516732854080318,0.05821489910864621,0.17211975797296014,1.0,0,0.12576536432262928,0.05119150358718558,0.20033922505807297,1.0,0
0.2749999999999998,0.11029824833103641,0.05598716268179599,0.16460933398027683,1.0,0,0.1198489433843497,0.04935615552779141,0.190341731240908,1.0,0
0.29499999999999976,0.1060168280311256,0.053045948444737714,0.15898770761751346,0.014017104818561776,0,0.11327203119793483,0.04745177564296327,0.1790922867529064,1.0,0
0.3149999999999998,0.10160531994134442,0.049944372889172584,0.15326626699351625,0.009353430422304743,0,0.10692554087258332,0.045446535693180364,0.1684045460519863,0.07237350549690391,0
0.3349999999999998,0.09723177239028508,0.04667973300671943,0.14778381177385072,0.006308507281353126,0,0.10007468899999945,0.04310980577199796,0.15703957222800094,1.0,0
0.3549999999999998,0.09271747335720724,0.043629087374816404,0.14180585933959808,0.008204266209726363,0,0.09323507751745276,0.04091984567309533,0.14555030936181018,1.0,0
0.3749999999999997,0.08904827624587124,0.04097629186674471,0.13712026062499777,0.014679060074258676,0,0.0871313776850588,0.03809794193630112,0.13616481343381648,0.12699064185108977,0
0.39499999999999974,0.08579017362217785,0.03876370234363763,0.13281664490071807,0.020313346578719194,0,0.08091415229976062,0.03511153974085804,0.1267167648586632,0.19554573349366544,0
