t,mu,lo,hi,p_stouffer,sig_fdr,n_sessions
-0.16499999999999998,0.01462683321608447,-0.000834895953409593,0.030088562385578534,0.12127878465544684,0,7.0
-0.14500000000000002,0.014391442490180567,-0.0002758504811692635,0.0290587354615304,0.13903173314534945,0,7.0
-0.125,0.014581901810297409,-0.000771024610323523,0.02993482823091834,0.14676075132249577,0,7.0
-0.10500000000000002,0.014178178052084626,0.00018398525591296205,0.02817237084825629,0.08946509104951794,0,7.0
-0.08500000000000003,0.01454821357235229,-7.977743446843828e-05,0.02917620457917302,0.03279131377668243,0,7.0
-0.06500000000000004,0.014829274963809798,-0.00039441967338262225,0.03005296960100222,0.07807969201546827,0,7.0
-0.045000000000000054,0.014515738137424863,-0.0009684645631535191,0.029999940838003246,0.04085263387765359,0,7.0
-0.025000000000000064,0.01474610701779971,-0.00013517718556924942,0.02962739122116867,0.17022473366752333,0,7.0
-0.005000000000000074,0.015398568231603143,0.00020582473150956848,0.030591311731696717,0.06240667162297098,0,7.0
0.014999999999999916,0.014574222843553223,-0.0006724265982103583,0.029820872285316803,0.3012862460018654,0,7.0
0.034999999999999906,0.01509546767985378,-0.0009121763376929038,0.031103111697400466,0.10174995273862897,0,7.0
0.054999999999999896,0.015769813580515272,0.00042350095482381056,0.031116126206206733,0.012012829177463158,0,7.0
0.07499999999999989,0.016606769677739282,0.0007149180141067316,0.03249862134137183,0.09727139509592142,0,7.0
0.0949999999999999,0.015964365170337468,0.0013624472572442304,0.030566283083430706,0.12167641513820915,0,7.0
0.11499999999999987,0.014606288793095099,0.0013890274490760274,0.02782355013711417,0.3558146685908796,0,7.0
0.13499999999999984,0.013440075873352594,0.001180540506237917,0.025699611240467272,0.8623822591301065,0,7.0
0.15499999999999986,0.013033850675501847,0.0013481172385453877,0.024719584112458306,0.8791383155075636,0,7.0
0.17499999999999988,0.012847419531657375,0.001489129549016633,0.024205709514298117,0.9821729563139462,0,7.0
0.19499999999999984,0.013956501054672,0.0018482145228814282,0.026064787586462572,0.6709063880059145,0,7.0
0.2149999999999998,0.013670257947701553,0.001996824789905134,0.025343691105497973,0.46393288220245876,0,7.0
0.23499999999999982,0.01421152266341305,0.0024120581258070383,0.026010987201019062,0.35365462837003225,0,7.0
0.25499999999999984,0.013651322448312889,0.0021768236251209633,0.025125821271504815,0.01291545318174847,0,7.0
0.2749999999999998,0.013597360938300525,0.0016815760913568185,0.02551314578524423,0.003673165470170825,0,7.0
0.29499999999999976,0.012815779354927356,0.0012011640236895983,0.024430394686165112,0.003964721423408535,0,7.0
0.3149999999999998,0.013305048909480668,0.0013938983147687937,0.025216199504192544,0.0016358349701686148,0,7.0
0.3349999999999998,0.013915360344523328,0.0006522057327120693,0.02717851495633459,0.02143125574891991,0,7.0
0.3549999999999998,0.014604098648995738,0.00026616147427376,0.028942035823717717,0.02142081266770779,0,7.0
0.3749999999999997,0.015439736894674438,0.00030690741808413885,0.030572566371264737,0.02508757350398083,0,7.0
0.39499999999999974,0.015858376194470464,0.00031221218685633864,0.031404540202084594,0.29623026473179925,0,7.0
0.41499999999999976,0.01620841230978654,0.0003081366285929109,0.03210868799098017,0.37909963719003803,0,7.0
0.43499999999999966,0.016521536300674714,0.0013687480482729615,0.03167432455307646,0.14405055312542325,0,7.0
0.4549999999999997,0.016258269385934283,0.0027956027579829536,0.02972093601388561,0.00779173703274727,0,7.0
0.4749999999999997,0.01672690063897381,0.002378078783726704,0.031075722494220918,0.015152981766856977,0,7.0
0.4949999999999997,0.016346385613567566,0.0028900188092447817,0.02980275241789035,0.01762595322358318,0,7.0
0.5149999999999997,0.016835365491939768,0.0027100013252508368,0.0309607296586287,0.0385605964970428,0,7.0
0.5349999999999996,0.01604159772849166,0.0021513721360962145,0.029931823320887105,0.08750255457918232,0,7.0
0.5549999999999996,0.01584999784815933,0.0016785967294295004,0.030021398966889157,0.29919944930380005,0,7.0
0.5749999999999996,0.014865458087223034,0.0012082010037740756,0.028522715170671994,0.7820731346137055,0,7.0
0.5949999999999995,0.014326899316303562,0.0013143491544396185,0.027339449478167507,0.4607439615424739,0,7.0
0.6149999999999995,0.01567929051461035,0.001905373762705614,0.029453207266515083,0.2739587920419513,0,7.0
0.6349999999999996,0.014862419648233321,0.0016300661909065869,0.028094773105560057,0.5003019590253952,0,7.0
0.6549999999999996,0.015383298345417231,0.0018446555709056619,0.028921941119928803,0.07045310420703255,0,7.0
0.6749999999999996,0.015572113765595528,0.0023457116143080093,0.028798515916883045,0.02372502026430301,0,7.0
0.6949999999999995,0.016263784738581095,0.0013985490022189705,0.03112902047494322,0.012016603355439304,0,7.0
0.7149999999999995,0.015486128417974714,0.0011677028410893332,0.029804553994860095,0.010509679842558461,0,7.0
