sid,A,B,median_dC,prop_B_after_A_C,median_dR,prop_B_after_A_R,thrC_used_A,thrC_used_B,thrR_used_A,thrR_used_B,hold_m,tmin,smooth_bins,auto_thr,auto_strategy,auto_targetC,auto_targetR
20230622,SFEF,SLIP,,,-0.040000000000000036,0.002967359050445104,0.6,0.6,0.45,0.45,3,0.06,2,False,,,
20230622,SLIP,SFEF,,,0.040000000000000036,0.00741839762611276,0.6,0.6,0.45,0.45,3,0.06,2,False,,,
