sid,A,B,median_dC,prop_B_after_A_C,median_dR,prop_B_after_A_R,thrC_used_A,thrC_used_B,thrR_used_A,thrR_used_B,hold_m,tmin,smooth_bins,auto_thr,auto_strategy,auto_targetC,auto_targetR
20200401,MFEF,MLIP,0.06000000000000005,0.334070796460177,0.020000000000000018,0.2323008849557522,0.56,0.56,0.4,0.4,3,0.0,3,True,session,0.6,0.6
20200401,MLIP,MFEF,-0.06000000000000005,0.06858407079646017,-0.020000000000000018,0.14823008849557523,0.56,0.56,0.4,0.4,3,0.0,3,True,session,0.6,0.6
