t,mu,lo,hi,p_stouffer,sig_fdr,n_sessions
-0.16499999999999998,0.0023453336927869513,0.0018280299333665651,0.0028626374522073375,1.521338610643852e-12,1,7.0
-0.14500000000000002,0.002381776740545836,0.0017947942878253633,0.002968759193266309,6.4471761263007465e-12,1,7.0
-0.125,0.002511566403597463,0.0017981392589193161,0.0032249935482756096,1.2361445200781418e-11,1,7.0
-0.10500000000000002,0.002441759131236312,0.001529152629576307,0.003354365632896317,3.34081273756226e-09,1,7.0
-0.08500000000000003,0.0023596327360948075,0.0015917531551862597,0.0031275123170033553,1.1830934010248484e-09,1,7.0
-0.06500000000000004,0.0023142630452982656,0.0015218693355472303,0.003106656755049301,3.3119174069895507e-10,1,7.0
-0.045000000000000054,0.002244839267942306,0.0015844858099989675,0.002905192725885645,7.164391302438844e-11,1,7.0
-0.025000000000000064,0.0021474329588779,0.0013610816505015596,0.0029337842672542405,3.810898818734643e-09,1,7.0
-0.005000000000000074,0.0018353763510152795,0.001077675984216706,0.002593076717813853,8.275450822381458e-07,1,7.0
0.014999999999999916,0.002004237890883893,0.0011171345668855403,0.0028913412148822456,3.7492813598216657e-07,1,7.0
0.034999999999999906,0.0022638094248544497,0.0011089004146034311,0.0034187184351054684,9.532379473542463e-07,1,7.0
0.054999999999999896,0.002378697539056905,0.0010509363145273967,0.003706458763586413,6.242297758807247e-06,1,7.0
0.07499999999999989,0.0025812206819716445,0.0012390382768018844,0.003923403087141404,4.2375777242753543e-07,1,7.0
0.0949999999999999,0.002462186724094154,0.0013141519515978825,0.0036102214965904253,2.2749231716190366e-06,1,7.0
0.11499999999999987,0.0027261050763275406,0.0015550718993313157,0.0038971382533237653,9.343809503903344e-09,1,7.0
0.13499999999999984,0.002944942628209213,0.0018040536689960926,0.004085831587422333,2.0596818695040042e-09,1,7.0
0.15499999999999986,0.002894263418006291,0.002049412300176643,0.0037391145358359385,1.2125078718838722e-11,1,7.0
0.17499999999999988,0.0026925663642713414,0.002036170601544523,0.00334896212699816,1.3575696122813952e-11,1,7.0
0.19499999999999984,0.0024127217162522364,0.0017770999319482973,0.0030483435005561757,1.904534308039274e-10,1,7.0
0.2149999999999998,0.002188340591513691,0.001419380358017665,0.0029573008250097167,1.6551778503348658e-08,1,7.0
0.23499999999999982,0.0021505425122052206,0.0013465604653432784,0.002954524559067163,5.5529070119852975e-08,1,7.0
0.25499999999999984,0.001793650013997176,0.0010381010327714245,0.0025491989952229274,4.8510628755105145e-06,1,7.0
0.2749999999999998,0.0017607765550047647,0.0011392902463148746,0.002382262863694655,6.466738500243707e-08,1,7.0
0.29499999999999976,0.0016847304352206691,0.0011757258778746541,0.0021937349925666844,1.2811885397034928e-07,1,7.0
0.3149999999999998,0.001644443709541511,0.0009862226822165026,0.0023026647368665195,1.219317300904521e-06,1,7.0
0.3349999999999998,0.0014534846185895198,0.0007392579567958423,0.0021677112803831972,0.0003040020072628824,1,7.0
0.3549999999999998,0.0013478639869781391,0.0008225131988982376,0.0018732147750580405,0.00024408508572526522,1,7.0
0.3749999999999997,0.0015806229364169985,0.0010041939198480968,0.0021570519529859004,1.161791428960779e-05,1,7.0
0.39499999999999974,0.0016293789056745223,0.0010800924028929785,0.002178665408456066,2.2718014824896215e-06,1,7.0
0.41499999999999976,0.0015502763955035886,0.0008125635094225848,0.0022879892815845923,0.00016128489451117112,1,7.0
0.43499999999999966,0.0014900905255196323,0.000887235570316211,0.0020929454807230535,0.00012398557157156098,1,7.0
0.4549999999999997,0.0014501164283646142,0.0007218110953295017,0.0021784217613997265,0.0007561426880402511,1,7.0
0.4749999999999997,0.0013287975707844113,0.0009218406169255761,0.0017357545246432465,0.00040643557923136786,1,7.0
0.4949999999999997,0.0012840457186777021,0.0007785113556507798,0.0017895800817046244,0.0010085302810415309,1,7.0
0.5149999999999997,0.00126872023036043,0.0007528837006219461,0.001784556760098914,0.0017172966282343882,1,7.0
0.5349999999999996,0.0009625189955644835,0.0005882924196724932,0.0013367455714564738,0.05735886061315909,0,7.0
0.5549999999999996,0.0010271757584603798,0.0006074811284101939,0.0014468703885105656,0.02369692801585388,1,7.0
0.5749999999999996,0.0009250108968791415,0.0005598957345015186,0.0012901260592567644,0.06575788703583352,0,7.0
0.5949999999999995,0.001024695719215553,0.0005215114214254471,0.0015278800170056587,0.02752956175687249,1,7.0
0.6149999999999995,0.0014478746631142617,0.0006149220408021456,0.002280827285426378,0.000640556650820745,1,7.0
0.6349999999999996,0.0014956774980149621,0.000786527185962421,0.002204827810067503,9.457111971356014e-05,1,7.0
0.6549999999999996,0.0015475114439814496,0.0006307087508406939,0.0024643141371222055,0.0003596005555273063,1,7.0
0.6749999999999996,0.001606145733438212,0.0006090677120888916,0.002603223754787533,0.0005823351084315309,1,7.0
0.6949999999999995,0.0016368969252426656,0.0005442803161869517,0.0027295135342983792,0.0005056331461401609,1,7.0
0.7149999999999995,0.001446686323936563,0.00046141445284456854,0.0024319581950285577,0.0021199749706188875,1,7.0
