t,mu,lo,hi,p_stouffer,sig_fdr,n_sessions
-0.16499999999999998,0.0009571414053692952,0.0006835860575866658,0.0012306967531519246,0.010006948306850338,1,12.0
-0.14500000000000002,0.0010369275747794879,0.0007912302649920525,0.0012826248845669232,0.0009404804298696057,1,12.0
-0.125,0.0010689151607745611,0.0007616932660632729,0.0013761370554858494,0.0015309788181415707,1,12.0
-0.10500000000000002,0.0009308899417275708,0.0006073782260123645,0.001254401657442777,0.04477740404385344,1,12.0
-0.08500000000000003,0.0010216449042681674,0.0006973228153967296,0.0013459669931396054,0.007447511031144827,1,12.0
-0.06500000000000004,0.0008667475627633891,0.0006292657994509701,0.001104229326075808,0.08384491231897528,0,12.0
-0.045000000000000054,0.0009466900767581892,0.0006560059264597762,0.0012373742270566023,0.04517207923285427,1,12.0
-0.025000000000000064,0.000890127055761822,0.0005716779862783524,0.0012085761252452916,0.13509541356688604,0,12.0
-0.005000000000000074,0.0009869017397511326,0.0006972878844786689,0.0012765155950235964,0.028102965072131836,1,12.0
0.014999999999999916,0.0010851833974394112,0.0008089059331170814,0.001361460861761741,0.0014162623459597068,1,12.0
0.034999999999999906,0.0012139407596736436,0.0008779133155178666,0.0015499682038294204,4.214580226058473e-05,1,12.0
0.054999999999999896,0.0011323645565028617,0.0007821455090259553,0.001482583603979768,0.0015998586450171048,1,12.0
0.07499999999999989,0.0012051156593481543,0.0008418241060850934,0.001568407212611215,0.0012349583293262967,1,12.0
0.0949999999999999,0.0013764496064294423,0.0009214391304133449,0.0018314600824455398,0.00035498441195036534,1,12.0
0.11499999999999987,0.0013902036071426831,0.0009120455650263803,0.001868361649258986,0.0017100048150325842,1,12.0
0.13499999999999984,0.00151827146154918,0.0011011259979969823,0.0019354169251013778,0.00011233704133728484,1,12.0
0.15499999999999986,0.0014070173224830645,0.0010344219027423524,0.0017796127422237767,0.00022253859367638018,1,12.0
0.17499999999999988,0.0013734872293486048,0.0010209174125515228,0.001726057046145687,0.00028907617029094723,1,12.0
0.19499999999999984,0.0012829742819357797,0.0009021676399496965,0.001663780923921863,0.0004003087060510113,1,12.0
0.2149999999999998,0.0012482821790579285,0.0009400712149513394,0.0015564931431645175,0.00011003931675357403,1,12.0
0.23499999999999982,0.0012026422868002243,0.0008472856370539866,0.001557998936546462,0.0003339996255697919,1,12.0
0.25499999999999984,0.0013079460236877143,0.0008311979800604984,0.0017846940673149302,0.00025639188475201635,1,12.0
0.2749999999999998,0.0012768663393259055,0.0007518231416026568,0.0018019095370491543,0.0007543256779389829,1,12.0
0.29499999999999976,0.0011782449657151688,0.0007330622910819427,0.001623427640348395,0.0012957811678808717,1,12.0
0.3149999999999998,0.0010748620251101514,0.000655948767852849,0.0014937752823674538,0.013455234399973315,1,12.0
0.3349999999999998,0.0009286378176801505,0.0005824619358739183,0.0012748136994863827,0.14311488316883825,0,12.0
0.3549999999999998,0.0008683273771921432,0.000587217818303438,0.0011494369360808485,0.18845774210451005,0,12.0
0.3749999999999997,0.0007413640127046065,0.0005118865313788246,0.0009708414940303883,0.5120527756851294,0,12.0
0.39499999999999974,0.0006944249156226701,0.0005680867814768198,0.0008207630497685205,0.4702172045718582,0,12.0
0.41499999999999976,0.0006206915220224293,0.0005086432765847896,0.0007327397674600691,0.7187423178348621,0,12.0
0.43499999999999966,0.000758500609415412,0.0005650256333940281,0.0009519755854367958,0.28032290325562303,0,12.0
0.4549999999999997,0.0006997756252281944,0.0004995795720995609,0.000899971678356828,0.5074919019149526,0,12.0
0.4749999999999997,0.0008063790398944464,0.0005799122861382084,0.0010328457936506844,0.09465438440161256,0,12.0
0.4949999999999997,0.000724060697495591,0.000518090608535247,0.0009300307864559351,0.327664058029818,0,12.0
0.5149999999999997,0.0006298917718574826,0.00043478149398934636,0.0008250020497256188,0.6583510689015359,0,12.0
0.5349999999999996,0.0006492912383831132,0.0004355814687451528,0.0008630010080210737,0.7557212151575168,0,12.0
0.5549999999999996,0.0006456532496290495,0.0004390394131032398,0.0008522670861548592,0.7035805031927154,0,12.0
0.5749999999999996,0.0006018458566094644,0.0004130053160361629,0.0007906863971827659,0.7369531575662818,0,12.0
0.5949999999999995,0.0006604756713072794,0.00047624551851802456,0.0008447058240965342,0.5087151555511638,0,12.0
0.6149999999999995,0.0008304871160627032,0.0006810632375818266,0.0009799109945435797,0.021558695910196657,1,12.0
0.6349999999999996,0.0008420542292494731,0.0006303544732393893,0.0010537539852595568,0.028863236954794202,1,12.0
0.6549999999999996,0.0009335180219976858,0.0006878331449032143,0.0011792028990921574,0.0036910761367237033,1,12.0
0.6749999999999996,0.0009423268914825457,0.0006988971494014452,0.0011857566335636463,0.004009162286253587,1,12.0
0.6949999999999995,0.000978236823285789,0.0007712087317639127,0.0011852649148076655,0.0009763526396986411,1,12.0
0.7149999999999995,0.0010424251426911172,0.0007362966436400087,0.0013485536417422257,0.0004421893609994898,1,12.0
