t,mean_diff,ci_lo,ci_hi,null_mu_mean,p_display,sig,frac_sig_sessions,p_meta,fdr_sig
-0.16499999999999998,0.00010234193956641961,-0.000128385166972206,0.0003330690461050452,5.12530132220565e-06,0.29021235050036615,0,0.14285714285714285,0.8943858627970529,0
-0.14500000000000002,3.567275554420468e-05,-0.00019662672972716453,0.00026797224081557386,-5.3322610485986015e-06,0.4103002196729314,0,0.14285714285714285,0.9285298574754988,0
-0.125,-0.00029057283767256766,-0.0004308858113077254,-0.00015025986403740992,2.5310806706711137e-06,0.9519160361239931,0,0.0,0.9526942229459104,0
-0.10500000000000002,-0.0004269480611542666,-0.0006826162778843907,-0.00017127984442414252,-3.3295785845192275e-06,0.9921894068830852,0,0.0,0.100622483710648,0
-0.08500000000000003,-7.056758698512108e-05,-0.00028857682065478157,0.0001474416466845394,-5.419361755655188e-06,0.6497437149133513,0,0.14285714285714285,0.6013742793794593,0
-0.06500000000000004,-5.81909005302166e-05,-0.00032656954068247934,0.00021018773962204614,2.07949264511793e-06,0.6180131803758848,0,0.0,0.03481845018124476,0
-0.045000000000000054,0.00011342620302041605,-0.00012423627630450711,0.00035108868234533925,9.359508113554215e-06,0.27312667805711494,0,0.0,0.00419607358965153,0
-0.025000000000000064,-2.6610935568852625e-05,-0.00022648640839846503,0.00017326453726075977,3.858426350040142e-06,0.5667561630461313,0,0.0,0.08532663623201178,0
-0.005000000000000074,0.00016861182839209246,-2.66804174825886e-05,0.0003639040742667735,-8.73534628678962e-06,0.14864535025628509,0,0.14285714285714285,0.12276386451395352,0
0.014999999999999916,-3.5920219593113565e-05,-0.00020758678494249523,0.00013574634575626808,-1.401794846734061e-05,0.5469855992189407,0,0.0,0.5060354040742038,0
0.034999999999999906,-0.00010181694816462248,-0.0002364322663049583,3.279836997571336e-05,-1.638766938805203e-05,0.6829387356602392,0,0.0,0.718355640221014,0
0.054999999999999896,0.00022448316892815582,8.360377431826954e-05,0.0003653625635380421,-1.4439661089028677e-05,0.0790822553087625,0,0.14285714285714285,0.05884416522039745,0
0.07499999999999989,-6.692147210176022e-05,-0.00019626624164949838,6.242329744597793e-05,1.5918348005901492e-06,0.6443739321454723,0,0.0,0.6474693170403156,0
0.0949999999999999,-0.00014138197172359945,-0.00037760666949426667,9.484272604706777e-05,1.2699513840532532e-05,0.7983890651696364,0,0.0,0.0979893699616454,0
0.11499999999999987,-0.00043380921134420283,-0.0006795255121974789,-0.0001880929104909268,2.3926257257596147e-05,0.9882841103246278,0,0.0,0.5836788870322661,0
0.13499999999999984,-0.0003037723956873357,-0.0005447577604406913,-6.278703093398012e-05,6.519483269720475e-05,0.9543568464730291,0,0.0,0.9618716965289359,0
0.15499999999999986,-0.00010473928207282185,-0.00045243239653697264,0.00024295383239132892,0.00011796421143350651,0.8235294117647058,0,0.14285714285714285,0.8051382788663899,0
0.17499999999999988,-1.9063444977020599e-06,-0.00042596326598352656,0.00042215057698812247,0.00017317890276234626,0.7549426409567976,0,0.14285714285714285,0.9971564774704115,0
0.19499999999999984,0.00021791708020450895,-0.00028524561900747434,0.0007210797794164922,0.00014940388704409512,0.398096167927752,0,0.14285714285714285,0.9641172819791642,0
0.2149999999999998,0.00011416458852665722,-0.0003056987387517969,0.0005340279158051114,0.00012175786301074222,0.5235538198681963,0,0.0,0.4906260849923379,0
0.23499999999999982,-0.00014502416168853905,-0.00041917138731323886,0.00012912306393616079,6.79760987423846e-05,0.7573834513058335,0,0.0,0.6862823974084178,0
0.25499999999999984,-0.00019835402971116984,-0.0004757407777856836,7.903271836334397e-05,-4.4616746373522795e-05,0.7151574322675128,0,0.0,0.6694524796989172,0
0.2749999999999998,-0.0002977279140792421,-0.0005370991002577704,-5.835672790071382e-05,-0.0001329731097349052,0.7356602391994143,0,0.0,0.6899696469312292,0
0.29499999999999976,-0.0003897530490849769,-0.0007338335876420701,-4.567251052788377e-05,-0.0001469224590351888,0.8262143031486453,0,0.0,0.8161409977607388,0
0.3149999999999998,-0.0004086401331924414,-0.0007477833177522803,-6.949694863260248e-05,-0.00010419754705120085,0.9131071515743227,0,0.0,0.21117160915638045,0
0.3349999999999998,-0.00044780436011496047,-0.0009084708018888589,1.2862081658938007e-05,-8.182511586500337e-05,0.963876006834269,0,0.14285714285714285,0.876720759706361,0
0.3549999999999998,-0.00038895067656190616,-0.0007371208005182781,-4.078055260553411e-05,-1.727696522265089e-05,0.9743714913351232,0,0.14285714285714285,0.4103649510560414,0
0.3749999999999997,-0.0003257111315224103,-0.0007073708674018505,5.594860435702981e-05,1.0531413105744268e-05,0.9604588723456188,0,0.14285714285714285,0.001179365591898943,0
0.39499999999999974,-0.00018823324761872527,-0.00043463088195757764,5.816438672012709e-05,4.73857969461793e-06,0.848913839394679,0,0.0,0.14431303721466895,0
0.41499999999999976,-0.00036515510177697984,-0.0005537984492862283,-0.00017651175426773133,2.523796174741682e-06,0.9758359775445448,0,0.0,0.6204818933314611,0
0.43499999999999966,-0.00030106347462852205,-0.0005101452876111986,-9.198166164584547e-05,1.7815808338589645e-06,0.9516719550890895,0,0.0,0.436850273765472,0
0.4549999999999997,8.851069473117395e-05,-8.011971141438276e-05,0.00025714110087673064,-6.507267121529189e-07,0.3072980229436173,0,0.0,0.27749637891338436,0
0.4749999999999997,-8.150335624266245e-05,-0.0002779266161960415,0.00011491990371071664,-1.3173932610989912e-05,0.6394923114474005,0,0.0,0.107300578090062,0
