t,mean_diff,ci_lo,ci_hi,null_mu_mean,p_display,sig,frac_sig_sessions,p_meta,fdr_sig
-0.16499999999999998,0.0026298350692538467,0.00024109887198004495,0.005018571266527648,0.0002621272974133126,0.026116670734683916,1,0.2857142857142857,0.9939128895279772,0
-0.14500000000000002,0.0033315333301170424,0.0008028515601809431,0.005860215100053141,0.0003895973941549199,0.019770563827190626,1,0.2857142857142857,0.979672787523194,0
-0.125,0.0038394026248327927,0.001270918623635411,0.0064078866260301745,0.0004751554642598213,0.020258725896997804,1,0.2857142857142857,0.9448832154641946,0
-0.10500000000000002,0.0038347140934602594,0.0009202225704672828,0.006749205616453236,0.0005915079582860425,0.03392726385159873,1,0.2857142857142857,0.9408018289713256,0
-0.08500000000000003,0.004695921504872946,0.0014897061411574303,0.007902136868588462,0.0007091886785306453,0.021479131071515743,1,0.42857142857142855,0.41664848642888175,0
-0.06500000000000004,0.00577939860153061,0.0024892091591398116,0.009069588043921408,0.0008618037145207893,0.008054674151818403,1,0.42857142857142855,0.8517688931135037,0
-0.045000000000000054,0.006788645957481404,0.00291597996926721,0.010661311945695598,0.0009353004907001592,0.00244081034903588,1,0.42857142857142855,0.32856761239264465,0
-0.025000000000000064,0.007113592482708769,0.0028437635709435286,0.01138342139447401,0.0009729298069960742,0.00122040517451794,1,0.2857142857142857,0.2440723408396845,0
-0.005000000000000074,0.007842655081779835,0.0029396726878629332,0.012745637475696736,0.0012050686133943975,0.001464486209421528,1,0.14285714285714285,0.03133394962763692,0
0.014999999999999916,0.008463849948638488,0.0030698522842834003,0.013857847612993576,0.001433693750629343,0.000488162069807176,1,0.42857142857142855,0.5294217581055828,0
0.034999999999999906,0.009136452188518412,0.0036626753298113863,0.014610229047225438,0.001660571015085026,0.000488162069807176,1,0.42857142857142855,0.660145701094411,0
0.054999999999999896,0.009284276089881641,0.0037602259068752683,0.014808326272888014,0.0019117380587852521,0.000488162069807176,1,0.42857142857142855,0.9785626286888518,0
0.07499999999999989,0.008520416231060113,0.002604539669155221,0.014436292792965006,0.0022120557193177804,0.001952648279228704,1,0.42857142857142855,0.9873462308941854,0
0.0949999999999999,0.007203698721491349,0.0010714756526261351,0.013335921790356562,0.0023249397318352992,0.013668537954600928,1,0.2857142857142857,0.99611317445283,0
0.11499999999999987,0.005819150872512698,7.70896855587979e-05,0.011561212059466598,0.002310279610375641,0.0671222845984867,0,0.2857142857142857,0.9397583648597705,0
0.13499999999999984,0.005218052627124472,-0.0003695706046865626,0.010805675858935507,0.002313535045794387,0.10544300707835001,0,0.14285714285714285,0.9647765608264388,0
0.15499999999999986,0.0051543099614613,-0.0005424747404710589,0.010851094663393658,0.002110929199991705,0.09226263119355627,0,0.14285714285714285,0.9569400443085319,0
0.17499999999999988,0.004522746403887794,-0.0006972493389254229,0.009742742146701011,0.0018220047392966052,0.11471808640468635,0,0.42857142857142855,0.9991201950470417,0
0.19499999999999984,0.004078758086391561,-0.0008325586382451084,0.00899007481102823,0.0015474810493244372,0.117891139858433,0,0.42857142857142855,0.9999979849056688,0
0.2149999999999998,0.004289727437629072,-0.0006972788426231197,0.009276733717881264,0.001247559423947339,0.07420063461069075,0,0.42857142857142855,0.9982120789514723,0
0.23499999999999982,0.003913912197805239,-0.00104415504466246,0.008871979440272938,0.0008429627973851685,0.0629729070051257,0,0.14285714285714285,0.28846595817820025,0
