t,R_mu,R_lo,R_hi,nR
-0.16499999999999998,0.010988276500903836,0.0022555599730029238,0.01972099302880475,7.0
-0.14500000000000002,0.013016644069709607,0.0025816788714433866,0.023451609267975827,7.0
-0.125,0.015172523910653452,0.003120228234863697,0.027224819586443207,7.0
-0.10500000000000002,0.017200526414950186,0.0037419227041686973,0.030659130125731675,7.0
-0.08500000000000003,0.019037239315202906,0.004699144059775015,0.0333753345706308,7.0
-0.06500000000000004,0.020920886879244014,0.005605179110557763,0.03623659464793026,7.0
-0.045000000000000054,0.02052111357011876,0.0061795470393017395,0.03486268010093578,7.0
-0.025000000000000064,0.02043708453858362,0.006839617236564366,0.034034551840602875,7.0
-0.005000000000000074,0.02048337206904204,0.007655274215745019,0.03331146992233906,7.0
0.014999999999999916,0.020741412375273816,0.008680635406969334,0.0328021893435783,7.0
0.034999999999999906,0.021055670763467406,0.009365659155663376,0.032745682371271435,7.0
0.054999999999999896,0.02142911677102887,0.010409339869217774,0.03244889367283997,7.0
0.07499999999999989,0.02198037729150677,0.011593527145247088,0.032367227437766447,7.0
0.0949999999999999,0.02258250131429942,0.01264255952695323,0.032522443101645614,7.0
0.11499999999999987,0.023697671384120805,0.014129917671817298,0.033265425096424314,7.0
0.13499999999999984,0.02481077973398612,0.015289927850229508,0.03433163161774273,7.0
0.15499999999999986,0.02622935934077161,0.016315095285662554,0.03614362339588066,7.0
0.17499999999999988,0.027036081717341003,0.017136427310466905,0.0369357361242151,7.0
0.19499999999999984,0.027814970276540982,0.017718144187308354,0.03791179636577361,7.0
0.2149999999999998,0.028791803502129846,0.018589221782441493,0.038994385221818195,7.0
0.23499999999999982,0.029853985556593486,0.01959887331342347,0.0401090977997635,7.0
0.25499999999999984,0.03045015338103111,0.020042991115458788,0.04085731564660343,7.0
0.2749999999999998,0.03094366841317545,0.020018625916940078,0.04186871090941082,7.0
0.29499999999999976,0.03127110630960036,0.019935622587671287,0.04260659003152943,7.0
0.3149999999999998,0.03101635530493311,0.01891828334320321,0.04311442726666301,7.0
0.3349999999999998,0.030631124697960355,0.017537280301472086,0.043724969094448625,7.0
0.3549999999999998,0.02978717523533984,0.015872037329641348,0.04370231314103833,7.0
0.3749999999999997,0.029265151784128494,0.01491134783616025,0.04361895573209674,7.0
0.39499999999999974,0.029095438662111284,0.013936793544557435,0.04425408377966513,7.0
0.41499999999999976,0.028869094555307017,0.013283806640860908,0.044454382469753126,7.0
0.43499999999999966,0.029199703728097357,0.012938617430196184,0.04546079002599853,7.0
0.4549999999999997,0.030140480658180185,0.01323213583119397,0.047048825485166396,7.0
0.4749999999999997,0.03140282191405683,0.013960676957022185,0.048844966871091466,7.0
0.4949999999999997,0.03310651979989658,0.014849475666633048,0.05136356393316011,7.0
0.5149999999999997,0.03567343489522618,0.016320483809380518,0.055026385981071846,7.0
0.5349999999999996,0.038054064924632036,0.018051560799605064,0.05805656904965901,7.0
0.5549999999999996,0.040611735818251296,0.01990351386572219,0.061319957770780406,7.0
0.5749999999999996,0.04331382643194787,0.021554121343251312,0.06507353152064443,7.0
0.5949999999999995,0.04596505673735794,0.02402341228352127,0.06790670119119462,7.0
0.6149999999999995,0.048178263616873454,0.025882857057525424,0.07047367017622148,7.0
0.6349999999999996,0.050636462975206915,0.027896154267213747,0.07337677168320009,7.0
0.6549999999999996,0.04669770464431922,0.02597650135355338,0.06741890793508507,7.0
0.6749999999999996,0.0422347079948765,0.023552991575771075,0.060916424413981915,7.0
0.6949999999999995,0.03757344568552245,0.020802876820414224,0.054344014550630676,7.0
0.7149999999999995,0.03230939862478599,0.01746160845773259,0.04715718879183939,7.0
