t,mu_fwd,lo_fwd,hi_fwd,mu_rev,lo_rev,hi_rev,n
-0.185,0.00446216609249435,0.00378171658753573,0.00514261559745297,0.0051795061288754845,0.003926216109383148,0.006432796148367821,11.0
-0.165,0.00426259115304675,0.0035382537780939485,0.004986928527999552,0.005578456091532873,0.004001991307572108,0.007154920875493638,11.0
-0.14500000000000002,0.004906788241333743,0.004062960592059176,0.005750615890608311,0.005461715593567892,0.00417540168782661,0.006748029499309173,11.0
-0.12500000000000003,0.005191761177566704,0.0045326031386775986,0.0058509192164558094,0.005269606293223101,0.004205418266762758,0.006333794319683443,11.0
-0.10500000000000004,0.005199060064244894,0.004524798653161504,0.0058733214753282845,0.004577463154527641,0.0040257741748779795,0.005129152134177303,11.0
-0.08500000000000005,0.005056201300439022,0.004032232488912747,0.0060801701119652975,0.005120787546538407,0.004162176825580212,0.006079398267496603,11.0
-0.06500000000000006,0.004354470975882649,0.003471138935281828,0.00523780301648347,0.00468802747423169,0.003803053743820533,0.005573001204642847,11.0
-0.04500000000000007,0.004401602622935059,0.003695766416989541,0.005107438828880576,0.004889676513378254,0.004121204233734764,0.005658148793021744,11.0
-0.025000000000000078,0.004324509537543027,0.0035696502073325805,0.005079368867753474,0.005065303888371193,0.003920395688870792,0.006210212087871593,11.0
-0.005000000000000088,0.0047766569800108075,0.004165884646193082,0.0053874293138285335,0.005131233153929252,0.004372862664186272,0.005889603643672232,11.0
0.014999999999999902,0.005416585319829583,0.00435074501989276,0.006482425619766406,0.0052139613710189955,0.004224277260928843,0.006203645481109148,11.0
0.03499999999999989,0.005125394412684333,0.0038622203686671545,0.0063885684567015115,0.0053074185641181805,0.0043785016918807575,0.0062363354363556035,11.0
0.05499999999999988,0.005287980949382172,0.003847882415910663,0.006728079482853681,0.004907402256052315,0.003823217442072814,0.005991587070031815,11.0
0.0749999999999999,0.006167167270993504,0.004875124364836064,0.007459210177150944,0.005946551241227545,0.0051920545673605776,0.006701047915094513,11.0
0.09499999999999986,0.0065904520549003335,0.004593574262288508,0.008587329847512159,0.006566159778102567,0.005137352102042982,0.007994967454162153,11.0
0.11499999999999982,0.008280008691826343,0.006057029499091715,0.010502987884560971,0.008166031254640514,0.006295324938829977,0.010036737570451051,11.0
0.13499999999999984,0.008211015755976,0.0060835466323469626,0.010338484879605037,0.008562100623877468,0.006896056470366679,0.010228144777388258,11.0
0.15499999999999986,0.0078643556297588,0.0063063840195496336,0.009422327239967967,0.008724748505960346,0.006504566778455947,0.010944930233464744,11.0
0.17499999999999982,0.0073207495177014335,0.00598936607793127,0.008652132957471597,0.006698534882461928,0.005145234739716334,0.008251835025207523,11.0
0.19499999999999978,0.006703108532789695,0.005561818240422147,0.007844398825157244,0.0062539991545956216,0.004411140223861304,0.00809685808532994,11.0
0.2149999999999998,0.006292964872529736,0.0051412607130662084,0.007444669031993263,0.0057284309153279285,0.0042011935431567555,0.007255668287499102,11.0
0.23499999999999982,0.005429344453574725,0.004317030030282833,0.006541658876866616,0.005168634234888721,0.004182657438697455,0.0061546110310799875,11.0
0.2549999999999998,0.005582609010032131,0.004559637195435533,0.006605580824628729,0.004754408472244911,0.003748968514064203,0.0057598484304256185,11.0
0.27499999999999974,0.006512277357068049,0.005188775087494763,0.007835779626641335,0.005231826304214892,0.004273391432688289,0.006190261175741495,11.0
0.29499999999999976,0.006936160051049517,0.00562728685850339,0.008245033243595644,0.0053070760051497825,0.00395533133884472,0.006658820671454845,11.0
0.3149999999999998,0.006451891362344682,0.005346726607254428,0.007557056117434937,0.005093075915296828,0.003319615373884137,0.006866536456709519,11.0
0.3349999999999998,0.006502863234594664,0.004979574317259205,0.008026152151930123,0.005709101497766722,0.004563106420261836,0.006855096575271609,11.0
0.3549999999999997,0.005819982153201506,0.004392298073538822,0.00724766623286419,0.005413624242447724,0.0047847007366084,0.0060425477482870475,11.0
0.3749999999999997,0.006254471950500564,0.005104903781581542,0.007404040119419586,0.005250747076307544,0.004470711024310446,0.006030783128304642,11.0
0.39499999999999974,0.006170289827688713,0.004843520715444202,0.007497058939933225,0.004958428867239138,0.004130061261259886,0.00578679647321839,11.0
0.41499999999999965,0.0053854884835816946,0.004323810495848348,0.0064471664713150415,0.005722460842609081,0.00525943671069023,0.006185484974527932,11.0
0.43499999999999966,0.005454046712728972,0.004535929125896005,0.006372164299561939,0.005525280307611648,0.004532686769471763,0.0065178738457515335,11.0
0.4549999999999997,0.0058169636841476115,0.005172429299155583,0.00646149806913964,0.004984465192686366,0.003967521543262868,0.006001408842109865,11.0
0.4749999999999997,0.005964725181840582,0.0049903491575245245,0.00693910120615664,0.00574193088796627,0.004457835654486022,0.007026026121446518,11.0
0.4949999999999997,0.006069919231840779,0.004809383771817798,0.007330454691863761,0.005953384020494184,0.004274486267346535,0.007632281773641834,11.0
0.5149999999999997,0.0062164287627736545,0.004550054133013615,0.007882803392533694,0.005936485754684981,0.004172197168801553,0.007700774340568409,11.0
0.5349999999999997,0.006891866876370812,0.004992612331749556,0.008791121420992067,0.006363510497559952,0.004317273492356206,0.008409747502763697,11.0
