sid,A,B,IC,pIC,IR,pIR,win,step,k,ridge,int_win,perms,bandC_start,bandC_end,bandR_start,bandR_end,no_x0,cond_b_only,pt_cov,evoked_sigma_ms
20200328,MFEF,MLIP,0.043169296247667195,0.6906187624750499,0.026770674905384366,0.033932135728542916,0.16,0.02,2,0.01,0.16,500,0.12,0.28,0.08,0.2,True,True,False,10.0
20200328,MLIP,MFEF,0.06651293647474951,0.06387225548902195,0.012713719014801669,0.8702594810379242,0.16,0.02,2,0.01,0.16,500,0.12,0.28,0.08,0.2,True,True,False,10.0
