sid,monkey,align,feature,A,B,mean_flow_fwd,mean_flow_rev,mean_S_fwd,mean_S_rev,mean_diff,n_time
20200402,M,stim,C,MLIP,MFEF,3.941471916037416,3.964266535675262,1.5397522379148592,1.5895020749549678,-0.0227946196378457,105
20200926,M,stim,C,MLIP,MFEF,3.99043390606261,3.6296686587634883,1.5587193105422412,1.4119289078729071,0.360765247299122,105
20200929,M,stim,C,MLIP,MFEF,4.685946528374901,4.935071314235706,1.9989432509110971,2.1364450407877693,-0.24912478586080533,105
20201001,M,stim,C,MLIP,MFEF,4.136556770008139,4.39374074253142,1.6473956345234364,1.8428558363788203,-0.2571839725232801,105
20201004,M,stim,C,MLIP,MFEF,3.900023235376653,4.0987615693775465,1.5631561174050044,1.6234923882246872,-0.19873833400089339,105
20201204,M,stim,C,MLIP,MFEF,4.234561199630951,6.47156907373124,1.6979136712559173,2.782366371851716,-2.2370078741002883,105
20201211,M,stim,C,MLIP,MFEF,5.52681746990804,7.541442011223177,2.561910511427615,3.323694144327728,-2.014624541315138,105
20201216,M,stim,C,MLIP,MFEF,3.430067021013863,3.8123420450437795,1.2602736021471137,1.4971313210510147,-0.3822750240299163,105
20200926,M,stim,C,MLIP,MSC,4.048284292764804,3.6237553030755736,1.6304665277559054,1.4092545041956002,0.4245289896892303,105
20200929,M,stim,C,MLIP,MSC,6.031774875194446,3.999534297491138,2.822413140279543,1.5880559711215059,2.032240577703308,105
20201001,M,stim,C,MLIP,MSC,4.221601129938795,4.1773932572381405,1.7831298780225,1.6664565134816443,0.044207872700656,105
20201004,M,stim,C,MLIP,MSC,3.5165295496912643,3.750168509502329,1.3105047272863464,1.440038006186168,-0.23363895981106522,105
20201204,M,stim,C,MLIP,MSC,3.9650755214541924,4.473860655249101,1.6031774975433715,1.8748643932955533,-0.508785133794909,105
20201211,M,stim,C,MLIP,MSC,7.392464676181948,7.047941182418064,3.576192710424827,3.131707371901723,0.34452349376388475,105
20201216,M,stim,C,MLIP,MSC,4.172047375318012,3.9381493269657954,1.6861013018085267,1.5376766775426103,0.23389804835221673,105
20200926,M,stim,C,MSC,MFEF,3.8587656106300154,4.750392079645362,1.5235609790854416,2.0253242371579274,-0.8916264690153466,105
20200929,M,stim,C,MSC,MFEF,4.297057660606614,4.413576447542869,1.80086304991564,1.8846865549166332,-0.11651878693625545,105
20201001,M,stim,C,MSC,MFEF,3.872344007184406,4.618621207276883,1.5580867625095132,1.9228114383702228,-0.7462772000924758,105
20201004,M,stim,C,MSC,MFEF,3.7504629345334717,3.726716632711263,1.4222604659517148,1.4469219833938192,0.02374630182220832,105
20201204,M,stim,C,MSC,MFEF,3.568051677296554,4.09417662955262,1.2939882790022441,1.6751468798715399,-0.5261249522560657,105
20201211,M,stim,C,MSC,MFEF,5.452574731664185,8.345394597739407,2.5773502456071737,3.549575625227308,-2.892819866075221,105
20201216,M,stim,C,MSC,MFEF,3.6390971341233405,3.6679563025894293,1.38709960854455,1.4181063602441222,-0.02885916846608894,105
20200926,M,stim,C,MSC,MLIP,3.6237553030755736,4.048284292764804,1.3866775704285885,1.6394850990035252,-0.4245289896892303,105
20200929,M,stim,C,MSC,MLIP,3.999534297491138,6.031774875194446,1.5987430213822529,2.789356908111043,-2.032240577703308,105
20201001,M,stim,C,MSC,MLIP,4.1773932572381405,4.221601129938795,1.6840424727728753,1.7685458228472515,-0.044207872700656,105
20201004,M,stim,C,MSC,MLIP,3.750168509502329,3.5165295496912643,1.4568897332156712,1.30006678197697,0.23363895981106522,105
20201204,M,stim,C,MSC,MLIP,4.473860655249101,3.9650755214541924,1.8882762515330986,1.6177953555174773,0.508785133794909,105
20201211,M,stim,C,MSC,MLIP,7.047941182418064,7.392464676181948,3.14743351600937,3.622718939216642,-0.34452349376388475,105
20201216,M,stim,C,MSC,MLIP,3.9381493269657954,4.172047375318012,1.5824162025564537,1.6772628890125265,-0.23389804835221673,105
20230622,S,stim,C,SFEF,SLIP,3.8814885899422378,3.3528795154932327,1.5468587818470052,1.2901041855453732,0.5286090744490044,105
20230627,S,stim,C,SFEF,SLIP,4.28981144805026,4.488258635257512,1.8443566075945694,1.9447597212767045,-0.1984471872072524,105
20230705,S,stim,C,SFEF,SLIP,4.581343596805355,4.605178802332365,2.011065266599501,1.986521533765268,-0.02383520552701035,105
20230707,S,stim,C,SFEF,SLIP,3.8861695941296173,4.5732383693311185,1.5949028360650497,1.979165357002043,-0.6870687752015013,105
20230710,S,stim,C,SFEF,SLIP,3.9172278797579114,3.908570920590228,1.577427666608136,1.5846036220809017,0.008656959167682885,105
20231025,S,stim,C,SFEF,SLIP,3.4494424655514684,3.9715835974999476,1.2923318539231357,1.6109515228706766,-0.5221411319484796,105
20231103,S,stim,C,SFEF,SLIP,4.781614803355228,3.9758761370947036,1.844014137738557,1.4265171446384937,0.805738666260524,105
20231109,S,stim,C,SFEF,SLIP,4.326918636188743,3.8019298211021995,1.871975460240483,1.4760708896329569,0.5249888150865433,105
20231121,S,stim,C,SFEF,SLIP,4.002428173363058,4.085456938381113,1.631156550447255,1.6679230138891592,-0.08302876501805427,105
20231123,S,stim,C,SFEF,SLIP,4.141068477513147,3.9774612934674405,1.749824760041315,1.5775365341935563,0.16360718404570676,105
20231130,S,stim,C,SFEF,SLIP,3.880337118743536,3.8858295011507256,1.307863181813398,1.330767839885837,-0.005492382407190206,105
20231205,S,stim,C,SFEF,SLIP,3.7432579507125157,4.175128784704796,1.3421208595311866,1.507069187292183,-0.4318708339922801,105
20231025,S,stim,C,SFEF,SSC,3.862589282733257,3.3373851053733175,1.5363332376210448,1.2236603841138574,0.5252041773599392,105
20231103,S,stim,C,SFEF,SSC,3.7658345223147545,4.187012209734053,1.3281810965694398,1.5835177892516754,-0.4211776874192992,105
20231109,S,stim,C,SFEF,SSC,3.752624848341148,3.7546534876679805,1.492425739329751,1.4689659163604023,-0.0020286393268329926,105
20231121,S,stim,C,SFEF,SSC,4.13785876540999,3.5669227520871187,1.763568797196127,1.3312989378841278,0.57093601332287,105
20231123,S,stim,C,SFEF,SSC,3.3439941139353264,3.623650832988107,1.2470508350077565,1.3624265739184473,-0.27965671905278044,105
20231130,S,stim,C,SFEF,SSC,4.1961251726342805,3.8367418073211184,1.5228411804166715,1.3416095744236802,0.35938336531316184,105
20231205,S,stim,C,SFEF,SSC,4.620169815400981,3.5615407813370212,1.7793929470152239,1.2087522775907475,1.0586290340639604,105
20230622,S,stim,C,SLIP,SFEF,3.3528795154932327,3.8814885899422378,1.2644979517414798,1.5277002356894156,-0.5286090744490044,105
20230627,S,stim,C,SLIP,SFEF,4.488258635257512,4.28981144805026,1.9449686962323711,1.7931149067716388,0.1984471872072524,105
20230705,S,stim,C,SLIP,SFEF,4.605178802332365,4.581343596805355,2.03623097689602,2.017398045251212,0.02383520552701035,105
20230707,S,stim,C,SLIP,SFEF,4.5732383693311185,3.8861695941296173,2.016804469368202,1.6040836670108842,0.6870687752015013,105
20230710,S,stim,C,SLIP,SFEF,3.908570920590228,3.9172278797579114,1.5841886851727873,1.5601275139933508,-0.008656959167682885,105
20231025,S,stim,C,SLIP,SFEF,3.9715835974999476,3.4494424655514684,1.5964285186556482,1.3030488058199237,0.5221411319484796,105
20231103,S,stim,C,SLIP,SFEF,3.9758761370947036,4.781614803355228,1.4146023722216208,1.8487784005605226,-0.805738666260524,105
20231109,S,stim,C,SLIP,SFEF,3.8019298211021995,4.326918636188743,1.491202453062364,1.8401297659211164,-0.5249888150865433,105
20231121,S,stim,C,SLIP,SFEF,4.085456938381113,4.002428173363058,1.6633475916335285,1.6009737866576048,0.08302876501805427,105
20231123,S,stim,C,SLIP,SFEF,3.9774612934674405,4.141068477513147,1.592504834355843,1.7435588077416768,-0.16360718404570676,105
20231130,S,stim,C,SLIP,SFEF,3.8858295011507256,3.880337118743536,1.3317928380904829,1.2826157232417956,0.005492382407190206,105
20231205,S,stim,C,SLIP,SFEF,4.175128784704796,3.7432579507125157,1.5365691884499924,1.3283945217575586,0.4318708339922801,105
20231025,S,stim,C,SLIP,SSC,4.020574316061695,3.763690442086688,1.6115441707767753,1.480833326886498,0.2568838739750073,105
20231103,S,stim,C,SLIP,SSC,3.96117514336226,3.571831333449838,1.4392596787202683,1.179428420165272,0.3893438099124231,105
20231109,S,stim,C,SLIP,SSC,3.6610838626142312,3.4878064858138567,1.4370599916153615,1.3092720507045477,0.17327737680037505,105
20231121,S,stim,C,SLIP,SSC,3.328253594590965,3.537249964877785,1.2214585788311119,1.3486139521950327,-0.20899637028681955,105
20231123,S,stim,C,SLIP,SSC,4.600017635299491,4.005037845392286,1.987362620188792,1.6656672508498702,0.594979789907204,105
20231130,S,stim,C,SLIP,SSC,3.611351753345649,3.816715465833464,1.177904636368582,1.305554862531537,-0.20536371248781526,105
20231205,S,stim,C,SLIP,SSC,3.823846317246013,3.6497409636810243,1.3598352834031666,1.2744655531695113,0.17410535356498896,105
20231025,S,stim,C,SSC,SFEF,3.3373851053733175,3.862589282733257,1.2475762817805458,1.5047368323631622,-0.5252041773599392,105
20231103,S,stim,C,SSC,SFEF,4.187012209734053,3.7658345223147545,1.6227312476246565,1.3191218311364308,0.4211776874192992,105
20231109,S,stim,C,SSC,SFEF,3.7546534876679805,3.752624848341148,1.4660924686310484,1.5252619386676312,0.0020286393268329926,105
20231121,S,stim,C,SSC,SFEF,3.5669227520871187,4.13785876540999,1.3419205594736665,1.745410067512467,-0.57093601332287,105
20231123,S,stim,C,SSC,SFEF,3.623650832988107,3.3439941139353264,1.3638739306613064,1.2710642305735218,0.27965671905278044,105
20231130,S,stim,C,SSC,SFEF,3.8367418073211184,4.1961251726342805,1.303814873604647,1.4832896187059301,-0.35938336531316184,105
20231205,S,stim,C,SSC,SFEF,3.5615407813370212,4.620169815400981,1.192591230680729,1.79978660820157,-1.0586290340639604,105
20231025,S,stim,C,SSC,SLIP,3.763690442086688,4.020574316061695,1.4929695675750885,1.6319540799685643,-0.2568838739750073,105
20231103,S,stim,C,SSC,SLIP,3.571831333449838,3.96117514336226,1.1946297171986051,1.4458224005865523,-0.3893438099124231,105
20231109,S,stim,C,SSC,SLIP,3.4878064858138567,3.6610838626142312,1.3280845384164457,1.4350806621993086,-0.17327737680037505,105
20231121,S,stim,C,SSC,SLIP,3.537249964877785,3.328253594590965,1.3625946642707834,1.2148137040694573,0.20899637028681955,105
20231123,S,stim,C,SSC,SLIP,4.005037845392286,4.600017635299491,1.6583974085844988,1.996981168926798,-0.594979789907204,105
20231130,S,stim,C,SSC,SLIP,3.816715465833464,3.611351753345649,1.2863341509672417,1.177836176651204,0.20536371248781526,105
20231205,S,stim,C,SSC,SLIP,3.6497409636810243,3.823846317246013,1.2521531817010927,1.3492618616941738,-0.17410535356498896,105
20200327,M,stim,R,MFEF,MLIP,16.552531534943352,15.756684179348527,2.2669240740392103,1.7761785439998024,0.7958473555948232,105
20200328,M,stim,R,MFEF,MLIP,16.450891718958584,16.128319650481043,2.014689139056345,1.8473730260100785,0.32257206847754133,105
20200401,M,stim,R,MFEF,MLIP,16.797133051690956,15.959225193041993,2.2963011217655604,1.7319734064164443,0.8379078586489603,105
20200402,M,stim,R,MFEF,MLIP,16.171992355880104,16.25067683544883,1.8922033531808933,1.8117860877195002,-0.07868447956872156,105
20200926,M,stim,R,MFEF,MLIP,16.149114665061074,15.707757403011014,1.973976535512169,1.6377370163810476,0.4413572620500613,105
20200929,M,stim,R,MFEF,MLIP,16.840526196325037,15.684769619742504,2.3133925759651155,1.7077905764195045,1.1557565765825328,105
20201001,M,stim,R,MFEF,MLIP,16.404918400118156,16.14497437875951,1.9988344257639212,1.8047206253834824,0.2599440213586463,105
20201004,M,stim,R,MFEF,MLIP,16.397854377306167,15.92322652810323,2.070114688278057,1.6945061850540228,0.47462784920293516,105
20201204,M,stim,R,MFEF,MLIP,16.559740053782534,16.499506349683994,2.189744503685278,2.118949842429901,0.060233704098536,105
20201211,M,stim,R,MFEF,MLIP,16.25120909388533,16.479481355766687,2.0366447495198408,2.143090699189989,-0.2282722618813567,105
20201216,M,stim,R,MFEF,MLIP,16.149277801967195,16.216350991395046,1.8733292893386808,1.8717323241481945,-0.06707318942784704,105
20200926,M,stim,R,MFEF,MSC,16.00701240261327,16.402506192263846,1.916196804366237,2.08824049624513,-0.3954937896505772,105
20200929,M,stim,R,MFEF,MSC,16.180315394998605,15.70938466842362,1.9245761335929514,1.7398195796963494,0.4709307265749835,105
20201001,M,stim,R,MFEF,MSC,15.623732976250885,16.243034696718613,1.5854089001864597,1.9189403096206021,-0.6193017204677291,105
20201004,M,stim,R,MFEF,MSC,15.732776713307716,15.754382104861165,1.6215651973038647,1.6566529365378715,-0.02160539155344775,105
20201204,M,stim,R,MFEF,MSC,16.28418536060044,16.04363472226702,2.038390633345052,1.872789665453633,0.24055063833342102,105
20201211,M,stim,R,MFEF,MSC,16.313855292464687,16.60683845903688,1.974921648504092,2.1392071325709456,-0.29298316657219076,105
20201216,M,stim,R,MFEF,MSC,16.033062361605808,15.788375853941494,1.800549212328346,1.6554470238749823,0.24468650766431244,105
20200327,M,stim,R,MLIP,MFEF,15.756684179348527,16.552531534943352,1.751354115087704,2.2442847219010678,-0.7958473555948232,105
20200328,M,stim,R,MLIP,MFEF,16.128319650481043,16.450891718958584,1.8833436963622028,2.0391301691888866,-0.32257206847754133,105
20200401,M,stim,R,MLIP,MFEF,15.959225193041993,16.797133051690956,1.730599814149401,2.282119158965733,-0.8379078586489603,105
20200402,M,stim,R,MLIP,MFEF,16.25067683544883,16.171992355880104,1.7912696142565796,1.8712964562200896,0.07868447956872156,105
20200926,M,stim,R,MLIP,MFEF,15.707757403011014,16.149114665061074,1.6333006827878973,1.9321230270795586,-0.4413572620500613,105
20200929,M,stim,R,MLIP,MFEF,15.684769619742504,16.840526196325037,1.7038373958539124,2.3128861715090223,-1.1557565765825328,105
20201001,M,stim,R,MLIP,MFEF,16.14497437875951,16.404918400118156,1.8168553941241152,1.9936638758078267,-0.2599440213586463,105
20201004,M,stim,R,MLIP,MFEF,15.92322652810323,16.397854377306167,1.6642845623269185,2.1015753359996765,-0.47462784920293516,105
20201204,M,stim,R,MLIP,MFEF,16.499506349683994,16.559740053782534,2.0711364589859556,2.147338659776732,-0.060233704098536,105
20201211,M,stim,R,MLIP,MFEF,16.479481355766687,16.25120909388533,2.113714192998913,2.040138046788798,0.2282722618813567,105
20201216,M,stim,R,MLIP,MFEF,16.216350991395046,16.149277801967195,1.8537805019695635,1.8378867939951014,0.06707318942784704,105
20200926,M,stim,R,MLIP,MSC,15.536437315328033,16.19867862981692,1.5494078508825768,1.917012887755821,-0.6622413144888876,105
20200929,M,stim,R,MLIP,MSC,17.17542565191114,16.384556884126,2.5690770828863565,2.066214872353422,0.7908687677851427,105
20201001,M,stim,R,MLIP,MSC,15.915632995191778,16.206625746271055,1.659269529442976,1.929245170645823,-0.29099275107927536,105
20201004,M,stim,R,MLIP,MSC,16.057565155591245,16.117027663098153,1.8278668709123118,1.8533309414243275,-0.059462507506909575,105
20201204,M,stim,R,MLIP,MSC,16.720653052334875,16.711342311216274,2.27809382995898,2.1149510056889707,0.009310741118598713,105
20201211,M,stim,R,MLIP,MSC,16.012291735362627,15.962812613919564,1.7876452443836186,1.7663583122977438,0.04947912144305789,105
20201216,M,stim,R,MLIP,MSC,16.571111962024453,16.525808877273228,2.072245177062959,2.139120175571617,0.04530308475122233,105
20200926,M,stim,R,MSC,MFEF,16.402506192263846,16.00701240261327,2.065571512865819,1.9059051394275113,0.3954937896505772,105
20200929,M,stim,R,MSC,MFEF,15.70938466842362,16.180315394998605,1.7281832638632164,1.9370408591483501,-0.4709307265749835,105
20201001,M,stim,R,MSC,MFEF,16.243034696718613,15.623732976250885,1.936302875645356,1.5461852023446736,0.6193017204677291,105
20201004,M,stim,R,MSC,MFEF,15.754382104861165,15.732776713307716,1.6374049759879745,1.6282228332717081,0.02160539155344775,105
20201204,M,stim,R,MSC,MFEF,16.04363472226702,16.28418536060044,1.8124967001214458,2.0043910813333015,-0.24055063833342102,105
20201211,M,stim,R,MSC,MFEF,16.60683845903688,16.313855292464687,2.1800398718124154,1.9681975732440538,0.29298316657219076,105
20201216,M,stim,R,MSC,MFEF,15.788375853941494,16.033062361605808,1.6353571185293112,1.7494051339577665,-0.24468650766431244,105
20200926,M,stim,R,MSC,MLIP,16.19867862981692,15.536437315328033,1.9628399140553794,1.573347468823122,0.6622413144888876,105
20200929,M,stim,R,MSC,MLIP,16.384556884126,17.17542565191114,2.1042156618191683,2.5430221570421137,-0.7908687677851427,105
20201001,M,stim,R,MSC,MLIP,16.206625746271055,15.915632995191778,1.9442968439534325,1.643092687678787,0.29099275107927536,105
20201004,M,stim,R,MSC,MLIP,16.117027663098153,16.057565155591245,1.847192483511764,1.792399852375616,0.059462507506909575,105
20201204,M,stim,R,MSC,MLIP,16.711342311216274,16.720653052334875,2.1133534440796766,2.291303305478184,-0.009310741118598713,105
20201211,M,stim,R,MSC,MLIP,15.962812613919564,16.012291735362627,1.799503443651028,1.8439925764580078,-0.04947912144305789,105
20201216,M,stim,R,MSC,MLIP,16.525808877273228,16.571111962024453,2.1685153071884464,2.067130117418636,-0.04530308475122233,105
20230622,S,stim,R,SFEF,SLIP,15.788271260235163,15.999392653482635,1.971996012303581,2.083974525262512,-0.21112139324747153,105
20230627,S,stim,R,SFEF,SLIP,15.256533732929865,15.429848024608223,1.6498874165368453,1.747341058156958,-0.17331429167836035,105
20230705,S,stim,R,SFEF,SLIP,15.593168173225443,16.07077091674115,1.7382481499255256,2.0917615110652656,-0.47760274351570536,105
20230707,S,stim,R,SFEF,SLIP,15.120849465699642,15.127471483866817,1.5609564758867978,1.492118735694903,-0.006622018167177402,105
20230710,S,stim,R,SFEF,SLIP,15.251942909927052,15.37343125257413,1.6092655485387966,1.6894910422804676,-0.12148834264707728,105
20231025,S,stim,R,SFEF,SLIP,15.357516938312843,15.938290236106962,1.4901127016614262,1.902461372567986,-0.5807732977941218,105
20231103,S,stim,R,SFEF,SLIP,18.224805687704887,18.684853703210475,1.3038889465530148,1.5428410014982645,-0.46004801550558944,105
20231109,S,stim,R,SFEF,SLIP,15.959557502513135,15.725914467901992,1.9299566746180512,1.8170739310894881,0.2336430346111432,105
20231121,S,stim,R,SFEF,SLIP,15.430750387264139,15.563656788943605,1.5391370603002172,1.7875717756733471,-0.13290640167946732,105
20231123,S,stim,R,SFEF,SLIP,15.457146098442275,15.950101440405806,1.6739155470926297,1.9611121560723843,-0.49295534196353613,105
20231130,S,stim,R,SFEF,SLIP,19.940681868242237,19.487080503818706,1.5464765905003715,1.4273220875915964,0.4536013644235273,105
20231205,S,stim,R,SFEF,SLIP,18.463647371288122,18.513957312852714,1.5896983165498935,1.6928133057586445,-0.05030994156459233,105
20231025,S,stim,R,SFEF,SSC,14.840168186867952,15.757573771732286,1.2902459651539793,1.7861937307314577,-0.9174055848643348,105
20231103,S,stim,R,SFEF,SSC,18.561369059671552,18.785662770713206,1.5201404282312032,1.563767871659107,-0.22429371104165338,105
20231109,S,stim,R,SFEF,SSC,16.18558003995894,16.938633474577454,2.0710259979638495,2.5343885354622615,-0.7530534346185108,105
20231121,S,stim,R,SFEF,SSC,16.242181914020584,16.422137272797414,2.1843904861905092,2.342516624842482,-0.17995535877683203,105
20231123,S,stim,R,SFEF,SSC,15.341923345123881,15.730302497425393,1.5784149085938608,1.7978736551699313,-0.38837915230151226,105
20231130,S,stim,R,SFEF,SSC,19.887929171362128,20.1620927244824,1.492547063379196,1.7077348844353124,-0.2741635531202735,105
20231205,S,stim,R,SFEF,SSC,18.22569320932292,19.024504191416597,1.4041891114675749,1.7891757241598838,-0.7988109820936774,105
20230622,S,stim,R,SLIP,SFEF,15.999392653482635,15.788271260235163,2.1234116142783486,1.9994522974359341,0.21112139324747153,105
20230627,S,stim,R,SLIP,SFEF,15.429848024608223,15.256533732929865,1.7303315976253968,1.6647147486195888,0.17331429167836035,105
20230705,S,stim,R,SLIP,SFEF,16.07077091674115,15.593168173225443,2.0825948296287997,1.7653088845703777,0.47760274351570536,105
20230707,S,stim,R,SLIP,SFEF,15.127471483866817,15.120849465699642,1.4754621924983096,1.5223552435182723,0.006622018167177402,105
20230710,S,stim,R,SLIP,SFEF,15.37343125257413,15.251942909927052,1.6543554057767584,1.6004403806623912,0.12148834264707728,105
20231025,S,stim,R,SLIP,SFEF,15.938290236106962,15.357516938312843,1.9201477083558853,1.4884300965527395,0.5807732977941218,105
20231103,S,stim,R,SLIP,SFEF,18.684853703210475,18.224805687704887,1.539791235865917,1.3033375687648594,0.46004801550558944,105
20231109,S,stim,R,SLIP,SFEF,15.725914467901992,15.959557502513135,1.829852572638168,1.9238140500927166,-0.2336430346111432,105
20231121,S,stim,R,SLIP,SFEF,15.563656788943605,15.430750387264139,1.7508985644496584,1.5686487804986415,0.13290640167946732,105
20231123,S,stim,R,SLIP,SFEF,15.950101440405806,15.457146098442275,1.9648455006027736,1.6648573129770272,0.49295534196353613,105
20231130,S,stim,R,SLIP,SFEF,19.487080503818706,19.940681868242237,1.406173449911903,1.5455381064952918,-0.4536013644235273,105
20231205,S,stim,R,SLIP,SFEF,18.513957312852714,18.463647371288122,1.6394490924518184,1.5774859610578944,0.05030994156459233,105
20231025,S,stim,R,SLIP,SSC,14.76561487572897,15.289794412551569,1.3075865814893932,1.5517047404372095,-0.5241795368225968,105
20231103,S,stim,R,SLIP,SSC,18.554859167756838,18.148715987274567,1.5916821144243292,1.3637386025980331,0.4061431804822703,105
20231109,S,stim,R,SLIP,SSC,16.532342595841587,17.532952800312408,2.2553451929190875,3.0486989956692967,-1.000610204470819,105
20231121,S,stim,R,SLIP,SSC,15.909811536729956,16.54074512424743,1.9006232460805461,2.339366887101805,-0.6309335875174711,105
20231123,S,stim,R,SLIP,SSC,16.635178251492793,16.24139956364603,2.347450466526133,2.242871382395973,0.3937786878467591,105
20231130,S,stim,R,SLIP,SSC,19.572072489399485,19.392959566473763,1.4181950245496022,1.2688609706345115,0.17911292292571815,105
20231205,S,stim,R,SLIP,SSC,17.997719673825685,18.432684657065916,1.30052933729389,1.582187131452493,-0.43496498324023625,105
20231025,S,stim,R,SSC,SFEF,15.757573771732286,14.840168186867952,1.853711477521574,1.3419791107596786,0.9174055848643348,105
20231103,S,stim,R,SSC,SFEF,18.785662770713206,18.561369059671552,1.569120875832396,1.5154010892014276,0.22429371104165338,105
20231109,S,stim,R,SSC,SFEF,16.938633474577454,16.18558003995894,2.5289121673705184,2.013639999460119,0.7530534346185108,105
20231121,S,stim,R,SSC,SFEF,16.422137272797414,16.242181914020584,2.2738659203185554,2.174138216759044,0.17995535877683203,105
20231123,S,stim,R,SSC,SFEF,15.730302497425393,15.341923345123881,1.7947875115544696,1.5766908914205287,0.38837915230151226,105
20231130,S,stim,R,SSC,SFEF,20.1620927244824,19.887929171362128,1.6939962169629572,1.5002994774877314,0.2741635531202735,105
20231205,S,stim,R,SSC,SFEF,19.024504191416597,18.22569320932292,1.8055759781173626,1.4025620726237857,0.7988109820936774,105
20231025,S,stim,R,SSC,SLIP,15.289794412551569,14.76561487572897,1.5388107646133407,1.3199615560056441,0.5241795368225968,105
20231103,S,stim,R,SSC,SLIP,18.148715987274567,18.554859167756838,1.3528503555826255,1.5801363682515344,-0.4061431804822703,105
20231109,S,stim,R,SSC,SLIP,17.532952800312408,16.532342595841587,3.0634304909434964,2.2725080563335305,1.000610204470819,105
20231121,S,stim,R,SSC,SLIP,16.54074512424743,15.909811536729956,2.333103387918901,1.9289783442469288,0.6309335875174711,105
20231123,S,stim,R,SSC,SLIP,16.24139956364603,16.635178251492793,2.21678960658637,2.3421376981419435,-0.3937786878467591,105
20231130,S,stim,R,SSC,SLIP,19.392959566473763,19.572072489399485,1.2738992519706491,1.4286176149019005,-0.17911292292571815,105
20231205,S,stim,R,SSC,SLIP,18.432684657065916,17.997719673825685,1.5610144888996607,1.3225807026960523,0.43496498324023625,105
