sid,pair,IC,pIC,IR,pIR
20230622,SFEF->SLIP,0.012979367219882215,0.7345309381237525,0.0211077057695531,0.011976047904191617
20230627,SFEF->SLIP,0.07313091914453305,0.001996007984031936,0.01558407055507329,0.5748502994011976
20230705,SFEF->SLIP,0.06161478569473457,0.001996007984031936,0.024243617912360096,0.05189620758483034
20230707,SFEF->SLIP,0.04967889425531767,0.001996007984031936,0.016657834030532014,0.0499001996007984
20230710,SFEF->SLIP,0.008738344940086967,0.5269461077844312,0.013337206351310874,0.7604790419161677
20231025,SFEF->SLIP,0.02413171077064901,0.05588822355289421,0.026158019678154815,0.005988023952095809
20231103,SFEF->SLIP,0.007490117153877167,0.5548902195608783,0.01968142888546181,0.015968063872255488
20231109,SFEF->SLIP,0.011705419359894175,0.7924151696606786,0.011705748095527761,0.844311377245509
20231121,SFEF->SLIP,0.0069549843035974146,0.3193612774451098,0.03625504729591954,0.001996007984031936
20231123,SFEF->SLIP,0.05132891357780734,0.013972055888223553,0.025110754674362388,0.011976047904191617
20231130,SFEF->SLIP,0.014685955533162948,0.35528942115768464,0.01811323678795892,0.17564870259481039
20231205,SFEF->SLIP,0.05103326858708867,0.001996007984031936,0.03831663664295261,0.001996007984031936
20231025,SFEF->SSC,0.011821701746778112,0.21357285429141717,0.044222232098517424,0.001996007984031936
20231103,SFEF->SSC,0.003561571197106598,0.8363273453093812,0.01905969954349486,0.03592814371257485
20231109,SFEF->SSC,0.030622383156664882,0.011976047904191617,0.028891879084159362,0.003992015968063872
20231121,SFEF->SSC,0.07641969029311856,0.001996007984031936,0.041142697531071,0.001996007984031936
20231123,SFEF->SSC,0.026636555460833274,0.7544910179640718,0.023275994954781866,0.003992015968063872
20231130,SFEF->SSC,0.07926891812613127,0.001996007984031936,0.014213925884608482,0.2694610778443114
20231205,SFEF->SSC,0.01987279970121248,0.0998003992015968,0.04837382752306314,0.001996007984031936
20230622,SLIP->SFEF,0.0127726937183834,0.33532934131736525,0.020888327921013437,0.03592814371257485
20230627,SLIP->SFEF,0.05649019251748206,0.01996007984031936,0.029696490797407354,0.003992015968063872
20230705,SLIP->SFEF,0.09127999970218931,0.06387225548902195,0.03360284378692589,0.033932135728542916
20230707,SLIP->SFEF,0.026802963848173527,0.003992015968063872,0.013527701445807845,0.22554890219560877
20230710,SLIP->SFEF,0.014860318051020092,0.03992015968063872,0.026735202304470948,0.023952095808383235
20231025,SLIP->SFEF,0.015316003072368457,0.4491017964071856,0.028520970188761725,0.005988023952095809
20231103,SLIP->SFEF,0.006686513137401424,0.5369261477045908,0.014269051072922694,0.3333333333333333
20231109,SLIP->SFEF,0.01208428559011679,0.4231536926147705,0.022403256210607805,0.0499001996007984
20231121,SLIP->SFEF,0.006517360428411816,0.3393213572854291,0.031911861426920624,0.001996007984031936
20231123,SLIP->SFEF,0.038921373046334286,0.15169660678642716,0.01784720163219501,0.5389221556886228
20231130,SLIP->SFEF,0.014702567595662958,0.29141716566866266,0.02629583808858566,0.001996007984031936
20231205,SLIP->SFEF,0.04842716292298209,0.001996007984031936,0.031188215066391592,0.003992015968063872
20231025,SLIP->SSC,0.009420855518639162,0.10978043912175649,0.03342950817380639,0.001996007984031936
20231103,SLIP->SSC,0.006287058958964918,0.10578842315369262,0.014743508566069152,0.23552894211576847
20231109,SLIP->SSC,0.0118452720244185,0.11177644710578842,0.026868339631969215,0.013972055888223553
20231121,SLIP->SSC,0.0035127045958008862,0.7145708582834331,0.04901422786508961,0.001996007984031936
20231123,SLIP->SSC,0.02542770676324281,0.011976047904191617,0.029536397348606643,0.001996007984031936
20231130,SLIP->SSC,0.015907153656742175,0.17764471057884232,0.02359778707441295,0.001996007984031936
20231205,SLIP->SSC,0.008779792901874106,0.21756487025948104,0.023936220131662904,0.04790419161676647
20231025,SSC->SFEF,0.02016546515835568,0.001996007984031936,0.05525531877430323,0.001996007984031936
20231103,SSC->SFEF,0.004673416233333057,0.2774451097804391,0.033884258129623895,0.001996007984031936
20231109,SSC->SFEF,0.02426446274866205,0.3373253493013972,0.027432939668865935,0.00998003992015968
20231121,SSC->SFEF,0.01930185580912397,0.6407185628742516,0.06668921535725786,0.001996007984031936
20231123,SSC->SFEF,0.012891902337696168,0.7984031936127745,0.022604904515003316,0.017964071856287425
20231130,SSC->SFEF,0.07920614572725233,0.05788423153692615,0.011399670378559225,0.6407185628742516
20231205,SSC->SFEF,0.012119722150344719,0.7265469061876247,0.04150561860401408,0.001996007984031936
20231025,SSC->SLIP,0.0041286734669574625,0.6067864271457086,0.029638227110674976,0.00998003992015968
20231103,SSC->SLIP,0.0039054536899867224,0.4171656686626746,0.01594538972473401,0.21956087824351297
20231109,SSC->SLIP,0.013615786376282944,0.17365269461077845,0.020740072893894887,0.18562874251497005
20231121,SSC->SLIP,0.004509716397631784,0.5249500998003992,0.05588551806281422,0.001996007984031936
20231123,SSC->SLIP,0.005471937120816838,0.782435129740519,0.024511025756085165,0.001996007984031936
20231130,SSC->SLIP,0.018371185750500375,0.45708582834331335,0.02259326000037485,0.001996007984031936
20231205,SSC->SLIP,0.01594587701535205,0.00998003992015968,0.03371833774061676,0.001996007984031936
