t,mu_AB,lo_AB,hi_AB,p_stouffer_AB,sig_AB,mu_BA,lo_BA,hi_BA,p_stouffer_BA,sig_BA
-0.16499999999999998,0.002513556282263782,0.0019356923711877929,0.003091420193339771,0.060319856585319576,0,0.002209206331390064,0.0014024610307019753,0.003015951632078152,0.28481316752902863,0
-0.14500000000000002,0.003207965041850317,0.0025996289481685477,0.0038163011355320867,0.03769252554464275,0,0.0027922060606275128,0.0018053431818759761,0.0037790689393790494,0.2497009478367881,0
-0.125,0.0037573966677172757,0.00311324046103042,0.004401552874404131,0.04788014421241216,0,0.0033102528011662046,0.0022602259399588567,0.004360279662373553,0.23972717960399637,0
-0.10500000000000002,0.0041972118671702845,0.0034940426453442665,0.004900381088996302,0.07574534563556157,0,0.003960187830526962,0.00301014019223509,0.004910235468818833,0.14926459877894904,0
-0.08500000000000003,0.004644739613049038,0.003939814949542922,0.005349664276555153,0.10877175351314516,0,0.004460057956157667,0.003442551233470787,0.005477564678844547,0.1607183662789995,0
-0.06500000000000004,0.004433555752731606,0.003666353151851647,0.005200758353611565,0.17299913316156657,0,0.004387770938676628,0.003345896471967016,0.00542964540538624,0.20022780529479134,0
-0.045000000000000054,0.004136533619323353,0.0033347075019394593,0.004938359736707247,0.3419110233994148,0,0.004372877618624712,0.003339396621109661,0.0054063586161397625,0.23985590990435246,0
-0.025000000000000064,0.004039446653364614,0.003290034035449945,0.004788859271279282,0.3892914447800425,0,0.00427362601617428,0.0032662538511133,0.00528099818123526,0.295234534144423,0
-0.005000000000000074,0.004144493024983165,0.0034549209964874743,0.004834065053478855,0.3156749808338537,0,0.0041160705223869535,0.003181167386635224,0.005050973658138683,0.3754270973213586,0
0.014999999999999916,0.0044038764429732745,0.0033920907162517605,0.0054156621696947885,0.289974865680795,0,0.004154295846041539,0.003212067148773061,0.005096524543310017,0.4061298872501826,0
0.034999999999999906,0.005428425176904372,0.003574401444189383,0.007282448909619361,0.08645408026427348,0,0.004589349239021004,0.003278016324738144,0.0059006821533038635,0.3645301567620113,0
0.054999999999999896,0.006838638802900006,0.003972202954943271,0.009705074650856741,0.023279009054639976,1,0.005252457143749083,0.0033176767886878037,0.007187237498810363,0.4611922231861588,0
0.07499999999999989,0.008908329823545438,0.004614374312375506,0.013202285334715371,0.00452604311033844,1,0.006465397749791856,0.0035640425905774497,0.009366752909006262,0.5093900715372306,0
0.0949999999999999,0.011567088093386012,0.00574038919241726,0.017393786994354763,0.0018490082435740351,1,0.008584828478896649,0.004129144761195848,0.01304051219659745,0.39375710267443076,0
0.11499999999999987,0.015133930801440718,0.006932571506545238,0.023335290096336198,0.0015643533745076654,1,0.01120753273932226,0.004822267833058214,0.017592797645586307,0.2899107843052632,0
0.13499999999999984,0.018997424572857337,0.008007598629051156,0.029987250516663518,0.001471491836276706,1,0.014180201449124416,0.005360541368014667,0.022999861530234166,0.22422542309357296,0
0.15499999999999986,0.02341125189270746,0.009074427836074869,0.03774807594934006,0.0010323496727125958,1,0.017403655798336394,0.005843809311901383,0.028963502284771403,0.18442754921561333,0
0.17499999999999988,0.027836794463213913,0.010322296222177712,0.04535129270425012,0.0009776038282210964,1,0.020519540404631515,0.006142169124909749,0.034896911684353285,0.13189392844758074,0
0.19499999999999984,0.03211525492215228,0.011806350187592091,0.052424159656712474,0.000864617498881004,1,0.022979334434497338,0.0062072961787109256,0.039751372690283754,0.09754967673618875,0
0.2149999999999998,0.03545765995454931,0.012993035120286982,0.05792228478881164,0.0007262580482901848,1,0.02466042430925256,0.006215487745578511,0.043105360872926615,0.08310022017888175,0
0.23499999999999982,0.03782910656786859,0.014515209727343048,0.061143003408394125,0.00016475650926295327,1,0.025530252552686296,0.005906346107162334,0.04515415899821026,0.07950744121149089,0
0.25499999999999984,0.038766197742123275,0.01566661596919265,0.0618657795150539,2.8677277478461605e-05,1,0.025197010591117414,0.005445880293976142,0.044948140888258686,0.06036461788372238,0
0.2749999999999998,0.03778729627438966,0.01617393429479498,0.05940065825398434,5.187499749537139e-06,1,0.023788329514171144,0.004990643346909296,0.04258601568143299,0.048419118702144104,0
0.29499999999999976,0.035456376942286205,0.015787580814748063,0.05512517306982435,1.0376997832128865e-06,1,0.022092820440525122,0.004877299935338517,0.03930834094571173,0.0303217298449312,0
0.3149999999999998,0.03179350213410847,0.014802851699216874,0.04878415256900007,1.5586032953152085e-07,1,0.019908229400281613,0.005040193720296675,0.03477626508026655,0.011839700208381765,0
0.3349999999999998,0.02750267750477045,0.013235046229115028,0.041770308780425876,1.2526616943731028e-07,1,0.01751122768452557,0.005317364212953141,0.029705091156098,0.007259850094687326,0
0.3549999999999998,0.022436224994207294,0.010881174967443149,0.03399127502097144,1.0954468910862047e-06,1,0.014958392525502764,0.005273691175483134,0.024643093875522395,0.009541325039744919,0
0.3749999999999997,0.01809456978159685,0.008906920506332903,0.027282219056860797,1.8126809303575797e-06,1,0.012750628519406795,0.005056276508988562,0.02044498052982503,0.011083669598786705,0
0.39499999999999974,0.014113985856800845,0.006780918930313203,0.021447052783288487,3.40536032487071e-05,1,0.01090230709800664,0.0050726344152316185,0.01673197978078166,0.007754376024938003,0
0.41499999999999976,0.01105345208492301,0.005581476225877093,0.016525427943968926,0.0005495703331361845,1,0.009264495148984298,0.004828103113164561,0.013700887184804035,0.010208087297960855,0
0.43499999999999966,0.008863363767319247,0.004765333024211781,0.012961394510426712,0.003190917487802869,1,0.008172541598597259,0.004451511258956458,0.011893571938238059,0.016597999177197287,0
0.4549999999999997,0.007528317278022403,0.004276096189084345,0.010780538366960461,0.013272273103400067,1,0.006855235504173743,0.0036821837073758,0.010028287300971685,0.05016886285775968,0
0.4749999999999997,0.006661092897061864,0.004033872018474409,0.00928831377564932,0.025732653980340636,1,0.00592167198195663,0.0032729490699553755,0.008570394893957884,0.09378651815088468,0
0.4949999999999997,0.0060656973436516,0.003795247702506089,0.008336146984797111,0.060773463558368546,0,0.005073961306915407,0.002536673798585968,0.007611248815244847,0.34282023662462946,0
0.5149999999999997,0.005678592743170108,0.003630215411757331,0.007726970074582885,0.05976899462339125,0,0.0046887042189684815,0.0023989581025805596,0.006978450335356403,0.46956136044010965,0
0.5349999999999996,0.005285465649751368,0.0035475374416701925,0.007023393857832543,0.08190293529465642,0,0.004431647564160797,0.002370849334230259,0.006492445794091334,0.5296611909186939,0
0.5549999999999996,0.0049192647392657775,0.0035018581152622768,0.006336671363269278,0.12153901465642392,0,0.0043117529616227895,0.0023625356969997303,0.006260970226245849,0.5430772927501268,0
0.5749999999999996,0.004461495822830453,0.0030179347231178337,0.005905056922543073,0.2777396299612175,0,0.004315915082401814,0.0024166821706757425,0.006215147994127885,0.5099500362064093,0
0.5949999999999995,0.004298116201147344,0.0028407570773166316,0.005755475324978056,0.3384549312583014,0,0.004269319555302573,0.0026645466335507434,0.005874092477054402,0.48536142054377784,0
