t_start,t_end,aucC,accC,macroAccR,macroAucR
-0.245,-0.125,0.48132870169344333,0.49907646048109966,0.33243269530034236,0.49841506175722977
-0.225,-0.10500000000000001,0.4735128093790708,0.4823453608247423,0.38544662309368194,0.5278957604241599
-0.20500000000000002,-0.08500000000000002,0.5185428426689824,0.5320231958762887,0.36621770930594455,0.5102165149536382
-0.18500000000000003,-0.06500000000000003,0.5096848313793603,0.5280498281786941,0.35373288204170555,0.5151524975096072
-0.16500000000000004,-0.04500000000000004,0.4883322477927342,0.4988831615120274,0.3003011204481793,0.48047546867802193
-0.14500000000000005,-0.02500000000000005,0.5085269214068606,0.5194802405498281,0.32515950824774353,0.468991582267139
-0.12500000000000006,-0.00500000000000006,0.4707754378347084,0.48017611683848793,0.3295230314347961,0.494321449901034
-0.10500000000000007,0.01499999999999993,0.4543313069908814,0.4760309278350515,0.30027272019919077,0.45853054028612905
-0.08500000000000008,0.03499999999999992,0.46318389057750753,0.4947164948453608,0.3268090569561158,0.49570791034658135
-0.06500000000000009,0.05499999999999991,0.4905431321464756,0.47817869415807557,0.3298187052598817,0.5003054198524474
-0.045000000000000095,0.0749999999999999,0.5136054421768707,0.5236254295532646,0.317416744475568,0.4832760526059967
-0.025000000000000105,0.09499999999999989,0.584133014908091,0.5506443298969071,0.3537052598817304,0.5126691703617474
-0.0050000000000001155,0.11499999999999988,0.6750289477493124,0.6211984536082473,0.4181006847183318,0.5792785769797628
0.014999999999999902,0.1349999999999999,0.7462223187147199,0.6646262886597938,0.3964382975412387,0.5720821172110231
0.034999999999999865,0.15499999999999986,0.7922311477782602,0.7122637457044674,0.4375233426704015,0.6311803359998691
0.05499999999999983,0.17499999999999982,0.838386524822695,0.7556486254295532,0.45122198879551817,0.6496495402002307
0.07499999999999984,0.19499999999999984,0.8596251266464032,0.751524914089347,0.5244378306878307,0.7116279067596681
0.09499999999999986,0.21499999999999986,0.8404834274135187,0.7556915807560138,0.5824529256146902,0.7445009372357745
0.11499999999999982,0.23499999999999982,0.8402446084816905,0.7474656357388316,0.5599066293183941,0.7078352713054239
0.1349999999999998,0.2549999999999998,0.8543783470835142,0.7908719931271477,0.569553376906318,0.7102108664858634
0.1549999999999998,0.2749999999999998,0.8788934722825299,0.821864261168385,0.5226921879863057,0.6839154229306716
0.17499999999999982,0.2949999999999998,0.8762158054711247,0.8219286941580757,0.5116608309990662,0.6828224060732553
0.19499999999999978,0.3149999999999998,0.8728289188015632,0.7950386597938144,0.5253520852785558,0.6929710211647926
0.21499999999999975,0.33499999999999974,0.8766970618034449,0.8136383161512027,0.48022019919078746,0.6703160597643667
0.23499999999999976,0.35499999999999976,0.8848802286872196,0.8013101374570446,0.4519736227824463,0.6496292819475868
0.2549999999999998,0.3749999999999998,0.9021077579968159,0.82409793814433,0.4538608776844071,0.6338916118303246
0.2749999999999998,0.3949999999999998,0.9073545375597047,0.8281786941580757,0.4361873638344227,0.611040518573496
0.2949999999999997,0.4149999999999997,0.9224598349978288,0.8550687285223368,0.418931683784625,0.5953821896362678
0.3149999999999997,0.4349999999999997,0.9199721377912866,0.8489475945017182,0.41928727046374104,0.5902123206914867
0.33499999999999974,0.45499999999999974,0.9205384281372122,0.8509450171821307,0.45419351073762837,0.6207518488941547
0.35499999999999965,0.47499999999999964,0.9364072224634535,0.8675902061855669,0.44268674136321196,0.5984272503413904
0.37499999999999967,0.49499999999999966,0.928710739614995,0.8800472508591065,0.40647564581388107,0.5676395008217798
0.3949999999999997,0.5149999999999997,0.9427413518598928,0.8840850515463916,0.4150571895424836,0.5838130519327858
0.4149999999999997,0.5349999999999997,0.940385728759589,0.8758591065292096,0.40063336445689385,0.5741362460744724
0.4349999999999997,0.5549999999999997,0.9292571283832682,0.8840635738831615,0.4038834422657952,0.606790668518412
0.4549999999999996,0.5749999999999996,0.9404526704298741,0.8840420962199312,0.3792258014316838,0.5612428283704869
0.47499999999999964,0.5949999999999996,0.9348802286872194,0.8654209621993127,0.39965764083411137,0.5899364302902517
0.49499999999999966,0.6149999999999997,0.9395661456071792,0.8612972508591066,0.3827443199502023,0.5576735266765416
0.5149999999999996,0.6349999999999996,0.9307768852221739,0.8611898625429554,0.36605781201369436,0.5587527880962719
0.5349999999999996,0.6549999999999996,0.9262013315964683,0.8654209621993127,0.38059212573918455,0.5535265781125093
0.5549999999999996,0.6749999999999996,0.9250271385149805,0.8425257731958762,0.34288671023965145,0.5227811633080923
0.5749999999999996,0.6949999999999996,0.9085703430308293,0.8301116838487971,0.3505123716153128,0.5204607679816387
0.5949999999999996,0.7149999999999996,0.8642278187870893,0.8094286941580755,0.34478524743230626,0.5081496899818225
0.6149999999999995,0.7349999999999995,0.8672184831379359,0.7927835051546392,0.3305897914721444,0.5038831044596073
0.6349999999999996,0.7549999999999996,0.8506404689535388,0.7886812714776632,0.3428299097416744,0.49574481060481107
0.6549999999999996,0.7749999999999996,0.831838905775076,0.7659579037800686,0.3414600840336135,0.4877319791909514
0.6749999999999995,0.7949999999999995,0.8308655377044435,0.7701460481099657,0.3467787114845938,0.5119373732661442
